"TreeFarm","StandNo","SubPlot","Owner","V1","V2","V3","Vmax","DW","JulianDate","AirTemp"
"SP","20565",7,"WY",0,0,0,0,2,151,18.5
"SP","20571",1,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20571",2,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20571",3,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20571",4,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20571",5,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20571",6,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20571",7,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20600",1,"WY",0,0,0,0,3,119,6
"SP","20600",2,"WY",0,0,0,0,2,119,6.5
"SP","20600",3,"WY",0,0,0,0,3,119,8
"SP","20600",4,"WY",0,0,0,0,1,119,7.5
"SP","20600",5,"WY",0,0,0,0,6,119,8.5
"SP","20600",6,"WY",0,0,0,0,1,119,8
"SP","20600",7,"WY",0,0,0,0,3,119,9
"SP","20616",1,"WY",0,0,0,0,0,110,23
"SP","20616",2,"WY",0,0,0,0,1,110,24
"SP","20616",3,"WY",0,0,0,0,2,110,23
"SP","20616",4,"WY",0,0,0,0,1,110,23
"SP","20616",5,"WY",0,0,0,0,0,110,22
"SP","20616",6,"WY",0,0,0,0,2,110,23
"SP","20616",7,"WY",0,0,0,0,0,110,22
"SP","20626",1,"WY",0,0,0,0,0,168,9
"SP","20626",2,"WY",0,0,0,0,1,168,8.5
"SP","20626",3,"WY",0,0,0,0,0,168,9
"SP","20626",4,"WY",1,0,0,1,1,168,10
"SP","20626",5,"WY",0,0,0,0,5,168,10
"SP","20626",6,"WY",0,0,0,0,0,168,10
"SP","20626",7,"WY",0,0,0,0,1,168,10
"SP","20666",1,"WY",0,0,0,0,1,111,23.5
"SP","20666",2,"WY",0,0,0,0,1,111,23
"SP","20666",3,"WY",0,0,0,0,1,111,25
"SP","20666",4,"WY",0,0,0,0,1,111,24.5
"SP","20666",5,"WY",0,0,0,0,0,111,28
"SP","20666",6,"WY",0,0,0,0,1,111,22
"SP","20666",7,"WY",0,0,0,0,4,111,19
"SP","20698",1,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20698",2,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20698",3,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20698",4,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20698",5,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20698",6,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20698",7,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20818",1,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20818",2,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20818",3,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20818",4,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20818",5,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20818",6,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","20818",7,"WY",NA,NA,NA,NA,NA,NA,NA
"SP","21019",1,"WY",0,0,0,0,3,161,11
"SP","21019",2,"WY",0,0,0,0,1,161,12
"SP","21019",3,"WY",0,0,0,0,1,161,13.5
"SP","21019",4,"WY",1,0,0,1,3,161,12
"SP","21019",5,"WY",0,0,0,0,4,161,13
"SP","21019",6,"WY",0,0,0,0,3,161,16
"SP","21019",7,"WY",0,0,0,0,6,161,12
"SP","21026",1,"WY",0,0,0,0,5,173,10
"SP","21026",2,"WY",1,0,0,1,9,173,11
"SP","21026",3,"WY",0,0,0,0,3,173,11.5
"SP","21026",4,"WY",1,0,0,1,11,173,11.5
"SP","21026",5,"WY",0,0,0,0,3,173,12
"SP","21026",6,"WY",0,0,0,0,9,173,12
"SP","21026",7,"WY",0,0,0,0,5,173,13
"SP","21029",1,"WY",0,0,0,0,5,146,6
"SP","21029",2,"WY",0,0,0,0,3,146,6
"SP","21029",3,"WY",0,0,0,0,4,146,6
"SP","21029",4,"WY",0,0,0,0,6,146,6
"SP","21029",5,"WY",0,0,0,0,0,146,6
"SP","21029",6,"WY",0,1,0,1,5,146,6.5
"SP","21029",7,"WY",0,0,0,0,7,146,6.5
"SP","21159",1,"WY",0,0,0,0,8,137,6
"SP","21159",2,"WY",0,0,1,1,3,137,6
"SP","21159",3,"WY",0,0,0,0,3,137,6
"SP","21159",4,"WY",0,0,0,0,8,137,6
"SP","21159",5,"WY",0,0,0,0,6,137,6.5
"SP","21159",6,"WY",0,0,0,0,7,137,6.5
"SP","21159",7,"WY",0,0,0,0,7,137,6.5
"SP","21213",1,"WY",0,0,0,0,1,152,15
"SP","21213",2,"WY",0,0,0,0,3,152,16
"SP","21213",3,"WY",0,0,0,0,3,152,17
"SP","21213",4,"WY",0,0,0,0,5,152,18
"SP","21213",5,"WY",0,0,0,0,2,152,20
"SP","21213",6,"WY",0,0,0,0,2,152,21
"SP","21213",7,"WY",0,0,0,0,3,152,22
"SP","25954",1,"BLM",0,0,0,0,0,147,14
"SP","25954",2,"BLM",0,0,0,0,1,147,15
"SP","25954",3,"BLM",0,0,0,0,0,147,15
"SP","25954",4,"BLM",3,0,0,3,0,147,15
"SP","25954",5,"BLM",2,1,0,2,2,147,16
"SP","25954",6,"BLM",0,0,0,0,0,147,15
"SP","25954",7,"BLM",0,0,0,0,1,147,16
"SP","29121",1,"BLM",0,0,0,0,0,140,8
"SP","29121",2,"BLM",0,1,0,1,3,140,9
"SP","29121",3,"BLM",0,0,0,0,1,140,7
"SP","29121",4,"BLM",0,0,1,1,2,140,7.5
"SP","29121",5,"BLM",0,0,0,0,2,140,7
"SP","29121",6,"BLM",1,0,0,1,2,140,6
"SP","29121",7,"BLM",1,0,0,1,6,140,7
"SP","29122",1,"BLM",1,0,0,1,3,166,7.5
"SP","29122",2,"BLM",0,0,1,1,8,166,7.5
"SP","29122",3,"BLM",0,0,0,0,2,166,6.5
"SP","29122",4,"BLM",1,0,0,1,2,166,8.5
"SP","29122",5,"BLM",0,0,0,0,3,166,7
"SP","29122",6,"BLM",1,0,0,1,3,166,8
"SP","29122",7,"BLM",1,0,0,1,12,166,7
"SP","29123",1,"BLM",0,0,0,0,5,132,12
"SP","29123",2,"BLM",0,0,0,0,0,132,14
"SP","29123",3,"BLM",0,0,1,1,1,132,15
"SP","29123",4,"BLM",0,0,0,0,5,132,16.5
"SP","29123",5,"BLM",0,0,0,0,1,132,17
"SP","29123",6,"BLM",0,0,0,0,3,132,20
"SP","29123",7,"BLM",0,0,0,0,2,132,21
"SP","29429",1,"BLM",0,0,0,0,1,140,18
"SP","29429",2,"BLM",0,0,1,1,6,140,17.5
"SP","29429",3,"BLM",0,0,0,0,2,140,16
"SP","29429",4,"BLM",0,0,0,0,2,140,6
"SP","29429",5,"BLM",0,0,0,0,1,140,11
"SP","29429",6,"BLM",0,0,0,0,0,140,6.5
"SP","29429",7,"BLM",0,0,0,0,2,140,12
"SP","29431",1,"BLM",1,0,0,1,11,158,19
"SP","29431",2,"BLM",0,0,0,0,3,158,19.5
"SP","29431",3,"BLM",1,0,0,1,6,158,20.5
"SP","29431",4,"BLM",0,0,0,0,5,158,22
"SP","29431",5,"BLM",0,0,0,0,4,158,22
"SP","29431",6,"BLM",0,0,0,0,7,158,23
"SP","29431",7,"BLM",0,0,0,0,2,158,24
"SP","29889",1,"BLM",0,0,0,0,8,174,11
"SP","29889",2,"BLM",0,0,0,0,1,174,12.5
"SP","29889",3,"BLM",0,0,0,0,5,174,13.5
"SP","29889",4,"BLM",0,0,1,1,7,174,14.5
"SP","29889",5,"BLM",0,0,0,0,9,174,15.5
"SP","29889",6,"BLM",0,0,0,0,5,174,16.5
"SP","29889",7,"BLM",0,0,0,0,1,174,17
"SP","35466",1,"BLM",0,0,0,0,7,133,17
"SP","35466",2,"BLM",0,0,0,0,2,133,17
"SP","35466",3,"BLM",0,1,1,1,3,133,18
"SP","35466",4,"BLM",1,NA,NA,1,1,133,19
"SP","35466",5,"BLM",0,0,0,0,5,133,19
"SP","35466",6,"BLM",0,1,1,1,3,133,20
"SP","35466",7,"BLM",3,0,0,3,3,133,21
