"site_id","stand","trt","year","subplot","V1","V2","V3"
"12364 _ 1 _ 2024",12364,"HB",2024,"5",0,0,0
"12364 _ 1 _ 2024",12364,"HB",2024,"6",0,0,0
"12364 _ 1 _ 2024",12364,"HB",2024,"7",0,0,0
"12392 _ 1 _ 2023",12392,"BU",2023,"1",0,0,0
"12392 _ 1 _ 2023",12392,"BU",2023,"2",0,0,0
"12392 _ 1 _ 2023",12392,"BU",2023,"3",1,0,0
"12392 _ 1 _ 2023",12392,"BU",2023,"4",0,0,0
"12392 _ 1 _ 2023",12392,"BU",2023,"5",0,0,0
"12392 _ 1 _ 2023",12392,"BU",2023,"6",1,0,0
"12392 _ 1 _ 2023",12392,"BU",2023,"7",0,0,0
"12421 _ 1 _ 2023",12421,"BU",2023,"1",0,0,0
"12421 _ 1 _ 2023",12421,"BU",2023,"2",0,0,1
"12421 _ 1 _ 2023",12421,"BU",2023,"3",0,0,0
"12421 _ 1 _ 2023",12421,"BU",2023,"4",1,0,0
"12421 _ 1 _ 2023",12421,"BU",2023,"5",0,0,0
"12421 _ 1 _ 2023",12421,"BU",2023,"6",0,0,0
"12421 _ 1 _ 2023",12421,"BU",2023,"7",0,0,0
"12421 _ 1 _ 2024",12421,"BU",2024,"1",0,0,0
"12421 _ 1 _ 2024",12421,"BU",2024,"2",0,0,0
"12421 _ 1 _ 2024",12421,"BU",2024,"3",1,0,0
"12421 _ 1 _ 2024",12421,"BU",2024,"4",0,0,0
"12421 _ 1 _ 2024",12421,"BU",2024,"5",0,0,0
"12421 _ 1 _ 2024",12421,"BU",2024,"6",0,0,0
"12421 _ 1 _ 2024",12421,"BU",2024,"7",0,0,0
"12441 _ 1 _ 2023",12441,"BU",2023,"1",0,0,0
"12441 _ 1 _ 2023",12441,"BU",2023,"2",0,0,0
"12441 _ 1 _ 2023",12441,"BU",2023,"3",0,0,0
"12441 _ 1 _ 2023",12441,"BU",2023,"4",0,0,1
"12441 _ 1 _ 2023",12441,"BU",2023,"5",0,1,0
"12441 _ 1 _ 2023",12441,"BU",2023,"6",1,1,0
"12441 _ 1 _ 2023",12441,"BU",2023,"7",0,0,0
"12441 _ 1 _ 2024",12441,"BU",2024,"1",0,0,0
"12441 _ 1 _ 2024",12441,"BU",2024,"2",0,0,0
"12441 _ 1 _ 2024",12441,"BU",2024,"3",0,0,0
"12441 _ 1 _ 2024",12441,"BU",2024,"4",1,0,0
"12441 _ 1 _ 2024",12441,"BU",2024,"5",0,0,0
"12441 _ 1 _ 2024",12441,"BU",2024,"6",0,0,0
"12441 _ 1 _ 2024",12441,"BU",2024,"7",0,1,0
"12560 _ 1 _ 2023",12560,"BU",2023,"1",0,0,0
"12560 _ 1 _ 2023",12560,"BU",2023,"2",0,0,0
"12560 _ 1 _ 2023",12560,"BU",2023,"3",0,0,0
"12560 _ 1 _ 2023",12560,"BU",2023,"4",0,0,0
"12560 _ 1 _ 2023",12560,"BU",2023,"5",0,0,1
"12560 _ 1 _ 2023",12560,"BU",2023,"6",0,0,0
"12560 _ 1 _ 2023",12560,"BU",2023,"7",0,0,0
"12560 _ 1 _ 2024",12560,"BU",2024,"1",0,0,0
"12560 _ 1 _ 2024",12560,"BU",2024,"2",0,0,0
"12560 _ 1 _ 2024",12560,"BU",2024,"3",0,0,0
"12560 _ 1 _ 2024",12560,"BU",2024,"4",0,0,0
"12560 _ 1 _ 2024",12560,"BU",2024,"5",1,0,0
"12560 _ 1 _ 2024",12560,"BU",2024,"6",1,0,0
"12560 _ 1 _ 2024",12560,"BU",2024,"7",0,0,0
"12776 _ 1 _ 2024",12776,"BU",2024,"1",0,0,0
"12776 _ 1 _ 2024",12776,"BU",2024,"2",0,0,0
"12776 _ 1 _ 2024",12776,"BU",2024,"3",0,0,0
"12776 _ 1 _ 2024",12776,"BU",2024,"4",0,0,0
"12776 _ 1 _ 2024",12776,"BU",2024,"5",0,0,0
"12776 _ 1 _ 2024",12776,"BU",2024,"6",0,0,0
"12776 _ 1 _ 2024",12776,"BU",2024,"7",0,0,0
"12804 _ 1 _ 2023",12804,"BU",2023,"1",0,0,0
"12804 _ 1 _ 2023",12804,"BU",2023,"2",0,0,0
"12804 _ 1 _ 2023",12804,"BU",2023,"3",0,0,0
"12804 _ 1 _ 2023",12804,"BU",2023,"4",0,0,0
"12804 _ 1 _ 2023",12804,"BU",2023,"5",0,0,0
"12804 _ 1 _ 2023",12804,"BU",2023,"6",0,0,0
"12804 _ 1 _ 2023",12804,"BU",2023,"7",0,0,0
"12804 _ 1 _ 2024",12804,"BU",2024,"1",0,0,0
"12804 _ 1 _ 2024",12804,"BU",2024,"2",0,0,0
"12804 _ 1 _ 2024",12804,"BU",2024,"3",0,0,0
"12804 _ 1 _ 2024",12804,"BU",2024,"4",0,0,0
"12804 _ 1 _ 2024",12804,"BU",2024,"5",0,0,0
"12804 _ 1 _ 2024",12804,"BU",2024,"6",0,0,0
"12804 _ 1 _ 2024",12804,"BU",2024,"7",0,0,0
"12805 _ 1 _ 2023",12805,"BU",2023,"1",0,0,0
"12805 _ 1 _ 2023",12805,"BU",2023,"2",0,0,0
"12805 _ 1 _ 2023",12805,"BU",2023,"3",0,0,0
"12805 _ 1 _ 2023",12805,"BU",2023,"4",0,0,0
"12805 _ 1 _ 2023",12805,"BU",2023,"5",0,0,0
"12805 _ 1 _ 2023",12805,"BU",2023,"6",0,0,0
"12805 _ 1 _ 2023",12805,"BU",2023,"7",0,0,0
"12805 _ 1 _ 2024",12805,"BU",2024,"1",0,0,0
"12805 _ 1 _ 2024",12805,"BU",2024,"2",0,0,1
"12805 _ 1 _ 2024",12805,"BU",2024,"3",0,0,0
"12805 _ 1 _ 2024",12805,"BU",2024,"4",0,0,0
"12805 _ 1 _ 2024",12805,"BU",2024,"5",0,0,0
"12805 _ 1 _ 2024",12805,"BU",2024,"6",0,0,0
"12805 _ 1 _ 2024",12805,"BU",2024,"7",0,0,0
"12806 _ 1 _ 2024",12806,"BU",2024,"1",0,0,0
"12806 _ 1 _ 2024",12806,"BU",2024,"2",1,0,0
"12806 _ 1 _ 2024",12806,"BU",2024,"3",0,0,0
"12806 _ 1 _ 2024",12806,"BU",2024,"4",0,0,0
"12806 _ 1 _ 2024",12806,"BU",2024,"5",0,0,0
"12806 _ 1 _ 2024",12806,"BU",2024,"6",0,0,0
"12806 _ 1 _ 2024",12806,"BU",2024,"7",0,0,1
"13924 _ 1 _ 2023",13924,"UU",2023,"1",0,0,0
"13924 _ 1 _ 2023",13924,"UU",2023,"2",0,0,0
"13924 _ 1 _ 2023",13924,"UU",2023,"3",1,0,0
"13924 _ 1 _ 2023",13924,"UU",2023,"4",0,0,0
"13924 _ 1 _ 2023",13924,"UU",2023,"5",0,0,0
"13924 _ 1 _ 2023",13924,"UU",2023,"6",0,0,0
"13924 _ 1 _ 2023",13924,"UU",2023,"7",0,0,0
"13924 _ 1 _ 2024",13924,"UU",2024,"1",0,0,0
"13924 _ 1 _ 2024",13924,"UU",2024,"2",0,0,0
"13924 _ 1 _ 2024",13924,"UU",2024,"3",0,0,0
"13924 _ 1 _ 2024",13924,"UU",2024,"4",0,0,0
"13924 _ 1 _ 2024",13924,"UU",2024,"5",0,1,0
"13924 _ 1 _ 2024",13924,"UU",2024,"6",0,0,0
"13924 _ 1 _ 2024",13924,"UU",2024,"7",0,0,0
"15562 _ 1 _ 2023",15562,"BU",2023,"1",0,0,0
"15562 _ 1 _ 2023",15562,"BU",2023,"2",1,1,0
"15562 _ 1 _ 2023",15562,"BU",2023,"3",0,0,0
"15562 _ 1 _ 2023",15562,"BU",2023,"4",0,0,0
"15562 _ 1 _ 2023",15562,"BU",2023,"5",0,0,0
"15562 _ 1 _ 2023",15562,"BU",2023,"6",1,0,0
"15562 _ 1 _ 2023",15562,"BU",2023,"7",0,0,0
"15562 _ 1 _ 2024",15562,"BU",2024,"1",0,0,0
"15562 _ 1 _ 2024",15562,"BU",2024,"2",0,0,0
"15562 _ 1 _ 2024",15562,"BU",2024,"3",0,0,0
"15562 _ 1 _ 2024",15562,"BU",2024,"4",0,0,0
"15562 _ 1 _ 2024",15562,"BU",2024,"5",0,0,0
"15562 _ 1 _ 2024",15562,"BU",2024,"6",0,0,0
"15562 _ 1 _ 2024",15562,"BU",2024,"7",0,0,0
"16804 _ 1 _ 2023",16804,"BU",2023,"1",0,0,0
"16804 _ 1 _ 2023",16804,"BU",2023,"2",0,0,0
"16804 _ 1 _ 2023",16804,"BU",2023,"3",0,0,0
"16804 _ 1 _ 2023",16804,"BU",2023,"4",0,0,0
"16804 _ 1 _ 2023",16804,"BU",2023,"5",0,0,0
"16804 _ 1 _ 2023",16804,"BU",2023,"6",0,0,0
"16804 _ 1 _ 2023",16804,"BU",2023,"7",0,0,0
"20039 _ 1 _ 2023",20039,"HU",2023,"1",0,0,0
"20039 _ 1 _ 2023",20039,"HU",2023,"2",0,0,0
"20039 _ 1 _ 2023",20039,"HU",2023,"3",0,0,0
"20039 _ 1 _ 2023",20039,"HU",2023,"4",0,0,0
"20039 _ 1 _ 2023",20039,"HU",2023,"5",0,0,0
"20039 _ 1 _ 2023",20039,"HU",2023,"6",0,0,0
"20039 _ 1 _ 2023",20039,"HU",2023,"7",0,0,0
"20039 _ 1 _ 2024",20039,"HU",2024,"1",1,1,0
"20039 _ 1 _ 2024",20039,"HU",2024,"2",0,0,0
"20039 _ 1 _ 2024",20039,"HU",2024,"3",1,1,0
"20039 _ 1 _ 2024",20039,"HU",2024,"4",0,0,0
"20039 _ 1 _ 2024",20039,"HU",2024,"5",0,0,1
"20039 _ 1 _ 2024",20039,"HU",2024,"6",0,0,0
"20039 _ 1 _ 2024",20039,"HU",2024,"7",0,0,0
"20053 _ 1 _ 2023",20053,"HU",2023,"1",0,0,0
"20053 _ 1 _ 2023",20053,"HU",2023,"2",0,0,0
"20053 _ 1 _ 2023",20053,"HU",2023,"3",0,0,0
"20053 _ 1 _ 2023",20053,"HU",2023,"4",0,0,0
"20053 _ 1 _ 2023",20053,"HU",2023,"5",0,0,0
"20053 _ 1 _ 2023",20053,"HU",2023,"6",0,0,0
"20053 _ 1 _ 2023",20053,"HU",2023,"7",0,0,0
"20053 _ 1 _ 2024",20053,"HU",2024,"1",0,0,0
"20053 _ 1 _ 2024",20053,"HU",2024,"2",0,1,0
"20053 _ 1 _ 2024",20053,"HU",2024,"3",0,0,0
"20053 _ 1 _ 2024",20053,"HU",2024,"4",1,1,0
"20053 _ 1 _ 2024",20053,"HU",2024,"5",0,0,0
"20053 _ 1 _ 2024",20053,"HU",2024,"6",0,0,0
"20053 _ 1 _ 2024",20053,"HU",2024,"7",0,0,0
"20550 _ 1 _ 2023",20550,"HU",2023,"1",0,0,0
"20550 _ 1 _ 2023",20550,"HU",2023,"2",0,0,0
"20550 _ 1 _ 2023",20550,"HU",2023,"3",0,0,0
"20550 _ 1 _ 2023",20550,"HU",2023,"4",0,0,0
"20550 _ 1 _ 2023",20550,"HU",2023,"5",0,0,0
"20550 _ 1 _ 2023",20550,"HU",2023,"6",0,0,0
"20550 _ 1 _ 2023",20550,"HU",2023,"7",0,0,0
"20550 _ 1 _ 2024",20550,"HU",2024,"1",0,0,0
"20550 _ 1 _ 2024",20550,"HU",2024,"2",0,0,0
"20550 _ 1 _ 2024",20550,"HU",2024,"3",0,0,0
"20550 _ 1 _ 2024",20550,"HU",2024,"4",0,0,0
"20550 _ 1 _ 2024",20550,"HU",2024,"5",0,0,0
"20550 _ 1 _ 2024",20550,"HU",2024,"6",0,0,0
"20550 _ 1 _ 2024",20550,"HU",2024,"7",0,0,0
"20616 _ 1 _ 2023",20616,"UU",2023,"1",1,0,0
"20616 _ 1 _ 2023",20616,"UU",2023,"2",0,0,0
"20616 _ 1 _ 2023",20616,"UU",2023,"3",0,0,0
"20616 _ 1 _ 2023",20616,"UU",2023,"4",0,0,0
"20616 _ 1 _ 2023",20616,"UU",2023,"5",1,0,0
"20616 _ 1 _ 2023",20616,"UU",2023,"6",0,0,0
"20616 _ 1 _ 2023",20616,"UU",2023,"7",0,0,0
"20616 _ 1 _ 2024",20616,"UU",2024,"1",0,0,0
"20616 _ 1 _ 2024",20616,"UU",2024,"2",1,0,0
"20616 _ 1 _ 2024",20616,"UU",2024,"3",0,0,0
"20616 _ 1 _ 2024",20616,"UU",2024,"4",0,0,0
"20616 _ 1 _ 2024",20616,"UU",2024,"5",0,0,0
"20616 _ 1 _ 2024",20616,"UU",2024,"6",0,0,0
"20616 _ 1 _ 2024",20616,"UU",2024,"7",0,0,0
"20626 _ 1 _ 2024",20626,"HU",2024,"1",0,0,0
"20626 _ 1 _ 2024",20626,"HU",2024,"2",0,0,0
"20626 _ 1 _ 2024",20626,"HU",2024,"3",0,0,0
"20626 _ 1 _ 2024",20626,"HU",2024,"4",0,0,0
"20626 _ 1 _ 2024",20626,"HU",2024,"5",0,0,0
"20626 _ 1 _ 2024",20626,"HU",2024,"6",0,0,0
"20626 _ 1 _ 2024",20626,"HU",2024,"7",0,0,0
"21026 _ 1 _ 2023",21026,"HU",2023,"1",0,0,0
"21026 _ 1 _ 2023",21026,"HU",2023,"2",0,0,0
"21026 _ 1 _ 2023",21026,"HU",2023,"3",0,0,0
"21026 _ 1 _ 2023",21026,"HU",2023,"4",0,0,0
"21026 _ 1 _ 2023",21026,"HU",2023,"5",0,0,0
"21026 _ 1 _ 2023",21026,"HU",2023,"6",0,0,0
"21026 _ 1 _ 2023",21026,"HU",2023,"7",0,0,0
"21159 _ 1 _ 2023",21159,"HU",2023,"1",0,0,0
"21159 _ 1 _ 2023",21159,"HU",2023,"2",0,0,0
"21159 _ 1 _ 2023",21159,"HU",2023,"3",0,0,0
"21159 _ 1 _ 2023",21159,"HU",2023,"4",0,0,0
"21159 _ 1 _ 2023",21159,"HU",2023,"5",0,0,0
"21159 _ 1 _ 2023",21159,"HU",2023,"6",0,0,0
"21159 _ 1 _ 2023",21159,"HU",2023,"7",0,0,0
"25954 _ 1 _ 2023",25954,"BU",2023,"1",0,0,0
"25954 _ 1 _ 2023",25954,"BU",2023,"2",0,0,0
"25954 _ 1 _ 2023",25954,"BU",2023,"3",0,0,0
"25954 _ 1 _ 2023",25954,"BU",2023,"4",0,0,0
"25954 _ 1 _ 2023",25954,"BU",2023,"5",0,0,0
"25954 _ 1 _ 2023",25954,"BU",2023,"6",0,0,0
"25954 _ 1 _ 2023",25954,"BU",2023,"7",0,0,0
"29121 _ 1 _ 2023",29121,"UU",2023,"1",0,0,0
"29121 _ 1 _ 2023",29121,"UU",2023,"2",0,0,0
"29121 _ 1 _ 2023",29121,"UU",2023,"3",0,0,0
"29121 _ 1 _ 2023",29121,"UU",2023,"4",1,0,0
"29121 _ 1 _ 2023",29121,"UU",2023,"5",0,0,0
"29121 _ 1 _ 2023",29121,"UU",2023,"6",0,0,0
"29121 _ 1 _ 2023",29121,"UU",2023,"7",0,0,0
"29121 _ 1 _ 2024",29121,"UU",2024,"1",0,0,1
"29121 _ 1 _ 2024",29121,"UU",2024,"2",0,0,0
"29121 _ 1 _ 2024",29121,"UU",2024,"3",0,0,0
"29121 _ 1 _ 2024",29121,"UU",2024,"4",0,0,0
"29121 _ 1 _ 2024",29121,"UU",2024,"5",1,0,0
"29121 _ 1 _ 2024",29121,"UU",2024,"6",0,0,0
"29121 _ 1 _ 2024",29121,"UU",2024,"7",0,0,0
"29122 _ 1 _ 2023",29122,"UU",2023,"1",0,0,0
"29122 _ 1 _ 2023",29122,"UU",2023,"2",1,1,0
"29122 _ 1 _ 2023",29122,"UU",2023,"3",1,0,0
"29122 _ 1 _ 2023",29122,"UU",2023,"4",0,0,0
"29122 _ 1 _ 2023",29122,"UU",2023,"5",0,0,0
"29122 _ 1 _ 2023",29122,"UU",2023,"6",0,0,0
"29122 _ 1 _ 2023",29122,"UU",2023,"7",0,0,0
"29122 _ 1 _ 2024",29122,"UU",2024,"1",1,0,0
"29122 _ 1 _ 2024",29122,"UU",2024,"2",1,0,0
"29122 _ 1 _ 2024",29122,"UU",2024,"3",0,1,0
"29122 _ 1 _ 2024",29122,"UU",2024,"4",0,0,0
"29122 _ 1 _ 2024",29122,"UU",2024,"5",0,0,0
"29122 _ 1 _ 2024",29122,"UU",2024,"6",1,1,0
"29122 _ 1 _ 2024",29122,"UU",2024,"7",0,0,0
"29123 _ 1 _ 2023",29123,"UU",2023,"1",0,0,0
"29123 _ 1 _ 2023",29123,"UU",2023,"2",0,0,0
"29123 _ 1 _ 2023",29123,"UU",2023,"3",0,0,0
"29123 _ 1 _ 2023",29123,"UU",2023,"4",0,0,0
"29123 _ 1 _ 2023",29123,"UU",2023,"5",0,0,0
"29123 _ 1 _ 2023",29123,"UU",2023,"6",0,0,1
"29123 _ 1 _ 2023",29123,"UU",2023,"7",0,0,0
"29123 _ 1 _ 2024",29123,"UU",2024,"1",0,0,1
"29123 _ 1 _ 2024",29123,"UU",2024,"2",0,0,0
"29123 _ 1 _ 2024",29123,"UU",2024,"3",0,1,1
"29123 _ 1 _ 2024",29123,"UU",2024,"4",0,0,0
"29123 _ 1 _ 2024",29123,"UU",2024,"5",0,0,0
"29123 _ 1 _ 2024",29123,"UU",2024,"6",0,0,1
"29123 _ 1 _ 2024",29123,"UU",2024,"7",0,1,0
"29429 _ 1 _ 2023",29429,"UU",2023,"1",0,0,0
"29429 _ 1 _ 2023",29429,"UU",2023,"2",0,0,0
"29429 _ 1 _ 2023",29429,"UU",2023,"3",0,0,0
"29429 _ 1 _ 2023",29429,"UU",2023,"4",0,0,0
"29429 _ 1 _ 2023",29429,"UU",2023,"5",0,0,0
"29429 _ 1 _ 2023",29429,"UU",2023,"6",0,1,0
"29429 _ 1 _ 2023",29429,"UU",2023,"7",0,0,0
"29429 _ 1 _ 2024",29429,"UU",2024,"1",0,0,0
"29429 _ 1 _ 2024",29429,"UU",2024,"2",1,0,0
"29429 _ 1 _ 2024",29429,"UU",2024,"3",0,0,0
"29429 _ 1 _ 2024",29429,"UU",2024,"4",0,0,0
"29429 _ 1 _ 2024",29429,"UU",2024,"5",0,0,0
"29429 _ 1 _ 2024",29429,"UU",2024,"6",0,0,0
"29429 _ 1 _ 2024",29429,"UU",2024,"7",0,0,0
"29431 _ 1 _ 2023",29431,"UU",2023,"1",0,0,0
"29431 _ 1 _ 2023",29431,"UU",2023,"2",0,0,0
"29431 _ 1 _ 2023",29431,"UU",2023,"3",0,0,0
"29431 _ 1 _ 2023",29431,"UU",2023,"4",0,0,0
"29431 _ 1 _ 2023",29431,"UU",2023,"5",0,0,0
"29431 _ 1 _ 2023",29431,"UU",2023,"6",0,0,0
"29431 _ 1 _ 2023",29431,"UU",2023,"7",0,0,0
"29431 _ 1 _ 2024",29431,"UU",2024,"1",0,0,0
"29431 _ 1 _ 2024",29431,"UU",2024,"2",0,1,0
"29431 _ 1 _ 2024",29431,"UU",2024,"3",0,0,0
"29431 _ 1 _ 2024",29431,"UU",2024,"4",0,0,0
"29431 _ 1 _ 2024",29431,"UU",2024,"5",0,0,1
"29431 _ 1 _ 2024",29431,"UU",2024,"6",0,0,0
"29431 _ 1 _ 2024",29431,"UU",2024,"7",0,0,0
"29889 _ 1 _ 2023",29889,"UU",2023,"1",0,0,0
"29889 _ 1 _ 2023",29889,"UU",2023,"2",0,0,0
"29889 _ 1 _ 2023",29889,"UU",2023,"3",0,0,0
"29889 _ 1 _ 2023",29889,"UU",2023,"4",1,0,0
"29889 _ 1 _ 2023",29889,"UU",2023,"5",0,0,0
"29889 _ 1 _ 2023",29889,"UU",2023,"6",0,0,0
"29889 _ 1 _ 2023",29889,"UU",2023,"7",0,0,0
"29889 _ 1 _ 2024",29889,"UU",2024,"1",1,0,0
"29889 _ 1 _ 2024",29889,"UU",2024,"2",0,0,0
"29889 _ 1 _ 2024",29889,"UU",2024,"3",0,0,0
"29889 _ 1 _ 2024",29889,"UU",2024,"4",0,1,0
"29889 _ 1 _ 2024",29889,"UU",2024,"5",0,0,0
"29889 _ 1 _ 2024",29889,"UU",2024,"6",0,0,0
"29889 _ 1 _ 2024",29889,"UU",2024,"7",0,0,0
"33628 _ 1 _ 2023",33628,"HB",2023,"1",0,0,0
"33628 _ 1 _ 2023",33628,"HB",2023,"2",0,0,0
"33628 _ 1 _ 2023",33628,"HB",2023,"3",0,0,0
"33628 _ 1 _ 2023",33628,"HB",2023,"4",0,0,0
"33628 _ 1 _ 2023",33628,"HB",2023,"5",0,0,0
"33628 _ 1 _ 2023",33628,"HB",2023,"6",0,0,0
"33628 _ 1 _ 2023",33628,"HB",2023,"7",0,0,0
"33628 _ 1 _ 2024",33628,"HB",2024,"1",0,0,0
"33628 _ 1 _ 2024",33628,"HB",2024,"2",0,0,0
"33628 _ 1 _ 2024",33628,"HB",2024,"3",0,0,0
"33628 _ 1 _ 2024",33628,"HB",2024,"4",0,0,0
"33628 _ 1 _ 2024",33628,"HB",2024,"5",0,0,0
"33628 _ 1 _ 2024",33628,"HB",2024,"6",0,0,0
"33628 _ 1 _ 2024",33628,"HB",2024,"7",0,0,0
"33651 _ 1 _ 2023",33651,"HB",2023,"1",0,0,0
"33651 _ 1 _ 2023",33651,"HB",2023,"2",0,0,0
"33651 _ 1 _ 2023",33651,"HB",2023,"3",0,0,1
"33651 _ 1 _ 2023",33651,"HB",2023,"4",0,0,0
"33651 _ 1 _ 2023",33651,"HB",2023,"5",0,0,0
"33651 _ 1 _ 2023",33651,"HB",2023,"6",0,0,0
"33651 _ 1 _ 2023",33651,"HB",2023,"7",0,0,0
"33651 _ 1 _ 2024",33651,"HB",2024,"1",0,0,0
"33651 _ 1 _ 2024",33651,"HB",2024,"2",0,0,0
"33651 _ 1 _ 2024",33651,"HB",2024,"3",0,0,0
"33651 _ 1 _ 2024",33651,"HB",2024,"4",0,0,0
"33651 _ 1 _ 2024",33651,"HB",2024,"5",0,0,0
"33651 _ 1 _ 2024",33651,"HB",2024,"6",0,0,0
"33651 _ 1 _ 2024",33651,"HB",2024,"7",0,0,0
"33689 _ 1 _ 2023",33689,"HU",2023,"1",0,0,0
"33689 _ 1 _ 2023",33689,"HU",2023,"2",0,0,0
"33689 _ 1 _ 2023",33689,"HU",2023,"3",0,0,0
"33689 _ 1 _ 2023",33689,"HU",2023,"4",0,0,0
"33689 _ 1 _ 2023",33689,"HU",2023,"5",0,0,0
"33689 _ 1 _ 2023",33689,"HU",2023,"6",0,0,0
"33689 _ 1 _ 2023",33689,"HU",2023,"7",0,0,0
"33689 _ 1 _ 2024",33689,"HU",2024,"1",0,0,0
"33689 _ 1 _ 2024",33689,"HU",2024,"2",0,0,0
"33689 _ 1 _ 2024",33689,"HU",2024,"3",0,0,0
"33689 _ 1 _ 2024",33689,"HU",2024,"4",0,0,0
"33689 _ 1 _ 2024",33689,"HU",2024,"5",0,0,0
"33689 _ 1 _ 2024",33689,"HU",2024,"6",0,0,0
"33689 _ 1 _ 2024",33689,"HU",2024,"7",0,0,0
"33754 _ 1 _ 2023",33754,"HU",2023,"1",0,0,0
"33754 _ 1 _ 2023",33754,"HU",2023,"2",0,0,0
"33754 _ 1 _ 2023",33754,"HU",2023,"3",0,0,0
"33754 _ 1 _ 2023",33754,"HU",2023,"4",0,0,0
"33754 _ 1 _ 2023",33754,"HU",2023,"5",0,0,0
"33754 _ 1 _ 2023",33754,"HU",2023,"6",0,0,0
"33754 _ 1 _ 2023",33754,"HU",2023,"7",0,0,0
"33810 _ 1 _ 2023",33810,"HU",2023,"1",0,0,0
"33810 _ 1 _ 2023",33810,"HU",2023,"2",0,0,1
"33810 _ 1 _ 2023",33810,"HU",2023,"3",0,0,0
"33810 _ 1 _ 2023",33810,"HU",2023,"4",0,0,0
"33810 _ 1 _ 2023",33810,"HU",2023,"5",0,0,0
"33810 _ 1 _ 2023",33810,"HU",2023,"6",0,0,0
"33810 _ 1 _ 2023",33810,"HU",2023,"7",0,0,0
"33810 _ 1 _ 2024",33810,"HU",2024,"1",0,0,0
"33810 _ 1 _ 2024",33810,"HU",2024,"2",0,0,0
"33810 _ 1 _ 2024",33810,"HU",2024,"3",0,0,0
"33810 _ 1 _ 2024",33810,"HU",2024,"4",0,0,0
"33810 _ 1 _ 2024",33810,"HU",2024,"5",0,0,0
"33810 _ 1 _ 2024",33810,"HU",2024,"6",0,0,0
"33810 _ 1 _ 2024",33810,"HU",2024,"7",0,0,0
"34007 _ 1 _ 2023",34007,"HB",2023,"1",0,1,0
"34007 _ 1 _ 2023",34007,"HB",2023,"2",0,0,1
"34007 _ 1 _ 2023",34007,"HB",2023,"3",0,0,0
"34007 _ 1 _ 2023",34007,"HB",2023,"4",0,0,0
"34007 _ 1 _ 2023",34007,"HB",2023,"5",0,0,0
"34007 _ 1 _ 2023",34007,"HB",2023,"6",1,0,0
"34007 _ 1 _ 2023",34007,"HB",2023,"7",0,0,0
"34007 _ 1 _ 2024",34007,"HB",2024,"1",0,0,0
"34007 _ 1 _ 2024",34007,"HB",2024,"2",0,0,0
"34007 _ 1 _ 2024",34007,"HB",2024,"3",0,0,1
"34007 _ 1 _ 2024",34007,"HB",2024,"4",1,0,0
"34007 _ 1 _ 2024",34007,"HB",2024,"5",0,0,0
"34007 _ 1 _ 2024",34007,"HB",2024,"6",0,0,0
"34007 _ 1 _ 2024",34007,"HB",2024,"7",1,0,1
"34017 _ 1 _ 2023",34017,"HU",2023,"1",0,0,0
"34017 _ 1 _ 2023",34017,"HU",2023,"2",0,0,0
"34017 _ 1 _ 2023",34017,"HU",2023,"3",0,0,0
"34017 _ 1 _ 2023",34017,"HU",2023,"4",0,0,0
"34017 _ 1 _ 2023",34017,"HU",2023,"5",0,0,0
"34017 _ 1 _ 2023",34017,"HU",2023,"6",0,0,0
"34017 _ 1 _ 2023",34017,"HU",2023,"7",0,0,0
"34017 _ 1 _ 2024",34017,"HU",2024,"1",0,0,0
"34017 _ 1 _ 2024",34017,"HU",2024,"2",0,0,0
"34017 _ 1 _ 2024",34017,"HU",2024,"3",0,0,0
"34017 _ 1 _ 2024",34017,"HU",2024,"4",0,0,0
"34017 _ 1 _ 2024",34017,"HU",2024,"5",0,0,0
"34017 _ 1 _ 2024",34017,"HU",2024,"6",0,0,0
"34017 _ 1 _ 2024",34017,"HU",2024,"7",0,0,0
"408143 _ 1 _ 2023",408143,"HU",2023,"1",0,0,0
"408143 _ 1 _ 2023",408143,"HU",2023,"2",0,0,0
"408143 _ 1 _ 2023",408143,"HU",2023,"3",0,0,0
"408143 _ 1 _ 2023",408143,"HU",2023,"4",0,0,0
"408143 _ 1 _ 2023",408143,"HU",2023,"5",0,0,0
"408143 _ 1 _ 2023",408143,"HU",2023,"6",0,0,0
"408143 _ 1 _ 2023",408143,"HU",2023,"7",0,0,0
"408143 _ 1 _ 2024",408143,"HU",2024,"1",0,0,0
"408143 _ 1 _ 2024",408143,"HU",2024,"2",0,0,0
"408143 _ 1 _ 2024",408143,"HU",2024,"3",0,0,0
"408143 _ 1 _ 2024",408143,"HU",2024,"4",0,0,0
"408143 _ 1 _ 2024",408143,"HU",2024,"5",0,0,0
"408143 _ 1 _ 2024",408143,"HU",2024,"6",0,0,0
"408143 _ 1 _ 2024",408143,"HU",2024,"7",0,0,0
"408161 _ 1 _ 2023",408161,"HU",2023,"1",0,0,0
"408161 _ 1 _ 2023",408161,"HU",2023,"2",0,0,0
"408161 _ 1 _ 2023",408161,"HU",2023,"3",0,0,0
"408161 _ 1 _ 2023",408161,"HU",2023,"4",0,0,0
"408161 _ 1 _ 2023",408161,"HU",2023,"5",0,1,0
"408161 _ 1 _ 2023",408161,"HU",2023,"6",0,0,1
"408161 _ 1 _ 2023",408161,"HU",2023,"7",0,0,0
"408162 _ 1 _ 2023",408162,"HU",2023,"1",0,0,0
