"site_id","stand","trt","year","subplot","V1","V2","V3","jul_date","lat","long","elev","temp","DW","owner","mgmt_type","BS","HB","UU","HU","BU"
"10488 _ 1 _ 2013","10488","UU",2013,6,1,NA,NA,150,-122.406971963389,45.0498513362039,2300,8,0,"WY","0",0,0,1,0,0
"10488 _ 1 _ 2014","10488","UU",2014,6,0,0,0,117,45.04961584,-122.40785637,2300,4,1,"WY","0",0,0,1,0,0
"10488 _ 1 _ 2016","10488","HU",2016,6,0,0,0,172,45.0476332872375,-122.406905222131,2300,25.6,1,"WY","0",0,0,0,1,0
"10488 _ 1 _ 2017","10488","HU",2017,6,0,0,0,107,45.048843291409,-122.406256296732,2300,9,0,"WY","0",0,0,0,1,0
"10488 _ 1 _ 2018","10488","HU",2018,6,0,0,0,103,45.0487380914,-122.406255616,2300,5,0,"WY","0",0,0,0,1,0
"10488 _ 1 _ 2019","10488","HU",2019,6,0,0,0,129,-122.404625884531,45.0493874920297,2300,25,1,"WY","0",0,0,0,1,0
"10488 _ 1 _ 2013","10488","UU",2013,7,0,0,NA,150,-122.406971963389,45.0498513362039,2300,8,1,"WY","0",0,0,1,0,0
"10488 _ 1 _ 2014","10488","UU",2014,7,0,0,0,117,45.04961584,-122.40785637,2300,3,0,"WY","0",0,0,1,0,0
"10488 _ 1 _ 2016","10488","HU",2016,7,0,0,0,172,45.0476332872375,-122.406905222131,2300,26.7,0,"WY","0",0,0,0,1,0
"10488 _ 1 _ 2017","10488","HU",2017,7,0,0,0,107,45.048843291409,-122.406256296732,2300,9,2,"WY","0",0,0,0,1,0
"10488 _ 1 _ 2018","10488","HU",2018,7,0,0,0,103,45.0487380914,-122.406255616,2300,5,3,"WY","0",0,0,0,1,0
"10488 _ 1 _ 2019","10488","HU",2019,7,0,0,0,129,-122.404625884531,45.0493874920297,2300,26,1,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2013","10498","UU",2013,1,0,NA,NA,143,-122.37999679227,45.0487634120717,2900,4,3,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2014","10498","UU",2014,1,0,0,0,146,45.04867848,-122.38006404,2900,9,0,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2016","10498","HU",2016,1,0,0,0,111,45.043677709845,-122.377917576137,2900,30,3,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2017","10498","HU",2017,1,0,0,0,156,45.0464677117768,-122.379532411492,2900,18,3,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2018","10498","HU",2018,1,0,0,0,101,45.0551828453,-122.382743981,2900,11.5,0,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2019","10498","HU",2019,1,0,0,0,129,-122.380211675633,45.0487568878198,2900,19,0,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2013","10498","UU",2013,2,0,0,0,143,-122.37999679227,45.0487634120717,2900,3,1,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2014","10498","UU",2014,2,0,1,0,146,45.04867848,-122.38006404,2900,9,3,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2016","10498","HU",2016,2,0,0,0,111,45.043677709845,-122.377917576137,2900,26,2,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2017","10498","HU",2017,2,0,0,0,156,45.0464677117768,-122.379532411492,2900,16.5,1,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2018","10498","HU",2018,2,0,0,0,101,45.0551828453,-122.382743981,2900,12,4,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2019","10498","HU",2019,2,0,0,0,129,-122.380211675633,45.0487568878198,2900,18,0,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2013","10498","UU",2013,3,0,0,0,143,-122.37999679227,45.0487634120717,2900,4,2,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2014","10498","UU",2014,3,0,0,0,146,45.04867848,-122.38006404,2900,10,3,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2016","10498","HU",2016,3,0,0,0,111,45.043677709845,-122.377917576137,2900,31,3,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2017","10498","HU",2017,3,0,0,0,156,45.0464677117768,-122.379532411492,2900,18.5,3,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2018","10498","HU",2018,3,0,0,0,101,45.0551828453,-122.382743981,2900,12,3,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2019","10498","HU",2019,3,0,0,0,129,-122.380211675633,45.0487568878198,2900,18,1,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2013","10498","UU",2013,4,0,NA,NA,143,-122.37999679227,45.0487634120717,2900,4,5,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2014","10498","UU",2014,4,0,0,0,146,45.04867848,-122.38006404,2900,10,1,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2016","10498","HU",2016,4,0,0,0,111,45.043677709845,-122.377917576137,2900,23,1,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2017","10498","HU",2017,4,0,0,0,156,45.0464677117768,-122.379532411492,2900,15.5,1,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2018","10498","HU",2018,4,0,0,0,101,45.0551828453,-122.382743981,2900,11.5,3,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2019","10498","HU",2019,4,0,0,0,129,-122.380211675633,45.0487568878198,2900,19.5,6,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2013","10498","UU",2013,5,0,0,NA,143,-122.37999679227,45.0487634120717,2900,5,1,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2014","10498","UU",2014,5,1,0,0,146,45.04867848,-122.38006404,2900,11,4,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2016","10498","HU",2016,5,0,0,0,111,45.043677709845,-122.377917576137,2900,29,2,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2017","10498","HU",2017,5,0,0,0,156,45.0464677117768,-122.379532411492,2900,17,5,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2018","10498","HU",2018,5,0,0,0,101,45.0551828453,-122.382743981,2900,10.5,8,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2019","10498","HU",2019,5,0,0,0,129,-122.380211675633,45.0487568878198,2900,21,7,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2013","10498","UU",2013,6,0,0,NA,143,-122.37999679227,45.0487634120717,2900,5,3,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2014","10498","UU",2014,6,0,0,0,146,45.04867848,-122.38006404,2900,11,1,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2016","10498","HU",2016,6,0,0,0,111,45.043677709845,-122.377917576137,2900,25,0,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2017","10498","HU",2017,6,0,0,0,156,45.0464677117768,-122.379532411492,2900,17.5,3,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2018","10498","HU",2018,6,0,0,0,101,45.0551828453,-122.382743981,2900,10,6,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2019","10498","HU",2019,6,0,0,0,129,-122.380211675633,45.0487568878198,2900,20,2,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2013","10498","UU",2013,7,0,0,0,143,-122.37999679227,45.0487634120717,2900,5,7,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2014","10498","UU",2014,7,0,0,0,146,45.04867848,-122.38006404,2900,11,2,"WY","0",0,0,1,0,0
"10498 _ 1 _ 2016","10498","HU",2016,7,0,0,0,111,45.043677709845,-122.377917576137,2900,23,0,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2017","10498","HU",2017,7,0,0,0,156,45.0464677117768,-122.379532411492,2900,18,5,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2018","10498","HU",2018,7,0,0,0,101,45.0551828453,-122.382743981,2900,5.5,4,"WY","0",0,0,0,1,0
"10498 _ 1 _ 2019","10498","HU",2019,7,0,0,0,129,-122.380211675633,45.0487568878198,2900,20,6,"WY","0",0,0,0,1,0
"10506 _ 1 _ 2013","10506","UU",2013,1,0,NA,NA,120,-122.420971317203,45.0833216744476,1250,7,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2014","10506","UU",2014,1,0,1,0,145,45.08332167,-122.42097134,1250,16,2,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2015","10506","UU",2015,1,0,0,0,113,45.0827085484,-122.418210087,1250,5,6,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2016","10506","UU",2016,1,0,0,0,166,45.0835288284138,-122.418340271226,1250,11.1,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2017","10506","UU",2017,1,0,0,0,117,45.0842199675823,-122.4210935612,1250,7.5,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2018","10506","UU",2018,1,0,0,0,129,45.0842289,-122.421207046,1250,14,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2019","10506","UU",2019,1,0,0,0,157,-122.423182395916,45.0836172845245,1250,15.5,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2013","10506","UU",2013,2,0,NA,NA,120,-122.420971317203,45.0833216744476,1250,8,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2014","10506","UU",2014,2,1,0,0,145,45.08332167,-122.42097134,1250,16,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2015","10506","UU",2015,2,0,0,0,113,45.0827085484,-122.418210087,1250,6,8,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2016","10506","UU",2016,2,0,0,0,166,45.0835288284138,-122.418340271226,1250,10,1,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2017","10506","UU",2017,2,0,0,0,117,45.0842199675823,-122.4210935612,1250,6.5,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2018","10506","UU",2018,2,0,0,0,129,45.0842289,-122.421207046,1250,14.5,9,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2019","10506","UU",2019,2,0,0,0,157,-122.423182395916,45.0836172845245,1250,16,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2013","10506","UU",2013,3,0,NA,NA,120,-122.420971317203,45.0833216744476,1250,7,6,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2014","10506","UU",2014,3,0,0,0,145,45.08332167,-122.42097134,1250,16,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2015","10506","UU",2015,3,0,0,0,113,45.0827085484,-122.418210087,1250,6,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2016","10506","UU",2016,3,0,0,0,166,45.0835288284138,-122.418340271226,1250,11.1,1,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2017","10506","UU",2017,3,0,0,0,117,45.0842199675823,-122.4210935612,1250,8,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2018","10506","UU",2018,3,0,0,0,129,45.0842289,-122.421207046,1250,14.5,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2019","10506","UU",2019,3,0,0,0,157,-122.423182395916,45.0836172845245,1250,15.5,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2013","10506","UU",2013,4,0,0,NA,120,-122.420971317203,45.0833216744476,1250,8,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2014","10506","UU",2014,4,0,1,0,145,45.08332167,-122.42097134,1250,16,2,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2015","10506","UU",2015,4,0,0,0,113,45.0827085484,-122.418210087,1250,7,0,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2016","10506","UU",2016,4,0,0,0,166,45.0835288284138,-122.418340271226,1250,10,6,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2017","10506","UU",2017,4,0,0,0,117,45.0842199675823,-122.4210935612,1250,7.5,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2018","10506","UU",2018,4,0,0,0,129,45.0842289,-122.421207046,1250,14.5,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2019","10506","UU",2019,4,0,0,0,157,-122.423182395916,45.0836172845245,1250,16.5,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2013","10506","UU",2013,5,0,NA,NA,120,-122.420971317203,45.0833216744476,1250,9,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2014","10506","UU",2014,5,1,0,0,145,45.08332167,-122.42097134,1250,17,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2015","10506","UU",2015,5,0,0,0,113,45.0827085484,-122.418210087,1250,7.5,2,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2016","10506","UU",2016,5,0,0,0,166,45.0835288284138,-122.418340271226,1250,11.1,1,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2017","10506","UU",2017,5,0,0,0,117,45.0842199675823,-122.4210935612,1250,6.5,2,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2018","10506","UU",2018,5,0,0,0,129,45.0842289,-122.421207046,1250,14.5,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2019","10506","UU",2019,5,0,0,0,157,-122.423182395916,45.0836172845245,1250,17,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2013","10506","UU",2013,6,0,0,NA,120,-122.420971317203,45.0833216744476,1250,9,6,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2014","10506","UU",2014,6,0,0,0,145,45.08332167,-122.42097134,1250,18,1,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2015","10506","UU",2015,6,0,0,0,113,45.0827085484,-122.418210087,1250,9,5,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2016","10506","UU",2016,6,0,0,0,166,45.0835288284138,-122.418340271226,1250,11.1,1,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2017","10506","UU",2017,6,0,0,0,117,45.0842199675823,-122.4210935612,1250,7,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2018","10506","UU",2018,6,0,0,0,129,45.0842289,-122.421207046,1250,14.5,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2019","10506","UU",2019,6,0,0,0,157,-122.423182395916,45.0836172845245,1250,17.5,2,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2013","10506","UU",2013,7,0,0,NA,120,-122.420971317203,45.0833216744476,1250,9,6,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2014","10506","UU",2014,7,0,0,0,145,45.08332167,-122.42097134,1250,17,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2015","10506","UU",2015,7,0,0,0,113,45.0827085484,-122.418210087,1250,7,3,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2016","10506","UU",2016,7,0,0,0,166,45.0835288284138,-122.418340271226,1250,11.1,2,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2017","10506","UU",2017,7,0,0,0,117,45.0842199675823,-122.4210935612,1250,7,2,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2018","10506","UU",2018,7,0,0,0,129,45.0842289,-122.421207046,1250,14.5,4,"WY","0",0,0,1,0,0
"10506 _ 1 _ 2019","10506","UU",2019,7,0,0,0,157,-122.423182395916,45.0836172845245,1250,18,5,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2013","10553","UU",2013,1,0,0,NA,133,-122.369650531532,45.0498230167305,2750,11,1,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2014","10553","UU",2014,1,0,0,1,106,45.04979736,-122.3695687,2750,8,5,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2015","10553","UU",2015,1,0,0,0,146,45.0478555557,-122.366103525,2750,10,6,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2016","10553","UU",2016,1,0,0,0,116,45.0495546718232,-122.370908424802,2750,4,2,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2019","10553","HU",2019,1,0,0,0,108,-122.372649096657,45.0529747384257,2750,17.5,3,"WY","0",0,0,0,1,0
"10553 _ 1 _ 2013","10553","UU",2013,2,0,0,0,133,-122.369650531532,45.0498230167305,2750,11,3,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2014","10553","UU",2014,2,0,0,0,106,45.04979736,-122.3695687,2750,12,5,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2015","10553","UU",2015,2,0,0,0,146,45.0478555557,-122.366103525,2750,10,1,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2016","10553","UU",2016,2,0,0,0,116,45.0495546718232,-122.370908424802,2750,5,1,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2019","10553","HU",2019,2,0,0,0,108,-122.372649096657,45.0529747384257,2750,16,2,"WY","0",0,0,0,1,0
"10553 _ 1 _ 2013","10553","UU",2013,3,0,NA,NA,133,-122.369650531532,45.0498230167305,2750,11,4,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2014","10553","UU",2014,3,0,0,0,106,45.04979736,-122.3695687,2750,7,1,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2015","10553","UU",2015,3,0,0,0,146,45.0478555557,-122.366103525,2750,10.5,4,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2016","10553","UU",2016,3,0,0,0,116,45.0495546718232,-122.370908424802,2750,5.5,1,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2019","10553","HU",2019,3,0,0,0,108,-122.372649096657,45.0529747384257,2750,17.5,9,"WY","0",0,0,0,1,0
"10553 _ 1 _ 2013","10553","UU",2013,4,0,0,0,133,-122.369650531532,45.0498230167305,2750,11,5,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2014","10553","UU",2014,4,0,0,0,106,45.04979736,-122.3695687,2750,8,2,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2015","10553","UU",2015,4,0,0,0,146,45.0478555557,-122.366103525,2750,11,1,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2016","10553","UU",2016,4,0,0,0,116,45.0495546718232,-122.370908424802,2750,5,5,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2019","10553","HU",2019,4,0,0,0,108,-122.372649096657,45.0529747384257,2750,18,6,"WY","0",0,0,0,1,0
"10553 _ 1 _ 2013","10553","UU",2013,5,0,NA,NA,133,-122.369650531532,45.0498230167305,2750,11,6,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2014","10553","UU",2014,5,0,0,0,106,45.04979736,-122.3695687,2750,8,1,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2015","10553","UU",2015,5,0,0,0,146,45.0478555557,-122.366103525,2750,11,5,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2016","10553","UU",2016,5,0,0,0,116,45.0495546718232,-122.370908424802,2750,3,2,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2019","10553","HU",2019,5,0,0,0,108,-122.372649096657,45.0529747384257,2750,17.5,6,"WY","0",0,0,0,1,0
"10553 _ 1 _ 2013","10553","UU",2013,6,0,0,NA,133,-122.369650531532,45.0498230167305,2750,11,4,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2014","10553","UU",2014,6,0,0,0,106,45.04979736,-122.3695687,2750,8,0,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2015","10553","UU",2015,6,0,0,0,146,45.0478555557,-122.366103525,2750,11.5,3,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2016","10553","UU",2016,6,0,0,0,116,45.0495546718232,-122.370908424802,2750,4,4,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2019","10553","HU",2019,6,0,0,0,108,-122.372649096657,45.0529747384257,2750,17.5,8,"WY","0",0,0,0,1,0
"10553 _ 1 _ 2013","10553","UU",2013,7,0,0,0,133,-122.369650531532,45.0498230167305,2750,11,9,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2014","10553","UU",2014,7,0,0,0,106,45.04979736,-122.3695687,2750,8,3,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2015","10553","UU",2015,7,0,0,0,146,45.0478555557,-122.366103525,2750,12,2,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2016","10553","UU",2016,7,0,0,0,116,45.0495546718232,-122.370908424802,2750,4,2,"WY","0",0,0,1,0,0
"10553 _ 1 _ 2019","10553","HU",2019,7,0,0,0,108,-122.372649096657,45.0529747384257,2750,22.5,2,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2013","10597","UU",2013,1,0,0,NA,121,-122.344420581782,45.0847162976603,2500,11,6,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2014","10597","UU",2014,1,0,1,0,124,45.08528298,-122.34539878,2500,6,5,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2016","10597","HU",2016,1,0,0,0,161,45.0875006668243,-122.343228552003,2500,13.9,4,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2017","10597","HU",2017,1,0,0,0,117,45.0853269483412,-122.342973060372,2500,5,1,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2018","10597","HU",2018,1,0,0,0,130,45.0835173136,-122.34539314,2500,9.5,5,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2019","10597","HU",2019,1,0,0,0,175,-122.352152669679,45.0885616937521,2500,7.5,2,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2013","10597","UU",2013,2,0,NA,NA,121,-122.344420581782,45.0847162976603,2500,11,1,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2014","10597","UU",2014,2,0,0,0,124,45.08528298,-122.34539878,2500,6,3,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2016","10597","HU",2016,2,0,0,0,161,45.0875006668243,-122.343228552003,2500,15,2,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2017","10597","HU",2017,2,0,0,0,117,45.0853269483412,-122.342973060372,2500,4,7,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2018","10597","HU",2018,2,0,0,0,130,45.0835173136,-122.34539314,2500,8.5,6,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2019","10597","HU",2019,2,0,0,0,175,-122.352152669679,45.0885616937521,2500,9,5,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2013","10597","UU",2013,3,0,0,0,121,-122.344420581782,45.0847162976603,2500,11,1,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2014","10597","UU",2014,3,1,0,0,124,45.08528298,-122.34539878,2500,7,5,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2016","10597","HU",2016,3,0,0,0,161,45.0875006668243,-122.343228552003,2500,15,1,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2017","10597","HU",2017,3,0,0,0,117,45.0853269483412,-122.342973060372,2500,3,1,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2018","10597","HU",2018,3,0,0,0,130,45.0835173136,-122.34539314,2500,8.5,4,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2019","10597","HU",2019,3,0,0,0,175,-122.352152669679,45.0885616937521,2500,10.5,4,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2013","10597","UU",2013,4,0,0,NA,121,-122.344420581782,45.0847162976603,2500,12,7,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2014","10597","UU",2014,4,0,0,0,124,45.08528298,-122.34539878,2500,8,2,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2016","10597","HU",2016,4,0,0,0,161,45.0875006668243,-122.343228552003,2500,14.4,1,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2017","10597","HU",2017,4,0,0,0,117,45.0853269483412,-122.342973060372,2500,3.5,4,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2018","10597","HU",2018,4,0,0,0,130,45.0835173136,-122.34539314,2500,11.5,5,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2019","10597","HU",2019,4,0,0,0,175,-122.352152669679,45.0885616937521,2500,11,1,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2013","10597","UU",2013,5,0,0,0,121,-122.344420581782,45.0847162976603,2500,11,7,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2014","10597","UU",2014,5,0,0,0,124,45.08528298,-122.34539878,2500,9,2,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2016","10597","HU",2016,5,0,0,0,161,45.0875006668243,-122.343228552003,2500,15,1,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2017","10597","HU",2017,5,0,0,0,117,45.0853269483412,-122.342973060372,2500,3.5,5,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2018","10597","HU",2018,5,0,0,0,130,45.0835173136,-122.34539314,2500,9,9,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2019","10597","HU",2019,5,0,0,0,175,-122.352152669679,45.0885616937521,2500,12,4,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2013","10597","UU",2013,6,0,NA,NA,121,-122.344420581782,45.0847162976603,2500,11,4,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2014","10597","UU",2014,6,0,0,0,124,45.08528298,-122.34539878,2500,9,0,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2016","10597","HU",2016,6,0,0,0,161,45.0875006668243,-122.343228552003,2500,15.6,0,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2017","10597","HU",2017,6,0,0,0,117,45.0853269483412,-122.342973060372,2500,4.5,3,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2018","10597","HU",2018,6,0,0,0,130,45.0835173136,-122.34539314,2500,7.5,12,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2019","10597","HU",2019,6,0,0,0,175,-122.352152669679,45.0885616937521,2500,13,5,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2013","10597","UU",2013,7,0,0,0,121,-122.344420581782,45.0847162976603,2500,13,7,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2014","10597","UU",2014,7,0,0,0,124,45.08528298,-122.34539878,2500,9,2,"WY","0",0,0,1,0,0
"10597 _ 1 _ 2016","10597","HU",2016,7,0,0,0,161,45.0875006668243,-122.343228552003,2500,15,4,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2017","10597","HU",2017,7,0,0,0,117,45.0853269483412,-122.342973060372,2500,4.5,2,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2018","10597","HU",2018,7,0,0,0,130,45.0835173136,-122.34539314,2500,7.5,5,"WY","0",0,0,0,1,0
"10597 _ 1 _ 2019","10597","HU",2019,7,0,0,0,175,-122.352152669679,45.0885616937521,2500,13,5,"WY","0",0,0,0,1,0
"10711 _ 1 _ 2013","10711","UU",2013,1,0,1,NA,149,-122.294425570674,44.9947922509595,2800,7,1,"WY","0",0,0,1,0,0
"10711 _ 1 _ 2014","10711","UU",2014,1,0,0,0,109,44.99479225,-122.29442556,2800,5,2,"WY","0",0,0,1,0,0
"10711 _ 1 _ 2016","10711","HU",2016,1,0,0,0,119,44.9935166240379,-122.293077195734,2800,14,1,"WY","0",0,0,0,1,0
"10711 _ 1 _ 2017","10711","HU",2017,1,0,0,0,108,44.9963037569361,-122.298307906817,2800,7,0,"WY","0",0,0,0,1,0
"10711 _ 1 _ 2018","10711","HU",2018,1,0,0,0,126,44.9961243863,-122.298554089,2800,23,0,"WY","0",0,0,0,1,0
"10711 _ 1 _ 2013","10711","UU",2013,2,0,0,0,149,-122.294425570674,44.9947922509595,2800,7,1,"WY","0",0,0,1,0,0
"10711 _ 1 _ 2014","10711","UU",2014,2,0,0,0,109,44.99479225,-122.29442556,2800,5,2,"WY","0",0,0,1,0,0
"10711 _ 1 _ 2016","10711","HU",2016,2,0,0,0,119,44.9935166240379,-122.293077195734,2800,13.5,2,"WY","0",0,0,0,1,0
"10711 _ 1 _ 2017","10711","HU",2017,2,0,0,0,108,44.9963037569361,-122.298307906817,2800,7,1,"WY","0",0,0,0,1,0
"10711 _ 1 _ 2018","10711","HU",2018,2,0,0,0,126,44.9961243863,-122.298554089,2800,14,0,"WY","0",0,0,0,1,0
"10711 _ 1 _ 2013","10711","UU",2013,3,0,0,0,149,-122.294425570674,44.9947922509595,2800,7,0,"WY","0",0,0,1,0,0
