"site_id","landowner","stand","site_rep","trt","year","date","date_mdy","subplot","lat","long","time","weather","canopy_cov","dwd_cov","veg_cov","fwd_cov","soil_moist_avg"
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/2023",2023-05-02,"4",44.819142,122.60378,"10:30","PC",3,1,4,1,16.2
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/2023",2023-05-02,"5",44.81903,122.60396,"10:55","C",2,2,3,2,19.9
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/2023",2023-05-02,"6",44.818922,122.604287,"10:00","PC",1,2,4,1,23.93333333
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/2023",2023-05-02,"7",44.819108,122.604376,"10:32","PC",1,1,4,1,24.03333333
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/2023",2023-04-24,"1",45.081147,122.591321,"13:00","PC",2,2,3,3,34.73333333
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/2023",2023-04-24,"2",45.081152,122.591439,"13:45","S",2,1,4,3,35.63333333
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/2023",2023-04-24,"3",45.08128,122.59177,"14:15","PC",2,1,4,4,30.26666667
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/2023",2023-04-24,"4",45.08145,122.59141,"14:34","PC",2,2,4,4,29.86666667
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/2023",2023-04-24,"5",45.08144,122.5911,"14:45","PC",3,2,4,3,32.66666667
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/2023",2023-04-24,"6",45.08116,122.59091,"14:20","C",3,1,3,3,38.5
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/2023",2023-04-24,"7",45.08086,122.59105,"13:50","C",3,1,4,2,32.13333333
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/2023",2023-03-15,"1",45.07887,122.58288,"","S",3,2,4,1,23.03333333
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/2023",2023-03-15,"2",45.079175,122.582804,"","PC",3,1,3,2,25.7
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/2023",2023-03-15,"3",45.079001,122.582554,"","PC",3,2,3,2,28.93333333
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/2023",2023-03-15,"4",45.078851,122.582649,"","PC",2,1,4,2,31.83333333
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/2023",2023-03-15,"5",45.07853,122.582999,"","PC",3,1,4,4,20.36666667
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/2023",2023-03-15,"6",45.078799,122.58332,"","PC",4,1,3,3,42.63333333
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/2023",2023-03-15,"7",45.0792,122.583131,"","PC",3,2,3,4,8.866666667
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/2023",2023-05-02,"1",44.81345,122.61021,"12:50","C",1,1,3,1,13.93333333
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/2023",2023-05-02,"2",44.81327,122.61029,"13:15","C",2,1,2,1,11.4
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/2023",2023-05-02,"3",44.81364,122.6106,"12:55","C",1,1,4,1,21.36666667
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/2023",2023-05-02,"4",44.81396,122.6105,"13:16","C",1,2,4,2,23.23333333
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/2023",2023-05-02,"5",44.81376,122.61007,"13:45","C",1,1,4,2,19.83333333
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/2023",2023-05-02,"6",44.813375,122.609836,"13:00","C",1,1,4,1,14.7
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/2023",2023-05-02,"7",44.813141,122.609918,"13:25","C",1,1,4,2,14.9
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/2023",2023-05-23,"1",44.8117,122.609689,"12:55","S",1,2,4,1,12.66666667
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/2023",2023-05-23,"2",44.811752,122.610129,"13:20","S",1,1,4,1,7.133333333
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/2023",2023-05-23,"3",44.81202,122.60973,"13:15","S",1,1,4,1,9
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/2023",2023-05-23,"4",44.81182,122.60931,"13:44","S",1,1,4,1,7.933333333
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/2023",2023-05-23,"5",44.81161,122.60931,"14:10","S",1,2,4,1,9.933333333
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/2023",2023-05-23,"6",44.81144,122.60959,"14:00","S",2,1,4,1,12.33333333
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/2023",2023-05-23,"7",44.81153,122.61016,"13:25","S",2,1,4,1,10.83333333
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/2023",2023-04-25,"1",44.78274,122.46156,"12:25","S",0,1,4,1,35.93333333
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/2023",2023-04-25,"2",44.78284,122.46116,"12:45","S",0,2,3,1,25.16666667
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/2023",2023-04-25,"3",44.78252,122.46122,"12:25","S",0,1,4,2,30.43333333
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/2023",2023-04-25,"4",44.7824,122.46162,"12:45","S",0,1,4,1,29.46666667
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/2023",2023-04-25,"5",44.782617,122.462018,"13:00","S",0,1,4,1,21.43333333
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/2023",2023-04-25,"6",44.782877,122.461945,"12:40","S",0,1,4,1,26.7
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/2023",2023-04-25,"7",44.783026,122.461563,"12:20","S",0,1,4,1,31.53333333
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/2023",2023-04-25,"1",44.77559,122.47537,"9:40","S",0,1,4,1,30.26666667
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/2023",2023-04-25,"2",44.77588,122.47545,"10:05","S",0,1,4,1,30.36666667
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/2023",2023-04-25,"3",44.7758,122.475117,"9:40","S",0,1,4,1,29.8
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/2023",2023-04-25,"4",44.775459,122.475009,"10:00","S",0,1,4,1,34.43333333
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/2023",2023-04-25,"5",44.775281,122.475273,"10:20","S",0,1,4,1,35.3
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/2023",2023-04-25,"6",44.77533,122.47567,"10:06","S",0,1,2,2,29.46666667
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/2023",2023-04-25,"7",44.77563,122.47582,"9:36","S",0,2,4,1,28.5
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/2023",2023-05-11,"1",44.73231,122.13914,"9:45","S",1,1,3,1,14.83333333
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/2023",2023-05-11,"2",44.73247,122.13896,"10:15","S",1,1,4,1,12.3
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/2023",2023-05-11,"3",44.73223,122.13877,"10:10","S",2,1,2,2,17.76666667
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/2023",2023-05-11,"4",44.73207,122.13897,"10:35","S",2,1,2,1,17.16666667
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/2023",2023-05-11,"5",44.7321,122.13939,"11:00","S",1,1,4,1,16
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/2023",2023-05-11,"6",44.732286,122.139545,"10:25","S",1,1,3,1,16.73333333
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/2023",2023-05-11,"7",44.732554,122.13936,"10:00","S",1,1,4,1,17.46666667
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/2023",2023-04-27,"1",44.766,122.37062,"9:00","S",1,1,2,2,10.8
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/2023",2023-04-27,"2",44.76633,122.37407,"9:45","S",1,1,2,2,29.76666667
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/2023",2023-04-27,"3",44.76596,122.37014,"9:07","S",1,1,3,2,20.46666667
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/2023",2023-04-27,"4",44.76568,122.3035,"9:35","S",1,1,3,2,20.43333333
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/2023",2023-04-27,"5",44.76568,122.37082,"9:50","S",0,2,2,1,8.766666667
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/2023",2023-04-27,"6",44.765985,122.371074,"9:15","S",1,1,2,1,9.866666667
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/2023",2023-04-27,"7",44.766232,122.370901,"9:40","S",1,1,2,3,8.266666667
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/2023",2023-04-27,"1",44.772018,122.377738,"12:00","S",1,2,4,2,27.63333333
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/2023",2023-04-27,"2",44.772186,122.377178,"12:35","S",1,0,3,1,23.56666667
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/2023",2023-04-27,"3",44.7718,122.37727,"12:22","S",1,2,4,1,26.33333333
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/2023",2023-04-27,"4",44.7717,122.3777,"12:50","S",1,2,4,2,22.1
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/2023",2023-04-27,"5",44.77181,122.37817,"13:10","S",1,3,4,1,20.96666667
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/2023",2023-04-27,"6",44.77209,122.37801,"13:15","S",1,2,3,2,24.7
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/2023",2023-04-27,"7",44.77233,122.3775,"12:50","S",1,1,3,1,28.56666667
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/2023",2023-04-26,"1",44.73774,122.40174,"9:05","S",2,1,4,2,11
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/2023",2023-04-26,"2",44.73797,122.40196,"9:40","S",1,1,4,2,13.23333333
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/2023",2023-04-26,"3",44.737979,122.401535,"9:15","S",3,0,3,2,13.16666667
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/2023",2023-04-26,"4",44.737521,122.4014,"9:45","S",2,1,3,2,21.53333333
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/2023",2023-04-26,"5",44.737442,122.401818,"10:12","S",1,1,4,2,17.06666667
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/2023",2023-04-26,"6",44.7376,122.4022,"10:00","S",3,3,4,1,13.5
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/2023",2023-04-26,"7",44.73794,122.40217,"9:35","S",2,2,3,1,15.3
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/2023",2023-05-08,"1",44.820936,122.61328,"11:25","R",2,1,3,1,25.9
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/2023",2023-05-08,"2",44.821284,122.613246,"12:00","R",1,1,3,1,27.53333333
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/2023",2023-05-08,"3",44.8211,122.61292,"11:45","R",4,1,3,1,31
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/2023",2023-05-08,"4",44.82091,122.61311,"12:05","R",3,1,3,1,35.3
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/2023",2023-05-08,"5",44.8207,122.61331,"12:30","R",3,1,3,1,28.13333333
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/2023",2023-05-08,"6",44.82077,122.61369,"12:18","R",2,1,4,3,26.73333333
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/2023",2023-05-08,"7",44.82104,122.61384,"11:50","R",1,1,3,4,28.76666667
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/2023",2023-05-08,"1",44.82108,122.60849,"8:25","R",2,1,3,1,24.13333333
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/2023",2023-05-08,"2",44.821428,122.607786,"9:20","C",1,3,3,2,23.83333333
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/2023",2023-05-08,"3",44.82091,122.6081,"8:25","R",1,1,4,4,28
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/2023",2023-05-08,"4",44.82051,122.60854,"8:50","R",1,1,4,4,20.26666667
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/2023",2023-05-08,"5",44.82081,122.60886,"9:15","C",2,1,4,4,22.06666667
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/2023",2023-05-08,"6",44.821126,122.609061,"8:40","R",1,1,4,1,24.56666667
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/2023",2023-05-08,"7",44.82137,122.60832,"8:55","R",3,2,2,1,21.46666667
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/2023",2023-03-16,"1",45.03622,122.613896,"","S",2,1,1,4,33.1
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/2023",2023-03-16,"2",45.036227,122.612906,"","PC",3,1,4,3,25.93333333
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/2023",2023-03-16,"3",45.036286,122.613817,"","S",1,1,3,4,25.5
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/2023",2023-03-16,"4",45.036259,122.613825,"","S",3,2,3,4,30.46666667
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/2023",2023-03-16,"5",45.036159,122.613865,"","S",1,3,3,2,17.63333333
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/2023",2023-03-16,"6",45.036378,122.613652,"","S",1,2,4,4,18.13333333
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/2023",2023-03-16,"7",45.036276,122.613927,"","C",2,1,3,3,24.13333333
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/2023",2023-03-27,"1",45.0008,122.5664,"","C",2,1,3,2,29
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/2023",2023-03-27,"2",45.00102,122.56621,"","C",2,1,4,4,38.53333333
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/2023",2023-03-27,"3",45.001,122.56601,"","PC",1,2,3,2,35.16666667
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/2023",2023-03-27,"4",45.00032,122.566309,"","PC",1,1,4,3,41.26666667
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/2023",2023-03-27,"5",45.000594,122.588822,"","C",2,2,4,2,32.3
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/2023",2023-03-27,"6",45.0009,122.5668,"","PC",1,1,2,2,32.4
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/2023",2023-03-27,"7",45.00119,122.56644,"15:00","C",1,1,4,3,42.3
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/2023",2023-03-29,"1",44.99322,122.47645,"12:35","PC",1,0,4,2,29.63333333
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/2023",2023-03-29,"2",44.99308,122.47611,"13:10","PC",1,1,4,3,31.4
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/2023",2023-03-29,"3",44.992772,122.476332,"13:44","S",1,0,4,3,26.3
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/2023",2023-03-29,"4",44.992727,122.476816,"12:45","PC",1,1,4,2,23.63333333
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/2023",2023-03-29,"5",44.992942,122.476967,"13:20","S",2,1,4,3,30.4
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/2023",2023-03-29,"6",44.99334,122.47694,"13:20","PC",2,1,3,2,36.23333333
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/2023",2023-03-29,"7",44.99334,122.47622,"13:00","PC",1,1,2,2,29.36666667
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/2023",2023-06-01,"1",44.53026,122.58302,"12:50","S",0,1,1,3,6.7
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/2023",2023-06-01,"2",44.53008,122.58261,"13:15","S",0,1,1,4,8.233333333
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/2023",2023-06-01,"3",44.52994,122.58301,"13:35","S",0,2,1,4,11.8
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/2023",2023-06-01,"4",44.53014,122.58344,"13:12","S",0,2,1,4,6.666666667
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/2023",2023-06-01,"5",44.530513,122.583202,"13:35","S",0,1,1,1,17.63333333
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/2023",2023-06-01,"6",44.530555,122.582971,"13:15","S",0,2,1,2,12.73333333
"20039 _ 1 _ 2023","WY",20039,1,"HU",2023,"6/1/2023",2023-06-01,"7",44.530395,122.582462,"12:50","S",0,1,1,1,12.4
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/2023",2023-06-01,"7",44.55045,122.5688,"10:10","S",0,1,2,3,4.6
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/2023",2023-06-01,"1",44.550347,122.56924,"9:30","S",0,1,2,2,5.633333333
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/2023",2023-06-01,"2",44.550152,122.568897,"10:00","S",0,1,3,2,5
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/2023",2023-06-01,"3",44.55009,122.5694,"9:58","S",0,1,2,4,5.566666667
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/2023",2023-06-01,"4",44.55039,122.56962,"10:26","S",0,2,2,4,8.133333333
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/2023",2023-06-01,"5",44.5506,122.5695,"10:50","S",0,1,2,3,6.066666667
"20053 _ 1 _ 2023","WY",20053,1,"HU",2023,"6/1/2023",2023-06-01,"6",44.55069,122.56911,"10:25","S",0,1,2,2,8.433333333
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/2023",2023-06-02,"1",44.63104,122.65192,"8:30","S",0,2,1,4,15.8
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/2023",2023-06-02,"2",44.63079,122.65217,"8:55","S",0,1,1,4,34.1
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/2023",2023-06-02,"3",44.631043,122.6523,"8:30","S",0,1,1,2,31.03333333
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/2023",2023-06-02,"4",44.631295,122.652198,"9:00","S",0,1,1,2,18.93333333
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/2023",2023-06-02,"5",44.63131,122.65166,"9:25","S",0,1,1,4,25.46666667
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/2023",2023-06-02,"6",44.63094,122.65148,"9:05","S",0,1,1,2,28.83333333
"20550 _ 1 _ 2023","WY",20550,1,"HU",2023,"6/2/2023",2023-06-02,"7",44.63072,122.65174,"8:45","S",0,1,1,4,19.66666667
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/2023",2023-05-15,"1",44.6305,122.69066,"8:00","S",4,1,3,2,26.8
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/2023",2023-05-15,"2",44.63045,122.69022,"8:25","S",4,1,4,1,31.23333333
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/2023",2023-05-15,"3",44.63018,122.69076,"8:10","S",2,1,4,1,26.93333333
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/2023",2023-05-15,"4",44.63024,122.69117,"8:35","S",3,2,4,3,32.6
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/2023",2023-05-15,"5",44.63066,122.691162,"8:55","S",4,2,3,2,25.9
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/2023",2023-05-15,"6",44.630787,122.690963,"8:35","S",4,1,4,1,27.3
"20616 _ 1 _ 2023","WY",20616,1,"UU",2023,"5/15/2023",2023-05-15,"7",44.630819,122.690477,"8:00","S",4,3,4,2,22.66666667
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/2023",2023-05-17,"1",44.64622,122.60661,"9:00","S",0,2,1,3,15.16666667
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/2023",2023-05-17,"2",44.64594,122.60679,"9:25","S",0,1,1,4,19.86666667
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/2023",2023-05-17,"3",44.64612,122.60706,"9:20","S",0,1,1,4,12.9
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/2023",2023-05-17,"4",44.64648,122.6069,"9:45","S",0,1,1,4,12
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/2023",2023-05-17,"5",44.646569,122.606545,"10:05","S",0,2,1,3,18.76666667
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/2023",2023-05-17,"6",44.646329,122.606207,"9:45","S",0,1,1,3,14.06666667
"21026 _ 1 _ 2023","WY",21026,1,"HU",2023,"5/17/2023",2023-05-17,"7",44.646013,122.606408,"9:20","S",0,2,1,3,20.76666667
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/2023",2023-05-17,"1",44.6489,122.62019,"12:08","S",0,1,2,2,9.2
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/2023",2023-05-17,"2",44.64916,122.62005,"12:30","S",0,2,2,2,13.46666667
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/2023",2023-05-17,"3",44.648923,122.619781,"12:20","S",0,1,1,1,15.03333333
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/2023",2023-05-17,"4",44.648653,122.619911,"12:35","S",0,2,1,3,47.2
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/2023",2023-05-17,"5",44.64862,122.62041,"13:10","S",0,1,1,3,17.7
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/2023",2023-05-17,"6",44.64889,122.62066,"12:45","S",0,1,3,2,14.53333333
"21159 _ 1 _ 2023","WY",21159,1,"HU",2023,"5/17/2023",2023-05-17,"7",44.64915,122.6205,"12:25","S",0,3,2,1,15.16666667
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/2023",2023-05-23,"1",44.79337,122.51745,"9:00","C",1,1,4,1,16.73333333
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/2023",2023-05-23,"2",44.79317,122.51741,"9:30","C",2,1,4,1,18.83333333
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/2023",2023-05-23,"3",44.79322,122.51788,"9:13","C",1,1,4,1,13.2
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/2023",2023-05-23,"4",44.79359,122.51769,"9:40","C",1,1,4,1,19.9
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/2023",2023-05-23,"5",44.793661,122.517363,"9:55","C",1,0,4,1,15.23333333
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/2023",2023-05-23,"6",44.793441,122.517169,"9:30","C",1,1,4,1,16.96666667
"25954 _ 1 _ 2023","BLM",25954,1,"BU",2023,"5/23/2023",2023-05-23,"7",44.793221,122.517287,"9:00","C",1,1,4,1,20.7
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/2023",2023-05-15,"1",44.66118,122.69572,"11:32","S",3,2,3,4,23.96666667
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/2023",2023-05-15,"2",44.66127,122.6962,"12:15","S",2,1,4,2,28.96666667
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/2023",2023-05-15,"3",44.661427,122.695785,"11:50","S",3,1,1,1,27.76666667
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/2023",2023-05-15,"4",44.661262,122.695281,"12:20","S",3,2,2,2,18.76666667
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/2023",2023-05-15,"5",44.66112,122.69516,"12:55","S",4,2,4,2,19.36666667
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/2023",2023-05-15,"6",44.66084,122.6958,"12:25","S",4,1,3,2,22.73333333
"29121 _ 1 _ 2023","BLM",29121,1,"UU",2023,"5/15/2023",2023-05-15,"7",44.66069,122.696,"12:00","S",4,2,4,2,21.56666667
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/2023",2023-05-16,"1",44.65305,122.6896,"11:40","S",4,2,3,2,26.93333333
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/2023",2023-05-16,"2",44.65262,122.68983,"12:10","S",3,2,2,3,15.8
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/2023",2023-05-16,"3",44.652851,122.689871,"11:55","S",4,1,2,2,23.36666667
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/2023",2023-05-16,"4",44.653111,122.690088,"12:20","S",3,1,2,2,22.96666667
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/2023",2023-05-16,"5",44.6533,122.68935,"12:55","S",4,1,3,2,31.3
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/2023",2023-05-16,"6",44.65313,122.6893,"12:30","S",4,2,3,2,21.7
"29122 _ 1 _ 2023","BLM",29122,1,"UU",2023,"5/16/2023",2023-05-16,"7",44.65271,122.68942,"12:05","S",4,1,2,2,18.53333333
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/2023",2023-05-16,"1",44.65113,122.69785,"8:40","S",3,1,4,2,28.43333333
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/2023",2023-05-16,"2",44.65093,122.69223,"9:05","S",2,1,4,2,26.53333333
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/2023",2023-05-16,"3",44.651,122.69781,"9:10","S",3,1,4,1,19.76666667
"29123 _ 1 _ 2023","BLM",29123,1,"UU",2023,"5/16/2023",2023-05-16,"4",44.65096,122.69821,"9:35","S",4,1,4,1,25.6
