"site_id","landowner","stand","site_rep","trt","year","date","date_mdy","subplot","lat","long","time","weather","canopy_cov","dwd_cov","veg_cov","fwd_cov","soil_moist_avg","jul_date","dwd_count","stumps","logs","size_cl","decay_cl","char_cl","length_cl","plot_id","tree_farm","elev","temp","hum","obs","PLDU","ENES","OSS","TAGR","AMGR","ANFE"
"10488 _ 1 _ 2023","WY",10488,1,"HB",2023,"3/21/23","23-03-21",4,45.05014,122.40591,"","S",0,1,1,1,20.9,80,4,2,2,1.2,2,3,1,"10488 _ 1 _ 2023 _ 4","CL",2346,43,79.5,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023","WY",10488,1,"HB",2023,"3/21/23","23-03-21",5,45.04998,122.40621,"","S",0,1,1,0,19.73333333,80,5,5,0,1.6,1.8,2.8,0,"10488 _ 1 _ 2023 _ 5","CL",2346,47.3,78.9,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023","WY",10488,1,"HB",2023,"3/21/23","23-03-21",6,45.05005,122.40658,"","S",0,1,1,1,22.3,80,4,3,1,1.5,2.2,3,0.5,"10488 _ 1 _ 2023 _ 6","CL",2338,54.2,62.7,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023","WY",10488,1,"HB",2023,"3/21/23","23-03-21",7,45.05033,122.40676,"","S",0,1,1,1,14.36666667,80,9,9,0,1.6,2,3,0,"10488 _ 1 _ 2023 _ 7","CL",2375,50.2,63.6,NA,0,0,1,0,0,0
"10498 _ 1 _ 2023","WY",10498,1,"HB",2023,"5/10/23","23-05-10",1,45.043,122.37724,"8:05","S",0,1,2,1,17.96666667,130,6,6,0,1.7,2.5,3,0,"10498 _ 1 _ 2023 _ 1","CL",2943,51.4,70.2,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023","WY",10498,1,"HB",2023,"5/10/23","23-05-10",2,45.04311,122.37684,"8:30","S",0,1,3,1,24.43333333,130,10,6,4,1.3,2.4,3,0.8,"10498 _ 1 _ 2023 _ 2","CL",2962,50.9,80,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023","WY",10498,1,"HB",2023,"5/10/23","23-05-10",3,45.042828,122.376854,"8:00","S",0,1,2,1,21.6,130,7,7,0,1.1,2,3,0,"10498 _ 1 _ 2023 _ 3","CL",2950,53.9,80.3,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023","WY",10498,1,"HB",2023,"5/10/23","23-05-10",4,45.042664,122.377114,"8:30","S",0,1,3,1,25.06666667,130,4,4,0,1.5,2.2,3,0,"10498 _ 1 _ 2023 _ 4","CL",2901,50.8,76.3,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023","WY",10498,1,"HB",2023,"5/10/23","23-05-10",5,45.042739,122.377531,"8:50","S",0,1,4,1,24.7,130,4,2,2,1.2,1.2,3,1.5,"10498 _ 1 _ 2023 _ 5","CL",2906,53.8,69.4,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023","WY",10498,1,"HB",2023,"5/10/23","23-05-10",6,45.04303,122.37759,"8:33","S",0,2,3,1,21.5,130,14,8,6,1.6,2.4,3,0.9,"10498 _ 1 _ 2023 _ 6","CL",2920,52.2,72.9,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023","WY",10498,1,"HB",2023,"5/10/23","23-05-10",7,45.04327,122.37729,"8:10","S",0,2,3,1,27.2,130,7,4,3,1.4,2.3,2.9,1,"10498 _ 1 _ 2023 _ 7","CL",2935,50.7,73.1,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023","WY",10506,1,"BS",2023,"3/13/23","23-03-13",1,45.083879,122.422965,"","R",0,1,1,1,39.9,72,6,1,5,1,1.8,1.7,2.2,"10506 _ 1 _ 2023 _ 1","CL",1185.37,43,89.9,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023","WY",10506,1,"BS",2023,"3/13/23","23-03-13",2,45.083989,122.422676,"","SN",0,1,1,2,34.1,72,7,3,4,1.4,1.6,2.6,1.4,"10506 _ 1 _ 2023 _ 2","CL",1185.37,33.7,100,NA,0,0,1,0,0,0
"10506 _ 1 _ 2023","WY",10506,1,"BS",2023,"3/13/23","23-03-13",3,45.083636,122.422833,"","R",0,1,1,1,39.16666667,72,10,3,7,1.2,1.7,2.1,1.8,"10506 _ 1 _ 2023 _ 3","CL",1185.37,39.8,97.5,NA,0,0,1,0,0,0
"10506 _ 1 _ 2023","WY",10506,1,"BS",2023,"3/13/23","23-03-13",4,45.083653,122.422996,"","R",0,1,1,1,36.63333333,72,4,1,3,1.5,2,2.5,2,"10506 _ 1 _ 2023 _ 4","CL",1185.37,40.3,100,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023","WY",10506,1,"BS",2023,"3/13/23","23-03-13",5,45.083696,122.423232,"","R",0,1,1,2,37.96666667,72,8,3,5,1.5,2.1,2.6,1,"10506 _ 1 _ 2023 _ 5","CL",1185.37,45.9,96.8,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023","WY",10506,1,"BS",2023,"3/13/23","23-03-13",6,45.083997,122.423215,"","SN",0,1,1,1,34.7,72,19,8,11,1.5,1.8,2,1.1,"10506 _ 1 _ 2023 _ 6","CL",1185.37,37,100,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023","WY",10506,1,"BS",2023,"3/13/23","23-03-13",7,45.084065,122.4228998,"","R",0,1,1,2,34.46666667,72,6,4,2,1.5,2.3,2.7,0.7,"10506 _ 1 _ 2023 _ 7","CL",1185.37,36.1,100,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023","WY",10550,1,"BS",2023,"3/30/23","23-03-30",1,45.08009,122.39731,"9:30","C",0,1,1,3,32.46666667,89,9,7,2,1.3,2,2.1,0.4,"10550 _ 1 _ 2023 _ 1","CL",2145,39.8,77.3,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023","WY",10550,1,"BS",2023,"3/30/23","23-03-30",2,45.07988,122.39745,"9:40","C",0,1,1,1,27,89,4,3,1,1,2,2.5,0.2,"10550 _ 1 _ 2023 _ 2","CL",2146,43.6,74.7,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023","WY",10550,1,"BS",2023,"3/30/23","23-03-30",3,45.0802,122.39772,"9:30","C",0,1,2,2,25.03333333,89,6,3,3,1,1.5,2.7,1,"10550 _ 1 _ 2023 _ 3","CL",2136,40,74.4,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023","WY",10550,1,"BS",2023,"3/30/23","23-03-30",4,45.08036,122.39754,"9:50","C",0,1,1,1,21.66666667,89,7,3,4,1.1,2,2.3,1.1,"10550 _ 1 _ 2023 _ 4","CL",2118,40.3,75,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023","WY",10550,1,"BS",2023,"3/30/23","23-03-30",5,45.08038,122.39717,"10:00","C",0,1,1,3,21.4,89,3,3,0,1.3,1.3,1.7,0,"10550 _ 1 _ 2023 _ 5","CL",2081,42.5,72.6,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023","WY",10550,1,"BS",2023,"3/30/23","23-03-30",6,45.08018,122.3969,"10:24","C",0,2,1,4,22,89,7,3,4,1.3,1.6,2.4,1.6,"10550 _ 1 _ 2023 _ 6","CL",2074,44.8,70.8,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023","WY",10550,1,"BS",2023,"3/30/23","23-03-30",7,45.08,122.2969,"10:00","C",0,3,1,4,24.06666667,89,11,2,9,1.5,2.5,3,2.1,"10550 _ 1 _ 2023 _ 7","CL",2080,42.2,76.9,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023","WY",10553,1,"HB",2023,"5/10/23","23-05-10",1,45.049503,122.366246,"12:00","S",0,1,2,1,15.43333333,130,6,6,0,1.2,1.5,3,0,"10553 _ 1 _ 2023 _ 1","CL",2489,60.3,65.6,NA,0,0,2,0,0,0
"10553 _ 1 _ 2023","WY",10553,1,"HB",2023,"5/10/23","23-05-10",2,45.049429,122.366635,"12:30","S",0,2,2,2,16.23333333,130,8,7,1,1.2,1.9,3,0.4,"10553 _ 1 _ 2023 _ 2","CL",2529,64.4,64,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023","WY",10553,1,"HB",2023,"5/10/23","23-05-10",3,45.0497,122.36659,"12:12","S",0,1,2,1,21.36666667,130,10,7,3,1.2,2.4,3,0.4,"10553 _ 1 _ 2023 _ 3","CL",2510,60.2,65,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023","WY",10553,1,"HB",2023,"5/10/23","23-05-10",4,45.04979,122.36616,"12:35","PC",0,2,2,2,17.83333333,130,15,10,5,1.2,2.4,3,0.8,"10553 _ 1 _ 2023 _ 4","CL",2480,62.8,63,NA,0,0,1,0,0,0
"10553 _ 1 _ 2023","WY",10553,1,"HB",2023,"5/10/23","23-05-10",5,45.0496,122.36576,"13:00","S",0,1,2,1,12.6,130,7,4,3,1.6,2.6,3,0.7,"10553 _ 1 _ 2023 _ 5","CL",2465,63.4,52.7,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023","WY",10553,1,"HB",2023,"5/10/23","23-05-10",6,45.0494,122.36583,"12:45","S",0,1,1,2,13.46666667,130,14,7,7,1.4,2.6,3,1.3,"10553 _ 1 _ 2023 _ 6","CL",2472,63,52,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023","WY",10553,1,"HB",2023,"5/10/23","23-05-10",7,45.0492,122.36607,"12:20","S",0,1,2,1,18.06666667,130,12,7,5,1.6,2.6,3,1,"10553 _ 1 _ 2023 _ 7","CL",2480,63.4,62.9,NA,0,0,2,0,0,0
"10597 _ 1 _ 2023","WY",10597,1,"HB",2023,"3/23/23","23-03-23",1,45.08598,122.3481,"","SN",0,1,1,2,31.26666667,82,10,8,2,1.2,2.1,3,0.5,"10597 _ 1 _ 2023 _ 1","CL",2539,37.4,87.3,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023","WY",10597,1,"HB",2023,"3/23/23","23-03-23",2,45.08578,122.3481,"","SN",0,2,1,1,26.06666667,82,14,6,8,1.3,2.2,3,1.2,"10597 _ 1 _ 2023 _ 2","CL",2559,37.8,91,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023","WY",10597,1,"HB",2023,"3/23/23","23-03-23",3,45.085971,122.348164,"","SN",0,1,1,1,22.03333333,82,6,4,2,1.3,1.8,3,0.7,"10597 _ 1 _ 2023 _ 3","CL",2531,39.1,83.5,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023","WY",10597,1,"HB",2023,"3/23/23","23-03-23",4,45.086223,122.347995,"","R",0,1,4,1,27.8,82,3,2,1,1.3,1.7,3,0.3,"10597 _ 1 _ 2023 _ 4","CL",2515,38.1,88.3,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023","WY",10597,1,"HB",2023,"3/23/23","23-03-23",5,45.08622,122.34785,"","SN",0,1,2,1,20,82,10,10,0,1.8,2.6,3,0,"10597 _ 1 _ 2023 _ 5","CL",2490,37.4,89.3,NA,1,0,0,0,0,0
"10597 _ 1 _ 2023","WY",10597,1,"HB",2023,"3/23/23","23-03-23",6,45.085989,122.347278,"","SN",0,1,2,0,17.83333333,82,2,2,0,1,1.5,3,0,"10597 _ 1 _ 2023 _ 6","CL",2544,39.8,86,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023","WY",10597,1,"HB",2023,"3/23/23","23-03-23",7,45.08571,122.34752,"","SN",0,2,1,1,25.66666667,82,15,5,10,1.1,2.5,3,1.7,"10597 _ 1 _ 2023 _ 7","CL",2515,37.8,86,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023","WY",10956,1,"BS",2023,"3/28/23","23-03-28",1,45.09761,122.4143,"12:40","C",0,2,1,2,25.23333333,86,6,2,4,1.5,2.2,2.8,1.8,"10956 _ 1 _ 2023 _ 1","CL",1759,43.4,74.6,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023","WY",10956,1,"BS",2023,"3/28/23","23-03-28",2,45.09789,122.41398,"12:50","C",0,2,2,2,26.63333333,86,9,6,3,1.6,2,3,0.9,"10956 _ 1 _ 2023 _ 2","CL",1778,44.1,76.4,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023","WY",10956,1,"BS",2023,"3/28/23","23-03-28",3,45.09765,122.41381,"13:10","C",0,2,1,2,22.66666667,86,7,4,3,1.4,1.7,2.7,1.3,"10956 _ 1 _ 2023 _ 3","CL",1759,43.8,70.8,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023","WY",10956,1,"BS",2023,"3/28/23","23-03-28",4,45.097386,122.414016,"12:40","C",0,2,1,3,25.86666667,87,9,5,4,1.1,1.7,3,1.3,"10956 _ 1 _ 2023 _ 4","CL",1742,44.7,69.8,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023","WY",10956,1,"BS",2023,"3/28/23","23-03-28",5,45.097337,122.414513,"13:15","C",0,2,1,1,24.1,87,12,4,8,1.4,1.6,3,1.2,"10956 _ 1 _ 2023 _ 5","CL",1744,44.4,70,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023","WY",10956,1,"BS",2023,"3/28/23","23-03-28",6,45.09765,122.41464,"13:35","C",0,1,1,2,27.36666667,87,2,1,1,1.5,2.5,3,1.5,"10956 _ 1 _ 2023 _ 6","CL",1765,45,79.6,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023","WY",10956,1,"BS",2023,"3/28/23","23-03-28",7,45.09786,122.41439,"13:10","C",0,2,1,4,27.43333333,87,8,6,2,1.1,2.6,3,0.4,"10956 _ 1 _ 2023 _ 7","CL",1759,43.5,76.8,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023","WY",10963,1,"UU",2023,"3/21/23","23-03-21",1,45.06031,122.41493,"","S",4,2,1,4,28.43333333,80,11,8,3,1.3,2.5,1,0.8,"10963 _ 1 _ 2023 _ 1","CL",2333,48.6,64.7,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023","WY",10963,1,"UU",2023,"3/21/23","23-03-21",2,45.06015,122.4146,"","S",4,1,4,4,18,80,4,2,2,1,3,1,1.2,"10963 _ 1 _ 2023 _ 2","CL",2346,49.7,70.4,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023","WY",10963,1,"UU",2023,"3/21/23","23-03-21",3,45.060078,122.415089,"","S",4,1,3,4,20.83333333,80,6,4,2,1.2,3,1,1,"10963 _ 1 _ 2023 _ 3","CL",2200,49.9,64.9,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023","WY",10963,1,"UU",2023,"3/21/23","23-03-21",4,45.06048,122.41551,"","S",3,1,1,4,24.56666667,80,4,4,0,1.2,3,1,0,"10963 _ 1 _ 2023 _ 4","CL",2289,49.8,64.1,NA,0,0,2,0,0,0
"10963 _ 1 _ 2023","WY",10963,1,"UU",2023,"3/21/23","23-03-21",5,45.06065,122.41523,"","S",3,1,2,4,23.36666667,80,4,3,1,1.2,3,1,0.5,"10963 _ 1 _ 2023 _ 5","CL",2270,48.6,66.9,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023","WY",10963,1,"UU",2023,"3/21/23","23-03-21",6,45.06068,122.414902,"","S",4,1,4,4,24.7,80,3,3,0,1.3,3,1,0,"10963 _ 1 _ 2023 _ 6","CL",2232,48.2,75,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023","WY",10963,1,"UU",2023,"3/21/23","23-03-21",7,45.060511,122.414784,"","S",4,1,2,3,19.86666667,80,3,1,2,1,3,1,1.7,"10963 _ 1 _ 2023 _ 7","CL",2290,49.1,70.5,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023","WY",10965,1,"HB",2023,"5/9/23","23-05-09",1,45.03403,122.38007,"13:30","PC",0,2,2,2,33.1,129,15,3,12,1.2,2.1,3,2,"10965 _ 1 _ 2023 _ 1","CL",2812,52.2,83.5,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023","WY",10965,1,"HB",2023,"5/9/23","23-05-09",2,45.03373,122.3801,"13:54","PC",0,1,2,1,25.26666667,129,10,6,4,1.6,2.6,2.8,0.9,"10965 _ 1 _ 2023 _ 2","CL",2823,56.1,81.6,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023","WY",10965,1,"HB",2023,"5/9/23","23-05-09",3,45.03382,122.38042,"13:45","PC",0,1,2,1,34.4,129,8,3,5,1.6,2.2,3,1.4,"10965 _ 1 _ 2023 _ 3","CL",2826,55.6,73.6,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023","WY",10965,1,"HB",2023,"5/9/23","23-05-09",4,45.03408,122.38048,"14:05","PC",0,1,2,1,29.03333333,129,12,4,8,1.6,2.5,3,1.5,"10965 _ 1 _ 2023 _ 4","CL",2798,52,72.4,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023","WY",10965,1,"HB",2023,"5/9/23","23-05-09",5,45.034289,122.380207,"14:20","PC",0,1,3,1,24.66666667,129,4,2,2,1.5,2,3,1,"10965 _ 1 _ 2023 _ 5","CL",2746,50.3,77.7,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023","WY",10965,1,"HB",2023,"5/9/23","23-05-09",6,45.034214,122.379746,"14:00","PC",0,1,2,1,32.16666667,129,4,0,4,1,2,3,2,"10965 _ 1 _ 2023 _ 6","CL",2765,52,74.4,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023","WY",10965,1,"HB",2023,"5/9/23","23-05-09",7,45.033884,122.379638,"13:35","C",0,2,2,2,30.33333333,129,7,5,2,1.6,2.1,3,0.7,"10965 _ 1 _ 2023 _ 7","CL",2823,51.9,74.4,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023","WY",10968,1,"HU",2023,"5/3/23","23-05-03",1,45.019687,122.413868,"9:10","PC",0,1,2,3,17.86666667,123,2,2,0,1,1,1,0,"10968 _ 1 _ 2023 _ 1","CL",2641,56.5,77.4,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023","WY",10968,1,"HU",2023,"5/3/23","23-05-03",2,45.019502,122.414072,"9:30","S",0,1,2,2,18.06666667,123,2,2,0,1,1.5,1,0,"10968 _ 1 _ 2023 _ 2","CL",2660,60.4,68.3,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023","WY",10968,1,"HU",2023,"5/3/23","23-05-03",3,45.01973,122.41426,"9:23","S",0,2,1,4,19.06666667,123,8,5,3,1.5,2,1,1,"10968 _ 1 _ 2023 _ 3","CL",2650,59.5,72.3,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023","WY",10968,1,"HU",2023,"5/3/23","23-05-03",4,45.01998,122.41393,"9:47","S",0,1,1,2,14.03333333,123,4,2,2,1,2.2,1,1,"10968 _ 1 _ 2023 _ 4","CL",2637,59.8,65.9,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023","WY",10968,1,"HU",2023,"5/3/23","23-05-03",5,45.019826,122.413548,"10:00","PC",0,1,1,3,12.43333333,123,5,4,1,1,1.2,1,0.4,"10968 _ 1 _ 2023 _ 5","CL",2601,59.6,68.7,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023","WY",10968,1,"HU",2023,"5/3/23","23-05-03",6,45.01962,122.41336,"9:55","PC",0,1,1,3,15.8,123,4,3,1,1.5,2.5,1,0.5,"10968 _ 1 _ 2023 _ 6","CL",2633,59,69.4,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023","WY",10968,1,"HU",2023,"5/3/23","23-05-03",7,45.01937,122.41367,"9:30","S",0,1,1,4,12,123,5,4,1,1.6,1.4,1,0.4,"10968 _ 1 _ 2023 _ 7","CL",2654,58.8,67.6,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023","WY",11079,1,"HB",2023,"3/20/23","23-03-20",1,45.01457,122.51431,"","C",0,1,2,2,28.06666667,79,5,3,2,1.4,2.6,3,0.8,"11079 _ 1 _ 2023 _ 1","CL",1906,38.1,98.6,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023","WY",11079,1,"HB",2023,"3/20/23","23-03-20",2,45.01473,122.51467,"","C",0,1,3,1,33.46666667,79,9,7,2,1.1,2.1,3,0.3,"11079 _ 1 _ 2023 _ 2","CL",1909,39.2,89.9,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023","WY",11079,1,"HB",2023,"3/20/23","23-03-20",3,45.014829,122.514361,"","C",0,1,3,1,26.36666667,79,4,4,0,1.2,1.5,3,0,"11079 _ 1 _ 2023 _ 3","CL",1909,40.2,94.8,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023","WY",11079,1,"HB",2023,"3/20/23","23-03-20",4,45.014602,122.513933,"","R",0,1,4,1,25.73333333,NA,NA,NA,NA,NA,NA,NA,NA,"11079 _ 1 _ 2023 _ 4","CL",1893,40.3,89.8,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023","WY",11079,1,"HB",2023,"3/20/23","23-03-20",5,45.01431,122.51402,"","R",0,1,3,3,24.7,79,6,1,5,1.2,2.7,3,1.7,"11079 _ 1 _ 2023 _ 5","CL",1873,39.5,100,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023","WY",11079,1,"HB",2023,"3/20/23","23-03-20",6,45.01431,122.51431,"","C",0,1,3,1,31.76666667,79,6,3,3,1.3,2,3,1,"11079 _ 1 _ 2023 _ 6","CL",1886,41.3,100,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023","WY",11079,1,"HB",2023,"3/20/23","23-03-20",7,45.014383,122.514662,"","C",0,1,4,1,26.6,79,3,1,2,1.3,2.3,3,1.7,"11079 _ 1 _ 2023 _ 7","CL",1906,40.3,90.8,NA,0,0,0,0,0,0
"12033 _ 1 _ 2023","ODF",12033,1,"BU",2023,"4/26/23","23-04-26",1,44.72604,122.41039,"12:26","S",1,2,4,2,28.36666667,116,9,7,2,1.4,2.8,2,0.7,"12033 _ 1 _ 2023 _ 1","NC",1800,65.5,49.8,NA,0,0,0,0,0,0
"12033 _ 1 _ 2023","ODF",12033,1,"BU",2023,"4/26/23","23-04-26",2,45.72581,122.41048,"12:57","S",1,2,4,3,18.96666667,116,11,3,8,1.3,2.8,2.8,1.6,"12033 _ 1 _ 2023 _ 2","NC",1860,66.8,57.5,NA,0,2,1,0,0,0
"12033 _ 1 _ 2023","ODF",12033,1,"BU",2023,"4/26/23","23-04-26",3,44.726,122.41079,"12:55","S",3,1,3,1,22.66666667,116,9,5,4,1.4,2.6,2.8,1.3,"12033 _ 1 _ 2023 _ 3","NC",1843,66.1,53.3,NA,0,1,0,0,0,0
"12033 _ 1 _ 2023","ODF",12033,1,"BU",2023,"4/26/23","23-04-26",4,44.72618,122.41078,"13:20","S",2,1,4,1,22.83333333,116,5,3,2,1.4,2.6,2.8,1.2,"12033 _ 1 _ 2023 _ 4","NC",1821,67.5,52.1,NA,0,1,0,0,0,0
"12033 _ 1 _ 2023","ODF",12033,1,"BU",2023,"4/26/23","23-04-26",5,44.7263,122.41032,"13:45","S",2,2,4,1,19.1,116,10,5,5,1.6,2.8,3,1.4,"12033 _ 1 _ 2023 _ 5","NC",1804,65.8,70.8,NA,0,3,2,0,0,0
"12033 _ 1 _ 2023","ODF",12033,1,"BU",2023,"4/26/23","23-04-26",6,44.726067,122.410061,"13:05","S",2,1,4,1,25,116,3,2,1,1.3,2.7,3,1,"12033 _ 1 _ 2023 _ 6","NC",1821,66.7,55.9,NA,0,3,0,0,0,0
"12033 _ 1 _ 2023","ODF",12033,1,"BU",2023,"4/26/23","23-04-26",7,44.725837,122.410052,"12:40","S",2,2,4,1,25.43333333,116,8,4,4,1.2,2.4,3,1.5,"12033 _ 1 _ 2023 _ 7","NC",1859,64.9,58.9,NA,0,2,1,0,0,0
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/23","23-05-02",1,44.81936,122.6042,"9:48","C",1,1,4,1,28.23333333,122,6,2,4,1.3,2.8,2.8,1.7,"12098 _ 1 _ 2023 _ 1","NC",1602,51.4,74.6,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/23","23-05-02",2,44.81948,122.60449,"10:11","C",3,1,4,2,24.9,122,7,5,2,1.3,2.4,3,0.3,"12098 _ 1 _ 2023 _ 2","NC",1611,52.3,76.7,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/23","23-05-02",3,44.81949,122.60403,"10:10","C",3,2,3,2,29.4,122,5,1,4,1.2,2.8,2.8,2.2,"12098 _ 1 _ 2023 _ 3","NC",1630,52.9,70.1,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/23","23-05-02",4,44.819142,122.60378,"10:30","PC",3,1,4,1,16.2,122,5,0,5,1.2,3,3,2.2,"12098 _ 1 _ 2023 _ 4","NC",1592,53.9,75.6,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/23","23-05-02",5,44.81903,122.60396,"10:55","C",2,2,3,2,19.9,122,8,1,7,1.2,3,3,2.1,"12098 _ 1 _ 2023 _ 5","NC",1583,54.4,73.6,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/23","23-05-02",6,44.818922,122.604287,"10:00","PC",1,2,4,1,23.93333333,122,7,3,4,1.4,2.1,3,1.3,"12098 _ 1 _ 2023 _ 6","NC",1570,52.9,73.4,NA,0,0,1,0,0,0
"12098 _ 1 _ 2023","ODF",12098,1,"BU",2023,"5/2/23","23-05-02",7,44.819108,122.604376,"10:32","PC",1,1,4,1,24.03333333,122,2,2,0,2,2,3,0,"12098 _ 1 _ 2023 _ 7","NC",1600,53.6,75,NA,0,0,0,0,0,0
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/23","23-04-24",1,45.081147,122.591321,"13:00","PC",2,2,3,3,34.73333333,114,5,2,3,1,2.8,1,1.8,"12213 _ 1 _ 2023 _ 1","CL",614,55.8,80.5,NA,0,1,2,0,0,0
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/23","23-04-24",2,45.081152,122.591439,"13:45","S",2,1,4,3,35.63333333,114,3,1,2,1,3,1,1.3,"12213 _ 1 _ 2023 _ 2","CL",734,56.2,70.4,NA,0,1,1,0,0,0
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/23","23-04-24",3,45.08128,122.59177,"14:15","PC",2,1,4,4,30.26666667,114,2,2,0,1.5,3,1,0,"12213 _ 1 _ 2023 _ 3","CL",698,56,70.5,NA,0,2,0,0,0,0
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/23","23-04-24",4,45.08145,122.59141,"14:34","PC",2,2,4,4,29.86666667,114,7,3,4,1.7,2.4,1,1.7,"12213 _ 1 _ 2023 _ 4","CL",650,56.8,66.7,NA,0,1,0,0,0,0
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/23","23-04-24",5,45.08144,122.5911,"14:45","PC",3,2,4,3,32.66666667,114,10,1,9,1,2.6,1,2.2,"12213 _ 1 _ 2023 _ 5","CL",625,54.8,69.4,NA,0,1,2,0,0,0
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/23","23-04-24",6,45.08116,122.59091,"14:20","C",3,1,3,3,38.5,114,6,1,5,1,3,1,1.3,"12213 _ 1 _ 2023 _ 6","CL",652,54.5,67.5,NA,0,0,0,0,0,0
"12213 _ 1 _ 2023","BLM",12213,1,"UU",2023,"4/24/23","23-04-24",7,45.08086,122.59105,"13:50","C",3,1,4,2,32.13333333,114,6,0,6,1,2.5,1,2.2,"12213 _ 1 _ 2023 _ 7","CL",665,53.8,75.8,NA,0,0,2,0,0,0
