"site_id","date_mdy","precip_mm"
"34007 _ 1 _ 2023",2023-02-23,5.59
"34007 _ 1 _ 2024",2023-02-23,5.59
"34017 _ 1 _ 2023",2023-02-23,7.99
"34017 _ 1 _ 2024",2023-02-23,7.99
"408143 _ 1 _ 2023",2023-02-23,5.17
"408143 _ 1 _ 2024",2023-02-23,5.17
"408161 _ 1 _ 2023",2023-02-23,5.17
"408162 _ 1 _ 2023",2023-02-23,5.2
"408162 _ 1 _ 2024",2023-02-23,5.2
"408178 _ 1 _ 2023",2023-02-23,5.88
"408178 _ 1 _ 2024",2023-02-23,5.88
"408178 _ 2 _ 2023",2023-02-23,5.88
"408178 _ 2 _ 2024",2023-02-23,5.88
"408180 _ 1 _ 2023",2023-02-23,5.88
"408180 _ 1 _ 2024",2023-02-23,5.88
"9757 _ 1 _ 2023",2023-02-23,5.53
"9757 _ 1 _ 2024",2023-02-23,5.53
"10024 _ 1 _ 2023",2023-02-24,0
"10024 _ 1 _ 2024",2023-02-24,0
"10078 _ 1 _ 2023",2023-02-24,0
"10078 _ 1 _ 2024",2023-02-24,0
"10153 _ 1 _ 2023",2023-02-24,0
"10153 _ 1 _ 2024",2023-02-24,0
"10185 _ 1 _ 2023",2023-02-24,0
"10185 _ 1 _ 2024",2023-02-24,0
"10258 _ 1 _ 2023",2023-02-24,0
"10302 _ 1 _ 2023",2023-02-24,0
"10302 _ 1 _ 2024",2023-02-24,0
"10399 _ 1 _ 2023",2023-02-24,0.54
"10399 _ 1 _ 2024",2023-02-24,0.54
"10403 _ 1 _ 2023",2023-02-24,0
"10403 _ 1 _ 2024",2023-02-24,0
"10422 _ 1 _ 2023",2023-02-24,0
"10422 _ 1 _ 2024",2023-02-24,0
"10422 _ 2 _ 2024",2023-02-24,0
"10439 _ 1 _ 2023",2023-02-24,0
"10439 _ 1 _ 2024",2023-02-24,0
"10444 _ 1 _ 2023",2023-02-24,0
"10444 _ 1 _ 2024",2023-02-24,0
"10463 _ 1 _ 2024",2023-02-24,0
"10467 _ 1 _ 2023",2023-02-24,0
"10467 _ 1 _ 2024",2023-02-24,0
"10471 _ 1 _ 2024",2023-02-24,0
"10471 _ 2 _ 2024",2023-02-24,0
"10488 _ 1 _ 2023",2023-02-24,0
"10498 _ 1 _ 2023",2023-02-24,0.01
"10506 _ 1 _ 2023",2023-02-24,0
"10506 _ 1 _ 2024",2023-02-24,0
"10550 _ 1 _ 2023",2023-02-24,0
"10553 _ 1 _ 2023",2023-02-24,0.01
"10597 _ 1 _ 2023",2023-02-24,0
"10597 _ 1 _ 2024",2023-02-24,0
"10956 _ 1 _ 2023",2023-02-24,0
"10956 _ 1 _ 2024",2023-02-24,0
"10963 _ 1 _ 2023",2023-02-24,0
"10965 _ 1 _ 2023",2023-02-24,0.01
"10968 _ 1 _ 2023",2023-02-24,0.54
"10968 _ 1 _ 2024",2023-02-24,0.54
"11079 _ 1 _ 2023",2023-02-24,0
"11081 _ 1 _ 2024",2023-02-24,0
"11084 _ 1 _ 2024",2023-02-24,0
"12033 _ 1 _ 2023",2023-02-24,0.94
"12033 _ 1 _ 2024",2023-02-24,0.94
"12098 _ 1 _ 2023",2023-02-24,0.08
"12098 _ 1 _ 2024",2023-02-24,0
"12213 _ 1 _ 2023",2023-02-24,0
"12213 _ 1 _ 2024",2023-02-24,0
"12239 _ 1 _ 2023",2023-02-24,0
"12239 _ 1 _ 2024",2023-02-24,0
"12349 _ 1 _ 2023",2023-02-24,0.08
"12349 _ 1 _ 2024",2023-02-24,0.08
"12351 _ 1 _ 2023",2023-02-24,0.35
"12362 _ 1 _ 2023",2023-02-24,0.49
"12362 _ 1 _ 2024",2023-02-24,0.49
"12364 _ 1 _ 2023",2023-02-24,0.49
"12364 _ 1 _ 2024",2023-02-24,0.49
"12392 _ 1 _ 2023",2023-02-24,1.37
"12421 _ 1 _ 2023",2023-02-24,0.62
"12421 _ 1 _ 2024",2023-02-24,0.62
"12441 _ 1 _ 2023",2023-02-24,0.72
"12441 _ 1 _ 2024",2023-02-24,0.72
"12560 _ 1 _ 2023",2023-02-24,0.34
"12560 _ 1 _ 2024",2023-02-24,0.34
"12776 _ 1 _ 2024",2023-02-24,0.34
"12804 _ 1 _ 2023",2023-02-24,0.08
"12804 _ 1 _ 2024",2023-02-24,0.08
"12805 _ 1 _ 2023",2023-02-24,0.08
"12805 _ 1 _ 2024",2023-02-24,0.08
"12806 _ 1 _ 2024",2023-02-24,0.55
"13924 _ 1 _ 2023",2023-02-24,0.02
"13924 _ 1 _ 2024",2023-02-24,0.02
"15562 _ 1 _ 2023",2023-02-24,0
"15562 _ 1 _ 2024",2023-02-24,0
"16804 _ 1 _ 2023",2023-02-24,0.08
"20039 _ 1 _ 2023",2023-02-24,2.53
"20039 _ 1 _ 2024",2023-02-24,2.53
"20053 _ 1 _ 2023",2023-02-24,2.53
"20053 _ 1 _ 2024",2023-02-24,2.53
"20550 _ 1 _ 2023",2023-02-24,0
"20550 _ 1 _ 2024",2023-02-24,0
"20616 _ 1 _ 2023",2023-02-24,0.08
"20616 _ 1 _ 2024",2023-02-24,0.08
"20626 _ 1 _ 2024",2023-02-24,0.74
"21026 _ 1 _ 2023",2023-02-24,0.79
"21159 _ 1 _ 2023",2023-02-24,0.79
"25954 _ 1 _ 2023",2023-02-24,0.55
"29121 _ 1 _ 2023",2023-02-24,0.31
"29121 _ 1 _ 2024",2023-02-24,0.31
"29122 _ 1 _ 2023",2023-02-24,0.31
"29122 _ 1 _ 2024",2023-02-24,0.17
"29123 _ 1 _ 2023",2023-02-24,0.31
"29123 _ 1 _ 2024",2023-02-24,0.31
"29429 _ 1 _ 2023",2023-02-24,0
"29429 _ 1 _ 2024",2023-02-24,0
"29431 _ 1 _ 2023",2023-02-24,0.17
"29431 _ 1 _ 2024",2023-02-24,0.17
"29889 _ 1 _ 2023",2023-02-24,0
"29889 _ 1 _ 2024",2023-02-24,0
"33628 _ 1 _ 2023",2023-02-24,0
"33628 _ 1 _ 2024",2023-02-24,0
"33651 _ 1 _ 2023",2023-02-24,0
"33651 _ 1 _ 2024",2023-02-24,0
"33689 _ 1 _ 2023",2023-02-24,0
"33689 _ 1 _ 2024",2023-02-24,0
"33754 _ 1 _ 2023",2023-02-24,0
"33810 _ 1 _ 2023",2023-02-24,0
"33810 _ 1 _ 2024",2023-02-24,0
"34007 _ 1 _ 2023",2023-02-24,0
"34007 _ 1 _ 2024",2023-02-24,0
"34017 _ 1 _ 2023",2023-02-24,0
"34017 _ 1 _ 2024",2023-02-24,0
"408143 _ 1 _ 2023",2023-02-24,0
"408143 _ 1 _ 2024",2023-02-24,0
"408161 _ 1 _ 2023",2023-02-24,0
"408162 _ 1 _ 2023",2023-02-24,0
"408162 _ 1 _ 2024",2023-02-24,0
"408178 _ 1 _ 2023",2023-02-24,0
"408178 _ 1 _ 2024",2023-02-24,0
"408178 _ 2 _ 2023",2023-02-24,0
"408178 _ 2 _ 2024",2023-02-24,0
"408180 _ 1 _ 2023",2023-02-24,0
"408180 _ 1 _ 2024",2023-02-24,0
"9757 _ 1 _ 2023",2023-02-24,0
"9757 _ 1 _ 2024",2023-02-24,0
"10024 _ 1 _ 2023",2023-02-25,0
"10024 _ 1 _ 2024",2023-02-25,0
"10078 _ 1 _ 2023",2023-02-25,0
"10078 _ 1 _ 2024",2023-02-25,0
"10153 _ 1 _ 2023",2023-02-25,0
"10153 _ 1 _ 2024",2023-02-25,0
"10185 _ 1 _ 2023",2023-02-25,0
"10185 _ 1 _ 2024",2023-02-25,0
"10258 _ 1 _ 2023",2023-02-25,0
"10302 _ 1 _ 2023",2023-02-25,0
"10302 _ 1 _ 2024",2023-02-25,0
"10399 _ 1 _ 2023",2023-02-25,0
"10399 _ 1 _ 2024",2023-02-25,0
"10403 _ 1 _ 2023",2023-02-25,0
"10403 _ 1 _ 2024",2023-02-25,0
"10422 _ 1 _ 2023",2023-02-25,0
"10422 _ 1 _ 2024",2023-02-25,0
"10422 _ 2 _ 2024",2023-02-25,0
"10439 _ 1 _ 2023",2023-02-25,0
"10439 _ 1 _ 2024",2023-02-25,0
"10444 _ 1 _ 2023",2023-02-25,0
"10444 _ 1 _ 2024",2023-02-25,0
"10463 _ 1 _ 2024",2023-02-25,0
"10467 _ 1 _ 2023",2023-02-25,0
"10467 _ 1 _ 2024",2023-02-25,0
"10471 _ 1 _ 2024",2023-02-25,0
"10471 _ 2 _ 2024",2023-02-25,0
"10488 _ 1 _ 2023",2023-02-25,0
"10498 _ 1 _ 2023",2023-02-25,0
"10506 _ 1 _ 2023",2023-02-25,0
"10506 _ 1 _ 2024",2023-02-25,0
"10550 _ 1 _ 2023",2023-02-25,0
"10553 _ 1 _ 2023",2023-02-25,0
"10597 _ 1 _ 2023",2023-02-25,0
"10597 _ 1 _ 2024",2023-02-25,0
"10956 _ 1 _ 2023",2023-02-25,0
"10956 _ 1 _ 2024",2023-02-25,0
"10963 _ 1 _ 2023",2023-02-25,0
"10965 _ 1 _ 2023",2023-02-25,0
"10968 _ 1 _ 2023",2023-02-25,0
"10968 _ 1 _ 2024",2023-02-25,0
"11079 _ 1 _ 2023",2023-02-25,0
"11081 _ 1 _ 2024",2023-02-25,0
"11084 _ 1 _ 2024",2023-02-25,0
"12033 _ 1 _ 2023",2023-02-25,0
"12033 _ 1 _ 2024",2023-02-25,0
"12098 _ 1 _ 2023",2023-02-25,0
"12098 _ 1 _ 2024",2023-02-25,0
"12213 _ 1 _ 2023",2023-02-25,0
"12213 _ 1 _ 2024",2023-02-25,0
"12239 _ 1 _ 2023",2023-02-25,0
"12239 _ 1 _ 2024",2023-02-25,0
"12349 _ 1 _ 2023",2023-02-25,0
"12349 _ 1 _ 2024",2023-02-25,0
"12351 _ 1 _ 2023",2023-02-25,0
"12362 _ 1 _ 2023",2023-02-25,0
"12362 _ 1 _ 2024",2023-02-25,0
"12364 _ 1 _ 2023",2023-02-25,0
"12364 _ 1 _ 2024",2023-02-25,0
"12392 _ 1 _ 2023",2023-02-25,0
"12421 _ 1 _ 2023",2023-02-25,0
"12421 _ 1 _ 2024",2023-02-25,0
"12441 _ 1 _ 2023",2023-02-25,0
"12441 _ 1 _ 2024",2023-02-25,0
"12560 _ 1 _ 2023",2023-02-25,0
"12560 _ 1 _ 2024",2023-02-25,0
"12776 _ 1 _ 2024",2023-02-25,0
"12804 _ 1 _ 2023",2023-02-25,0
"12804 _ 1 _ 2024",2023-02-25,0
"12805 _ 1 _ 2023",2023-02-25,0
"12805 _ 1 _ 2024",2023-02-25,0
"12806 _ 1 _ 2024",2023-02-25,0
"13924 _ 1 _ 2023",2023-02-25,0
"13924 _ 1 _ 2024",2023-02-25,0
"15562 _ 1 _ 2023",2023-02-25,0
"15562 _ 1 _ 2024",2023-02-25,0
"16804 _ 1 _ 2023",2023-02-25,0
"20039 _ 1 _ 2023",2023-02-25,0
"20039 _ 1 _ 2024",2023-02-25,0
"20053 _ 1 _ 2023",2023-02-25,0
"20053 _ 1 _ 2024",2023-02-25,0
"20550 _ 1 _ 2023",2023-02-25,0
"20550 _ 1 _ 2024",2023-02-25,0
"20616 _ 1 _ 2023",2023-02-25,0
"20616 _ 1 _ 2024",2023-02-25,0
"20626 _ 1 _ 2024",2023-02-25,0
"21026 _ 1 _ 2023",2023-02-25,0
"21159 _ 1 _ 2023",2023-02-25,0
"25954 _ 1 _ 2023",2023-02-25,0
"29121 _ 1 _ 2023",2023-02-25,0
"29121 _ 1 _ 2024",2023-02-25,0
"29122 _ 1 _ 2023",2023-02-25,0
"29122 _ 1 _ 2024",2023-02-25,0
"29123 _ 1 _ 2023",2023-02-25,0
"29123 _ 1 _ 2024",2023-02-25,0
"29429 _ 1 _ 2023",2023-02-25,0
"29429 _ 1 _ 2024",2023-02-25,0
"29431 _ 1 _ 2023",2023-02-25,0
"29431 _ 1 _ 2024",2023-02-25,0
"29889 _ 1 _ 2023",2023-02-25,0
"29889 _ 1 _ 2024",2023-02-25,0
"33628 _ 1 _ 2023",2023-02-25,0
"33628 _ 1 _ 2024",2023-02-25,0
"33651 _ 1 _ 2023",2023-02-25,0
"33651 _ 1 _ 2024",2023-02-25,0
"33689 _ 1 _ 2023",2023-02-25,0
"33689 _ 1 _ 2024",2023-02-25,0
"33754 _ 1 _ 2023",2023-02-25,0
"33810 _ 1 _ 2023",2023-02-25,0
"33810 _ 1 _ 2024",2023-02-25,0
"34007 _ 1 _ 2023",2023-02-25,0
"34007 _ 1 _ 2024",2023-02-25,0
"34017 _ 1 _ 2023",2023-02-25,0
"34017 _ 1 _ 2024",2023-02-25,0
"408143 _ 1 _ 2023",2023-02-25,0
"408143 _ 1 _ 2024",2023-02-25,0
"408161 _ 1 _ 2023",2023-02-25,0
"408162 _ 1 _ 2023",2023-02-25,0
"408162 _ 1 _ 2024",2023-02-25,0
"408178 _ 1 _ 2023",2023-02-25,0
"408178 _ 1 _ 2024",2023-02-25,0
"408178 _ 2 _ 2023",2023-02-25,0
"408178 _ 2 _ 2024",2023-02-25,0
"408180 _ 1 _ 2023",2023-02-25,0
"408180 _ 1 _ 2024",2023-02-25,0
"9757 _ 1 _ 2023",2023-02-25,0
"9757 _ 1 _ 2024",2023-02-25,0
"10024 _ 1 _ 2023",2023-02-26,7.05
"10024 _ 1 _ 2024",2023-02-26,8.16
"10078 _ 1 _ 2023",2023-02-26,8.16
"10078 _ 1 _ 2024",2023-02-26,8.16
"10153 _ 1 _ 2023",2023-02-26,14.95
"10153 _ 1 _ 2024",2023-02-26,14.95
"10185 _ 1 _ 2023",2023-02-26,10.47
"10185 _ 1 _ 2024",2023-02-26,10.47
"10258 _ 1 _ 2023",2023-02-26,8.33
"10302 _ 1 _ 2023",2023-02-26,10.27
"10302 _ 1 _ 2024",2023-02-26,10.27
"10399 _ 1 _ 2023",2023-02-26,8.35
"10399 _ 1 _ 2024",2023-02-26,8.35
"10403 _ 1 _ 2023",2023-02-26,8.92
"10403 _ 1 _ 2024",2023-02-26,8.92
"10422 _ 1 _ 2023",2023-02-26,8.16
"10422 _ 1 _ 2024",2023-02-26,8.16
"10422 _ 2 _ 2024",2023-02-26,8.16
"10439 _ 1 _ 2023",2023-02-26,14.95
"10439 _ 1 _ 2024",2023-02-26,14.95
"10444 _ 1 _ 2023",2023-02-26,8.92
"10444 _ 1 _ 2024",2023-02-26,8.92
"10463 _ 1 _ 2024",2023-02-26,8.16
"10467 _ 1 _ 2023",2023-02-26,8.16
"10467 _ 1 _ 2024",2023-02-26,8.16
"10471 _ 1 _ 2024",2023-02-26,8.16
"10471 _ 2 _ 2024",2023-02-26,8.16
"10488 _ 1 _ 2023",2023-02-26,8.92
"10498 _ 1 _ 2023",2023-02-26,9.22
"10506 _ 1 _ 2023",2023-02-26,8.16
"10506 _ 1 _ 2024",2023-02-26,8.16
"10550 _ 1 _ 2023",2023-02-26,8.16
"10553 _ 1 _ 2023",2023-02-26,9.22
"10597 _ 1 _ 2023",2023-02-26,10.47
"10597 _ 1 _ 2024",2023-02-26,10.47
"10956 _ 1 _ 2023",2023-02-26,8.16
"10956 _ 1 _ 2024",2023-02-26,8.16
"10963 _ 1 _ 2023",2023-02-26,8.92
"10965 _ 1 _ 2023",2023-02-26,9.22
"10968 _ 1 _ 2023",2023-02-26,8.35
"10968 _ 1 _ 2024",2023-02-26,8.35
"11079 _ 1 _ 2023",2023-02-26,8.33
"11081 _ 1 _ 2024",2023-02-26,8.33
"11084 _ 1 _ 2024",2023-02-26,8.33
"12033 _ 1 _ 2023",2023-02-26,6.04
"12033 _ 1 _ 2024",2023-02-26,6.04
"12098 _ 1 _ 2023",2023-02-26,11.33
"12098 _ 1 _ 2024",2023-02-26,6.56
"12213 _ 1 _ 2023",2023-02-26,6.29
"12213 _ 1 _ 2024",2023-02-26,6.29
"12239 _ 1 _ 2023",2023-02-26,6.29
"12239 _ 1 _ 2024",2023-02-26,6.29
"12349 _ 1 _ 2023",2023-02-26,11.33
"12349 _ 1 _ 2024",2023-02-26,11.33
"12351 _ 1 _ 2023",2023-02-26,9.49
"12362 _ 1 _ 2023",2023-02-26,6.66
"12362 _ 1 _ 2024",2023-02-26,6.66
"12364 _ 1 _ 2023",2023-02-26,6.66
"12364 _ 1 _ 2024",2023-02-26,6.66
"12392 _ 1 _ 2023",2023-02-26,5.61
"12421 _ 1 _ 2023",2023-02-26,6
"12421 _ 1 _ 2024",2023-02-26,6
"12441 _ 1 _ 2023",2023-02-26,6.21
"12441 _ 1 _ 2024",2023-02-26,6.21
"12560 _ 1 _ 2023",2023-02-26,6.75
"12560 _ 1 _ 2024",2023-02-26,6.75
"12776 _ 1 _ 2024",2023-02-26,6.75
"12804 _ 1 _ 2023",2023-02-26,11.33
"12804 _ 1 _ 2024",2023-02-26,11.33
"12805 _ 1 _ 2023",2023-02-26,11.33
"12805 _ 1 _ 2024",2023-02-26,11.33
"12806 _ 1 _ 2024",2023-02-26,9.32
"13924 _ 1 _ 2023",2023-02-26,6.41
"13924 _ 1 _ 2024",2023-02-26,6.41
"15562 _ 1 _ 2023",2023-02-26,7.67
"15562 _ 1 _ 2024",2023-02-26,7.67
"16804 _ 1 _ 2023",2023-02-26,8.81
"20039 _ 1 _ 2023",2023-02-26,6.87
"20039 _ 1 _ 2024",2023-02-26,6.87
"20053 _ 1 _ 2023",2023-02-26,6.87
"20053 _ 1 _ 2024",2023-02-26,6.87
"20550 _ 1 _ 2023",2023-02-26,9.2
"20550 _ 1 _ 2024",2023-02-26,9.2
"20616 _ 1 _ 2023",2023-02-26,8.63
"20616 _ 1 _ 2024",2023-02-26,8.63
"20626 _ 1 _ 2024",2023-02-26,7.09
"21026 _ 1 _ 2023",2023-02-26,7.96
"21159 _ 1 _ 2023",2023-02-26,7.96
"25954 _ 1 _ 2023",2023-02-26,7.09
"29121 _ 1 _ 2023",2023-02-26,8.56
"29121 _ 1 _ 2024",2023-02-26,8.56
"29122 _ 1 _ 2023",2023-02-26,8.56
"29122 _ 1 _ 2024",2023-02-26,8.44
"29123 _ 1 _ 2023",2023-02-26,8.56
"29123 _ 1 _ 2024",2023-02-26,8.56
"29429 _ 1 _ 2023",2023-02-26,9.2
"29429 _ 1 _ 2024",2023-02-26,9.2
"29431 _ 1 _ 2023",2023-02-26,8.44
"29431 _ 1 _ 2024",2023-02-26,8.44
"29889 _ 1 _ 2023",2023-02-26,9.2
"29889 _ 1 _ 2024",2023-02-26,9.2
"33628 _ 1 _ 2023",2023-02-26,7.45
"33628 _ 1 _ 2024",2023-02-26,7.45
"33651 _ 1 _ 2023",2023-02-26,7.29
"33651 _ 1 _ 2024",2023-02-26,7.29
"33689 _ 1 _ 2023",2023-02-26,10.27
"33689 _ 1 _ 2024",2023-02-26,10.27
"33754 _ 1 _ 2023",2023-02-26,6.49
"33810 _ 1 _ 2023",2023-02-26,14.95
"33810 _ 1 _ 2024",2023-02-26,10.27
"34007 _ 1 _ 2023",2023-02-26,9.57
"34007 _ 1 _ 2024",2023-02-26,9.57
"34017 _ 1 _ 2023",2023-02-26,5.35
"34017 _ 1 _ 2024",2023-02-26,5.35
"408143 _ 1 _ 2023",2023-02-26,6.84
"408143 _ 1 _ 2024",2023-02-26,6.84
"408161 _ 1 _ 2023",2023-02-26,6.84
"408162 _ 1 _ 2023",2023-02-26,10.27
"408162 _ 1 _ 2024",2023-02-26,10.27
"408178 _ 1 _ 2023",2023-02-26,7.29
"408178 _ 1 _ 2024",2023-02-26,7.29
"408178 _ 2 _ 2023",2023-02-26,7.29
"408178 _ 2 _ 2024",2023-02-26,7.29
"408180 _ 1 _ 2023",2023-02-26,7.29
"408180 _ 1 _ 2024",2023-02-26,7.29
"9757 _ 1 _ 2023",2023-02-26,7.45
"9757 _ 1 _ 2024",2023-02-26,7.45
"10024 _ 1 _ 2023",2023-02-27,8.93
"10024 _ 1 _ 2024",2023-02-27,11.85
"10078 _ 1 _ 2023",2023-02-27,11.85
"10078 _ 1 _ 2024",2023-02-27,11.85
"10153 _ 1 _ 2023",2023-02-27,26.4
"10153 _ 1 _ 2024",2023-02-27,26.4
"10185 _ 1 _ 2023",2023-02-27,20.92
"10185 _ 1 _ 2024",2023-02-27,20.92
"10258 _ 1 _ 2023",2023-02-27,12.67
"10302 _ 1 _ 2023",2023-02-27,17.32
"10302 _ 1 _ 2024",2023-02-27,17.32
"10399 _ 1 _ 2023",2023-02-27,22.54
"10399 _ 1 _ 2024",2023-02-27,22.54
"10403 _ 1 _ 2023",2023-02-27,18.6
"10403 _ 1 _ 2024",2023-02-27,18.6
"10422 _ 1 _ 2023",2023-02-27,11.85
"10422 _ 1 _ 2024",2023-02-27,11.85
"10422 _ 2 _ 2024",2023-02-27,11.85
"10439 _ 1 _ 2023",2023-02-27,26.4
"10439 _ 1 _ 2024",2023-02-27,26.4
"10444 _ 1 _ 2023",2023-02-27,18.6
"10444 _ 1 _ 2024",2023-02-27,18.6
"10463 _ 1 _ 2024",2023-02-27,11.85
"10467 _ 1 _ 2023",2023-02-27,11.85
"10467 _ 1 _ 2024",2023-02-27,11.85
"10471 _ 1 _ 2024",2023-02-27,11.85
"10471 _ 2 _ 2024",2023-02-27,11.85
"10488 _ 1 _ 2023",2023-02-27,18.6
"10498 _ 1 _ 2023",2023-02-27,23.49
"10506 _ 1 _ 2023",2023-02-27,11.85
"10506 _ 1 _ 2024",2023-02-27,11.85
"10550 _ 1 _ 2023",2023-02-27,11.85
"10553 _ 1 _ 2023",2023-02-27,23.49
"10597 _ 1 _ 2023",2023-02-27,20.92
"10597 _ 1 _ 2024",2023-02-27,20.92
"10956 _ 1 _ 2023",2023-02-27,11.85
"10956 _ 1 _ 2024",2023-02-27,11.85
"10963 _ 1 _ 2023",2023-02-27,18.6
"10965 _ 1 _ 2023",2023-02-27,23.49
"10968 _ 1 _ 2023",2023-02-27,22.54
"10968 _ 1 _ 2024",2023-02-27,22.54
"11079 _ 1 _ 2023",2023-02-27,12.67
"11081 _ 1 _ 2024",2023-02-27,12.67
"11084 _ 1 _ 2024",2023-02-27,12.67
"12033 _ 1 _ 2023",2023-02-27,16.67
"12033 _ 1 _ 2024",2023-02-27,16.67
"12098 _ 1 _ 2023",2023-02-27,12.65
"12098 _ 1 _ 2024",2023-02-27,4.91
"12213 _ 1 _ 2023",2023-02-27,8.5
"12213 _ 1 _ 2024",2023-02-27,8.5
"12239 _ 1 _ 2023",2023-02-27,8.5
"12239 _ 1 _ 2024",2023-02-27,8.5
"12349 _ 1 _ 2023",2023-02-27,12.65
"12349 _ 1 _ 2024",2023-02-27,12.65
"12351 _ 1 _ 2023",2023-02-27,8.05
"12362 _ 1 _ 2023",2023-02-27,13.02
"12362 _ 1 _ 2024",2023-02-27,13.02
"12364 _ 1 _ 2023",2023-02-27,13.02
"12364 _ 1 _ 2024",2023-02-27,13.02
"12392 _ 1 _ 2023",2023-02-27,22.46
"12421 _ 1 _ 2023",2023-02-27,15.15
"12421 _ 1 _ 2024",2023-02-27,15.15
"12441 _ 1 _ 2023",2023-02-27,18.21
"12441 _ 1 _ 2024",2023-02-27,18.21
"12560 _ 1 _ 2023",2023-02-27,12.02
"12560 _ 1 _ 2024",2023-02-27,12.02
"12776 _ 1 _ 2024",2023-02-27,12.02
"12804 _ 1 _ 2023",2023-02-27,12.65
"12804 _ 1 _ 2024",2023-02-27,12.65
"12805 _ 1 _ 2023",2023-02-27,12.65
"12805 _ 1 _ 2024",2023-02-27,12.65
"12806 _ 1 _ 2024",2023-02-27,13.71
"13924 _ 1 _ 2023",2023-02-27,8.79
"13924 _ 1 _ 2024",2023-02-27,8.79
"15562 _ 1 _ 2023",2023-02-27,9.32
"15562 _ 1 _ 2024",2023-02-27,9.32
"16804 _ 1 _ 2023",2023-02-27,16.31
"20039 _ 1 _ 2023",2023-02-27,19.3
"20039 _ 1 _ 2024",2023-02-27,19.3
"20053 _ 1 _ 2023",2023-02-27,19.3
"20053 _ 1 _ 2024",2023-02-27,19.3
"20550 _ 1 _ 2023",2023-02-27,9.72
"20550 _ 1 _ 2024",2023-02-27,9.72
"20616 _ 1 _ 2023",2023-02-27,6.76
"20616 _ 1 _ 2024",2023-02-27,6.76
"20626 _ 1 _ 2024",2023-02-27,12.5
"21026 _ 1 _ 2023",2023-02-27,14.42
"21159 _ 1 _ 2023",2023-02-27,14.42
"25954 _ 1 _ 2023",2023-02-27,12.25
"29121 _ 1 _ 2023",2023-02-27,7.16
"29121 _ 1 _ 2024",2023-02-27,7.16
"29122 _ 1 _ 2023",2023-02-27,7.16
"29122 _ 1 _ 2024",2023-02-27,8.89
"29123 _ 1 _ 2023",2023-02-27,7.16
"29123 _ 1 _ 2024",2023-02-27,7.16
"29429 _ 1 _ 2023",2023-02-27,9.72
"29429 _ 1 _ 2024",2023-02-27,9.72
"29431 _ 1 _ 2023",2023-02-27,8.89
"29431 _ 1 _ 2024",2023-02-27,8.89
"29889 _ 1 _ 2023",2023-02-27,9.72
"29889 _ 1 _ 2024",2023-02-27,9.72
"33628 _ 1 _ 2023",2023-02-27,12.66
"33628 _ 1 _ 2024",2023-02-27,12.66
"33651 _ 1 _ 2023",2023-02-27,13.31
"33651 _ 1 _ 2024",2023-02-27,13.31
"33689 _ 1 _ 2023",2023-02-27,17.32
"33689 _ 1 _ 2024",2023-02-27,17.32
"33754 _ 1 _ 2023",2023-02-27,10.59
"33810 _ 1 _ 2023",2023-02-27,26.4
"33810 _ 1 _ 2024",2023-02-27,17.32
"34007 _ 1 _ 2023",2023-02-27,18.39
"34007 _ 1 _ 2024",2023-02-27,18.39
"34017 _ 1 _ 2023",2023-02-27,5.61
"34017 _ 1 _ 2024",2023-02-27,5.61
"408143 _ 1 _ 2023",2023-02-27,11.82
"408143 _ 1 _ 2024",2023-02-27,11.82
"408161 _ 1 _ 2023",2023-02-27,11.82
"408162 _ 1 _ 2023",2023-02-27,17.32
"408162 _ 1 _ 2024",2023-02-27,17.32
"408178 _ 1 _ 2023",2023-02-27,13.31
"408178 _ 1 _ 2024",2023-02-27,13.31
"408178 _ 2 _ 2023",2023-02-27,13.31
"408178 _ 2 _ 2024",2023-02-27,13.31
"408180 _ 1 _ 2023",2023-02-27,13.31
"408180 _ 1 _ 2024",2023-02-27,13.31
"9757 _ 1 _ 2023",2023-02-27,12.66
"9757 _ 1 _ 2024",2023-02-27,12.66
"10024 _ 1 _ 2023",2023-02-28,6
"10024 _ 1 _ 2024",2023-02-28,6.97
"10078 _ 1 _ 2023",2023-02-28,6.97
"10078 _ 1 _ 2024",2023-02-28,6.97
"10153 _ 1 _ 2023",2023-02-28,9.22
"10153 _ 1 _ 2024",2023-02-28,9.22
"10185 _ 1 _ 2023",2023-02-28,8.85
"10185 _ 1 _ 2024",2023-02-28,8.85
"10258 _ 1 _ 2023",2023-02-28,8.39
"10302 _ 1 _ 2023",2023-02-28,6.7
"10302 _ 1 _ 2024",2023-02-28,6.7
"10399 _ 1 _ 2023",2023-02-28,12.03
"10399 _ 1 _ 2024",2023-02-28,12.03
"10403 _ 1 _ 2023",2023-02-28,9.44
"10403 _ 1 _ 2024",2023-02-28,9.44
"10422 _ 1 _ 2023",2023-02-28,6.97
"10422 _ 1 _ 2024",2023-02-28,6.97
"10422 _ 2 _ 2024",2023-02-28,6.97
"10439 _ 1 _ 2023",2023-02-28,9.22
"10439 _ 1 _ 2024",2023-02-28,9.22
"10444 _ 1 _ 2023",2023-02-28,9.44
"10444 _ 1 _ 2024",2023-02-28,9.44
"10463 _ 1 _ 2024",2023-02-28,6.97
"10467 _ 1 _ 2023",2023-02-28,6.97
"10467 _ 1 _ 2024",2023-02-28,6.97
"10471 _ 1 _ 2024",2023-02-28,6.97
"10471 _ 2 _ 2024",2023-02-28,6.97
"10488 _ 1 _ 2023",2023-02-28,9.44
