"site_id","subplot","counts"
"33689 _ 1 _ 2023",1,0
"33689 _ 1 _ 2023",2,0
"33689 _ 1 _ 2023",3,0
"33689 _ 1 _ 2023",4,0
"33689 _ 1 _ 2023",5,0
"33689 _ 1 _ 2023",6,0
"33689 _ 1 _ 2023",7,0
"33689 _ 1 _ 2024",1,0
"33689 _ 1 _ 2024",2,0
"33689 _ 1 _ 2024",3,0
"33689 _ 1 _ 2024",4,0
"33689 _ 1 _ 2024",5,0
"33689 _ 1 _ 2024",6,0
"33689 _ 1 _ 2024",7,1
"33754 _ 1 _ 2023",1,0
"33754 _ 1 _ 2023",2,0
"33754 _ 1 _ 2023",3,0
"33754 _ 1 _ 2023",4,0
"33754 _ 1 _ 2023",5,0
"33754 _ 1 _ 2023",6,1
"33754 _ 1 _ 2023",7,0
"33810 _ 1 _ 2023",1,0
"33810 _ 1 _ 2023",2,0
"33810 _ 1 _ 2023",3,0
"33810 _ 1 _ 2023",4,1
"33810 _ 1 _ 2023",5,0
"33810 _ 1 _ 2023",6,0
"33810 _ 1 _ 2023",7,1
"33810 _ 1 _ 2024",1,1
"33810 _ 1 _ 2024",2,0
"33810 _ 1 _ 2024",3,0
"33810 _ 1 _ 2024",4,0
"33810 _ 1 _ 2024",5,0
"33810 _ 1 _ 2024",6,0
"33810 _ 1 _ 2024",7,1
"34007 _ 1 _ 2023",1,0
"34007 _ 1 _ 2023",2,5
"34007 _ 1 _ 2023",3,0
"34007 _ 1 _ 2023",4,1
"34007 _ 1 _ 2023",5,0
"34007 _ 1 _ 2023",6,2
"34007 _ 1 _ 2023",7,0
"34007 _ 1 _ 2024",1,0
"34007 _ 1 _ 2024",2,1
"34007 _ 1 _ 2024",3,0
"34007 _ 1 _ 2024",4,0
"34007 _ 1 _ 2024",5,0
"34007 _ 1 _ 2024",6,0
"34007 _ 1 _ 2024",7,2
"34017 _ 1 _ 2023",1,0
"34017 _ 1 _ 2023",2,0
"34017 _ 1 _ 2023",3,0
"34017 _ 1 _ 2023",4,0
"34017 _ 1 _ 2023",5,0
"34017 _ 1 _ 2023",6,0
"34017 _ 1 _ 2023",7,0
"34017 _ 1 _ 2024",1,0
"34017 _ 1 _ 2024",2,0
"34017 _ 1 _ 2024",3,0
"34017 _ 1 _ 2024",4,0
"34017 _ 1 _ 2024",5,0
"34017 _ 1 _ 2024",6,0
"34017 _ 1 _ 2024",7,0
"408143 _ 1 _ 2023",1,0
"408143 _ 1 _ 2023",2,0
"408143 _ 1 _ 2023",3,0
"408143 _ 1 _ 2023",4,0
"408143 _ 1 _ 2023",5,1
"408143 _ 1 _ 2023",6,0
"408143 _ 1 _ 2023",7,0
"408143 _ 1 _ 2024",1,0
"408143 _ 1 _ 2024",2,0
"408143 _ 1 _ 2024",3,0
"408143 _ 1 _ 2024",4,0
"408143 _ 1 _ 2024",5,0
"408143 _ 1 _ 2024",6,0
"408143 _ 1 _ 2024",7,0
"408161 _ 1 _ 2023",1,0
"408161 _ 1 _ 2023",2,0
"408161 _ 1 _ 2023",3,0
"408161 _ 1 _ 2023",4,0
"408161 _ 1 _ 2023",5,0
"408161 _ 1 _ 2023",6,0
"408161 _ 1 _ 2023",7,0
"408162 _ 1 _ 2023",1,0
"408162 _ 1 _ 2023",2,0
"408162 _ 1 _ 2023",3,3
"408162 _ 1 _ 2023",4,1
"408162 _ 1 _ 2023",5,1
"408162 _ 1 _ 2023",6,0
"408162 _ 1 _ 2023",7,0
"408162 _ 1 _ 2024",1,2
"408162 _ 1 _ 2024",2,4
"408162 _ 1 _ 2024",3,0
"408162 _ 1 _ 2024",4,2
"408162 _ 1 _ 2024",5,0
"408162 _ 1 _ 2024",6,0
"408162 _ 1 _ 2024",7,2
"408178 _ 1 _ 2023",1,0
"408178 _ 1 _ 2023",2,0
"408178 _ 1 _ 2023",3,0
"408178 _ 1 _ 2023",4,0
"408178 _ 1 _ 2023",5,1
"408178 _ 1 _ 2023",6,0
"408178 _ 1 _ 2023",7,0
"408178 _ 1 _ 2024",1,0
"408178 _ 1 _ 2024",2,0
"408178 _ 1 _ 2024",3,0
"408178 _ 1 _ 2024",4,0
"408178 _ 1 _ 2024",5,0
"408178 _ 1 _ 2024",6,0
"408178 _ 1 _ 2024",7,0
"408178 _ 2 _ 2023",1,0
"408178 _ 2 _ 2023",2,0
"408178 _ 2 _ 2023",3,0
"408178 _ 2 _ 2023",4,0
"408178 _ 2 _ 2023",5,1
"408178 _ 2 _ 2023",6,1
"408178 _ 2 _ 2023",7,0
"408178 _ 2 _ 2024",1,1
"408178 _ 2 _ 2024",2,0
"408178 _ 2 _ 2024",3,0
"408178 _ 2 _ 2024",4,0
"408178 _ 2 _ 2024",5,0
"408178 _ 2 _ 2024",6,0
"408178 _ 2 _ 2024",7,1
"408180 _ 1 _ 2023",1,1
"408180 _ 1 _ 2023",2,0
"408180 _ 1 _ 2023",3,0
"408180 _ 1 _ 2023",4,0
"408180 _ 1 _ 2023",5,0
"408180 _ 1 _ 2023",6,0
"408180 _ 1 _ 2023",7,1
"408180 _ 1 _ 2024",1,1
"408180 _ 1 _ 2024",2,0
"408180 _ 1 _ 2024",3,2
"408180 _ 1 _ 2024",4,0
"408180 _ 1 _ 2024",5,0
"408180 _ 1 _ 2024",6,0
"408180 _ 1 _ 2024",7,0
"9757 _ 1 _ 2023",1,0
"9757 _ 1 _ 2023",2,0
"9757 _ 1 _ 2023",3,0
"9757 _ 1 _ 2023",4,0
"9757 _ 1 _ 2023",5,0
"9757 _ 1 _ 2023",6,0
"9757 _ 1 _ 2023",7,1
"9757 _ 1 _ 2024",1,0
"9757 _ 1 _ 2024",2,0
"9757 _ 1 _ 2024",3,0
"9757 _ 1 _ 2024",4,1
"9757 _ 1 _ 2024",5,0
"9757 _ 1 _ 2024",6,0
"9757 _ 1 _ 2024",7,0
