"plot_id","site_id","landowner","tree_farm","stand","subplot","trt","year","date","date_mdy","lat","long","weather","elev","temp","hum","canopy_cov","veg_cov","dwd_cov","fwd_cov","soil_moist_avg","obs","PLDU","ENES","OSS","TAGR","AMGR","ANFE"
"10422 _ 1 _ 2024 _ 4","10422 _ 1 _ 2024","WY","CL",10422,4,"BS",2024,"4/9/2024",2024-04-09,45.076917,122.421273,"PC",1445,62.1,67.2,0,4,2,4,25.33,"SLG",0,0,1,0,0,0
"10422 _ 1 _ 2024 _ 5","10422 _ 1 _ 2024","WY","CL",10422,5,"BS",2024,"4/9/2024",2024-04-09,45.077235,122.421081,"PC",1445,62.1,67.2,0,3,3,3,28.1,"JW",0,0,2,0,0,0
"10422 _ 1 _ 2024 _ 6","10422 _ 1 _ 2024","WY","CL",10422,6,"BS",2024,"4/9/2024",2024-04-09,45.077248,122.420651,"SU",1445,62.1,67.2,0,3,1,1,29.33,"JW",0,0,0,0,0,0
"10422 _ 1 _ 2024 _ 7","10422 _ 1 _ 2024","WY","CL",10422,7,"BS",2024,"4/9/2024",2024-04-09,45.077102,122.420254,"SU",1445,62.1,67.2,0,3,2,3,27.63,"JW",0,0,0,0,0,0
"10422 _ 2 _ 2024 _ 1","10422 _ 2 _ 2024","WY","CL",10422,1,"BS",2024,"5/27/2024",2024-05-27,45.074366,122.414007,"PC",1761,70.4,54.7,0,3,2,3,17,"SLG",0,0,0,0,0,0
"10422 _ 2 _ 2024 _ 2","10422 _ 2 _ 2024","WY","CL",10422,2,"BS",2024,"5/27/2024",2024-05-27,45.074147,122.413591,"SU",1761,70.4,54.7,0,3,2,3,23.7,"SLG",0,0,0,0,0,0
"10422 _ 2 _ 2024 _ 3","10422 _ 2 _ 2024","WY","CL",10422,3,"BS",2024,"5/27/2024",2024-05-27,45.074134,122.414036,"PC",1761,70.4,54.7,0,4,3,4,17.03,"RMM",0,0,0,0,0,0
"10422 _ 2 _ 2024 _ 4","10422 _ 2 _ 2024","WY","CL",10422,4,"BS",2024,"5/27/2024",2024-05-27,45.074219,122.414352,"PC",1761,70.4,54.7,0,4,3,3,16.47,"RMM",0,0,0,0,0,0
"10422 _ 2 _ 2024 _ 5","10422 _ 2 _ 2024","WY","CL",10422,5,"BS",2024,"5/27/2024",2024-05-27,45.074638,122.41444,"SU",1761,70.4,54.7,0,4,1,2,27.47,"JW",0,0,0,0,0,0
"10422 _ 2 _ 2024 _ 6","10422 _ 2 _ 2024","WY","CL",10422,6,"BS",2024,"5/27/2024",2024-05-27,45.074626,122.413936,"SU",1761,70.4,54.7,0,3,2,2,29.27,"JW",0,0,0,0,0,0
"10422 _ 2 _ 2024 _ 7","10422 _ 2 _ 2024","WY","CL",10422,7,"BS",2024,"5/27/2024",2024-05-27,45.074436,122.413595,"SU",1761,70.4,54.7,0,3,2,4,30.27,"JW",0,0,0,0,0,0
"10439 _ 1 _ 2023 _ 1","10439 _ 1 _ 2023","BLM","CL",10439,1,"UU",2023,"5/4/2023",2023-05-04,45.141325,122.350265,"R",2812,44.8,100,4,2,3,1,25.96666667,NA,0,0,1,0,0,0
"10439 _ 1 _ 2023 _ 2","10439 _ 1 _ 2023","BLM","CL",10439,2,"UU",2023,"5/4/2023",2023-05-04,45.1409,122.350091,"R",2761,44.3,100,4,1,3,2,19.76666667,NA,0,0,0,0,0,0
"10439 _ 1 _ 2023 _ 3","10439 _ 1 _ 2023","BLM","CL",10439,3,"UU",2023,"5/4/2023",2023-05-04,45.14094,122.350611,"R",2720,44.5,99.5,4,1,2,4,19.63333333,NA,0,1,1,0,0,0
"10439 _ 1 _ 2023 _ 4","10439 _ 1 _ 2023","BLM","CL",10439,4,"UU",2023,"5/4/2023",2023-05-04,45.141264,122.350761,"R",2759,45,99.8,3,1,2,4,27.36666667,NA,0,0,0,0,0,0
"10439 _ 1 _ 2023 _ 5","10439 _ 1 _ 2023","BLM","CL",10439,5,"UU",2023,"5/4/2023",2023-05-04,45.141539,122.350516,"C",2808,46.3,95.4,2,1,2,4,28.56666667,NA,0,0,2,0,0,0
"10439 _ 1 _ 2023 _ 6","10439 _ 1 _ 2023","BLM","CL",10439,6,"UU",2023,"5/4/2023",2023-05-04,45.14148,122.35032,"R",2778,46,100,4,4,1,1,31.3,NA,0,0,0,0,0,0
"10439 _ 1 _ 2023 _ 7","10439 _ 1 _ 2023","BLM","CL",10439,7,"UU",2023,"5/4/2023",2023-05-04,45.14109,122.34996,"R",2802,43.8,100,4,1,1,3,24.63333333,NA,0,0,1,0,0,0
"10439 _ 1 _ 2024 _ 1","10439 _ 1 _ 2024","BLM","CL",10439,1,"UU",2024,"4/25/2024",2024-04-25,45.138558,122.352261,"R",2791,43,88.8,4,2,2,3,12.93,"RMM",0,0,0,0,0,0
"10439 _ 1 _ 2024 _ 2","10439 _ 1 _ 2024","BLM","CL",10439,2,"UU",2024,"4/25/2024",2024-04-25,45.13861,122.351988,"R",2791,43,88.8,4,3,2,3,13.47,"RMM",0,0,0,0,0,0
"10439 _ 1 _ 2024 _ 3","10439 _ 1 _ 2024","BLM","CL",10439,3,"UU",2024,"4/25/2024",2024-04-25,45.138138,122.351971,"R",2791,43,88.8,3,1,1,2,14.57,"JW",0,0,2,0,0,0
"10439 _ 1 _ 2024 _ 4","10439 _ 1 _ 2024","BLM","CL",10439,4,"UU",2024,"4/25/2024",2024-04-25,45.137975,122.352277,"R",2791,43,88.8,3,1,1,1,12.37,"JW",0,0,2,0,0,0
"10439 _ 1 _ 2024 _ 5","10439 _ 1 _ 2024","BLM","CL",10439,5,"UU",2024,"4/25/2024",2024-04-25,45.137963,122.352751,"R",2791,43,88.8,4,1,2,3,10.8,"SLG",0,0,0,0,0,0
"10439 _ 1 _ 2024 _ 6","10439 _ 1 _ 2024","BLM","CL",10439,6,"UU",2024,"4/25/2024",2024-04-25,45.138371,122.352664,"R",2791,43,88.8,3,2,3,3,15.57,"SLG",0,1,2,0,0,0
"10439 _ 1 _ 2024 _ 7","10439 _ 1 _ 2024","BLM","CL",10439,7,"UU",2024,"4/25/2024",2024-04-25,45.138848,122.352378,"R",2791,43,88.8,4,3,2,3,18.67,"SLG",0,3,2,0,0,0
"10444 _ 1 _ 2023 _ 1","10444 _ 1 _ 2023","WY","CL",10444,1,"HU",2023,"3/22/2023",2023-03-22,45.04747,122.4257,"S",2172,47.3,53.6,0,1,1,4,20.93333333,NA,0,0,0,0,0,0
"10444 _ 1 _ 2023 _ 2","10444 _ 1 _ 2023","WY","CL",10444,2,"HU",2023,"3/22/2023",2023-03-22,45.0476,122.42527,"S",2185,50.4,54.8,0,1,1,4,19.83333333,NA,0,0,0,0,0,0
"10444 _ 1 _ 2023 _ 3","10444 _ 1 _ 2023","WY","CL",10444,3,"HU",2023,"3/22/2023",2023-03-22,45.047355,122.425299,"S",2159,53.3,55.4,0,1,1,4,19.13333333,NA,0,0,0,0,0,0
"10444 _ 1 _ 2023 _ 4","10444 _ 1 _ 2023","WY","CL",10444,4,"HU",2023,"3/22/2023",2023-03-22,45.047157,122.425789,"S",2165,48,63.4,0,1,0,4,18.46666667,NA,0,0,0,0,0,0
"10444 _ 1 _ 2023 _ 5","10444 _ 1 _ 2023","WY","CL",10444,5,"HU",2023,"3/22/2023",2023-03-22,45.04745,122.42603,"S",2125,50.2,55.5,0,1,2,4,19.66666667,NA,0,0,1,0,0,0
"10444 _ 1 _ 2023 _ 6","10444 _ 1 _ 2023","WY","CL",10444,6,"HU",2023,"3/22/2023",2023-03-22,45.04761,122.42603,"S",2131,51.8,52.6,0,1,1,4,25.3,NA,0,0,0,0,0,0
"10444 _ 1 _ 2023 _ 7","10444 _ 1 _ 2023","WY","CL",10444,7,"HU",2023,"3/22/2023",2023-03-22,45.04781,122.42561,"S",2180,52.8,53.1,0,1,1,4,14.1,NA,0,0,0,0,0,0
"10444 _ 1 _ 2024 _ 1","10444 _ 1 _ 2024","WY","CL",10444,1,"HU",2024,"5/15/2024",2024-05-15,45.04662,122.424056,"SU",2151,70.8,50.7,0,3,2,1,10.63,"JW",0,0,1,0,0,0
"10444 _ 1 _ 2024 _ 2","10444 _ 1 _ 2024","WY","CL",10444,2,"HU",2024,"5/15/2024",2024-05-15,45.046975,122.423971,"SU",2151,70.8,50.7,0,3,1,1,6.4,"LS",0,0,0,0,0,0
"10444 _ 1 _ 2024 _ 3","10444 _ 1 _ 2024","WY","CL",10444,3,"HU",2024,"5/15/2024",2024-05-15,45.046732,122.423327,"SU",2151,70.8,50.7,0,4,2,4,5.57,"RMM",0,0,0,0,0,0
"10444 _ 1 _ 2024 _ 4","10444 _ 1 _ 2024","WY","CL",10444,4,"HU",2024,"5/15/2024",2024-05-15,45.046478,122.423571,"SU",2151,70.8,50.7,0,4,2,3,10.13,"RMM",0,0,0,0,0,0
"10444 _ 1 _ 2024 _ 5","10444 _ 1 _ 2024","WY","CL",10444,5,"HU",2024,"5/15/2024",2024-05-15,45.046251,122.424065,"SU",2151,70.8,50.7,0,3,2,3,7.87,"SLG",0,0,0,0,0,0
"10444 _ 1 _ 2024 _ 6","10444 _ 1 _ 2024","WY","CL",10444,6,"HU",2024,"5/15/2024",2024-05-15,45.046501,122.42458,"SU",2151,70.8,50.7,0,4,2,4,7.63,"SLG",0,0,0,0,0,0
"10444 _ 1 _ 2024 _ 7","10444 _ 1 _ 2024","WY","CL",10444,7,"HU",2024,"5/15/2024",2024-05-15,45.046828,122.4246,"PC",2151,70.8,50.7,0,4,3,4,7.73,"SLG",0,0,1,0,0,0
"10463 _ 1 _ 2024 _ 1","10463 _ 1 _ 2024","WY","CL",10463,1,"BS",2024,"4/9/2024",2024-04-09,45.0787,122.419151,"PC",1388,55.2,64.4,0,4,3,3,28.7,"SLG",0,0,0,0,0,0
"10463 _ 1 _ 2024 _ 2","10463 _ 1 _ 2024","WY","CL",10463,2,"BS",2024,"4/9/2024",2024-04-09,45.078493,122.418927,"PC",1388,55.2,64.4,0,4,3,4,22.43,"SLG",0,0,0,0,0,0
"10463 _ 1 _ 2024 _ 3","10463 _ 1 _ 2024","WY","CL",10463,3,"BS",2024,"4/9/2024",2024-04-09,45.078426,122.419327,"SU",1388,55.2,64.4,0,2,1,4,41.77,"JW",0,0,1,0,0,0
"10463 _ 1 _ 2024 _ 4","10463 _ 1 _ 2024","WY","CL",10463,4,"BS",2024,"4/9/2024",2024-04-09,45.078418,122.419919,"PC",1388,55.2,64.4,0,4,1,2,36.93,"JW",0,0,0,0,0,0
"10463 _ 1 _ 2024 _ 5","10463 _ 1 _ 2024","WY","CL",10463,5,"BS",2024,"4/9/2024",2024-04-09,45.078903,122.419604,"C",1388,55.2,64.4,0,3,2,3,31.13,"RMM",0,0,0,0,0,0
"10463 _ 1 _ 2024 _ 6","10463 _ 1 _ 2024","WY","CL",10463,6,"BS",2024,"4/9/2024",2024-04-09,45.07896,122.419183,"PC",1388,55.2,64.4,0,4,2,4,26.53,"RMM",0,0,0,0,0,0
"10463 _ 1 _ 2024 _ 7","10463 _ 1 _ 2024","WY","CL",10463,7,"BS",2024,"4/9/2024",2024-04-09,45.078766,122.418871,"PC",1388,55.2,64.4,0,4,2,2,29.9,"RMM",0,0,0,0,0,0
"10467 _ 1 _ 2023 _ 1","10467 _ 1 _ 2023","WY","CL",10467,1,"HB",2023,"3/14/2023",2023-03-14,45.079726,122.410628,"PC",1550.98,32.3,94.8,0,1,1,1,30.96666667,NA,0,0,0,0,0,0
"10467 _ 1 _ 2023 _ 2","10467 _ 1 _ 2023","WY","CL",10467,2,"HB",2023,"3/14/2023",2023-03-14,45.079585,122.410308,"PC",1550.98,34.5,93.2,0,3,1,1,27.9,NA,0,0,0,0,0,0
"10467 _ 1 _ 2023 _ 3","10467 _ 1 _ 2023","WY","CL",10467,3,"HB",2023,"3/14/2023",2023-03-14,45.0749142,122.410755,"PC",1550.98,34,85,0,3,1,1,31.33333333,NA,0,0,0,0,0,0
"10467 _ 1 _ 2023 _ 4","10467 _ 1 _ 2023","WY","CL",10467,4,"HB",2023,"3/14/2023",2023-03-14,45.0796,122.41102,"PC",1550.98,31.2,92.4,0,4,1,1,27.73333333,NA,0,0,0,0,0,0
"10467 _ 1 _ 2023 _ 5","10467 _ 1 _ 2023","WY","CL",10467,5,"HB",2023,"3/14/2023",2023-03-14,45.079878,122.411029,"PC",1550.98,31.7,86.8,0,2,1,1,25.06666667,NA,0,0,0,0,0,0
"10467 _ 1 _ 2023 _ 6","10467 _ 1 _ 2023","WY","CL",10467,6,"HB",2023,"3/14/2023",2023-03-14,45.080006,122.410608,"PC",1550.98,33.5,85.9,0,4,1,1,29.26666667,NA,0,0,0,0,0,0
"10467 _ 1 _ 2023 _ 7","10467 _ 1 _ 2023","WY","CL",10467,7,"HB",2023,"3/14/2023",2023-03-14,45.079881,122.410216,"PC",1550.98,34.4,86.4,0,3,1,1,30.46666667,NA,0,0,0,0,0,0
"10467 _ 1 _ 2024 _ 1","10467 _ 1 _ 2024","WY","CL",10467,1,"HB",2024,"4/9/2024",2024-04-09,45.078123,122.414782,"PC",1523,53.5,59.7,0,4,1,1,19.57,"JW",0,0,1,0,0,0
"10467 _ 1 _ 2024 _ 2","10467 _ 1 _ 2024","WY","CL",10467,2,"HB",2024,"4/9/2024",2024-04-09,45.07797,122.414462,"PC",1523,53.5,59.7,0,4,1,1,22.63,"JW",0,0,0,0,0,0
"10467 _ 1 _ 2024 _ 3","10467 _ 1 _ 2024","WY","CL",10467,3,"HB",2024,"4/9/2024",2024-04-09,45.077751,122.414738,"C",1523,53.5,59.7,0,4,1,1,23.13,"RMM",0,0,0,0,0,0
"10467 _ 1 _ 2024 _ 4","10467 _ 1 _ 2024","WY","CL",10467,4,"HB",2024,"4/9/2024",2024-04-09,45.077876,122.415081,"C",1523,53.5,59.7,0,4,1,1,24.8,"RMM",0,0,0,0,0,0
"10467 _ 1 _ 2024 _ 5","10467 _ 1 _ 2024","WY","CL",10467,5,"HB",2024,"4/9/2024",2024-04-09,45.078214,122.415197,"C",1523,53.5,59.7,0,3,1,1,25.77,"RMM",0,0,0,0,0,0
"10467 _ 1 _ 2024 _ 6","10467 _ 1 _ 2024","WY","CL",10467,6,"HB",2024,"4/9/2024",2024-04-09,45.078398,122.414891,"C",1523,53.5,59.7,0,4,2,1,26.23,"SLG",0,0,0,0,0,0
"10467 _ 1 _ 2024 _ 7","10467 _ 1 _ 2024","WY","CL",10467,7,"HB",2024,"4/9/2024",2024-04-09,45.078316,122.414516,"C",1523,53.5,59.7,0,3,1,1,25.47,"SLG",0,0,0,0,0,0
"10471 _ 1 _ 2024 _ 1","10471 _ 1 _ 2024","WY","NC",10471,1,"BS",2024,"5/27/2024",2024-05-27,45.078283,122.399109,"PC",2140,55.6,78.4,0,4,3,1,30.8,"RMM",0,0,0,0,0,0
"10471 _ 1 _ 2024 _ 2","10471 _ 1 _ 2024","WY","NC",10471,2,"BS",2024,"5/27/2024",2024-05-27,45.078133,122.399582,"PC",2140,55.6,78.4,0,4,2,1,21.03,"RMM",0,0,0,0,0,0
"10471 _ 1 _ 2024 _ 3","10471 _ 1 _ 2024","WY","NC",10471,3,"BS",2024,"5/27/2024",2024-05-27,45.07848,122.39945,"PC",2140,55.6,78.4,0,3,3,2,31.77,"SLG",0,0,1,0,0,0
"10471 _ 1 _ 2024 _ 4","10471 _ 1 _ 2024","WY","NC",10471,4,"BS",2024,"5/27/2024",2024-05-27,45.078493,122.398752,"PC",2140,55.6,78.4,0,4,3,1,38.1,"SLG",0,0,0,0,0,0
"10471 _ 1 _ 2024 _ 5","10471 _ 1 _ 2024","WY","NC",10471,5,"BS",2024,"5/27/2024",2024-05-27,45.078308,122.398321,"SU",2140,55.6,78.4,0,2,2,2,22.97,"JW",0,0,0,0,0,0
"10471 _ 1 _ 2024 _ 6","10471 _ 1 _ 2024","WY","NC",10471,6,"BS",2024,"5/27/2024",2024-05-27,45.078095,122.398655,"SU",2140,55.6,78.4,0,3,1,1,23.07,"JW",0,0,0,0,0,0
"10471 _ 1 _ 2024 _ 7","10471 _ 1 _ 2024","WY","NC",10471,7,"BS",2024,"5/27/2024",2024-05-27,45.077995,122.399204,"SU",2140,55.6,78.4,0,4,1,1,16.93,"JW",0,0,0,0,0,0
"10471 _ 2 _ 2024 _ 1","10471 _ 2 _ 2024","WY","NC",10471,1,"BS",2024,"5/27/2024",2024-05-27,45.077703,122.397192,"SU",2212,65.5,75.4,0,3,1,3,16.2,"JW",0,0,0,0,0,0
"10471 _ 2 _ 2024 _ 2","10471 _ 2 _ 2024","WY","NC",10471,2,"BS",2024,"5/27/2024",2024-05-27,45.07738,122.396961,"SU",2212,65.5,75.4,0,4,1,3,18.33,"JW",0,0,0,0,0,0
"10471 _ 2 _ 2024 _ 3","10471 _ 2 _ 2024","WY","NC",10471,3,"BS",2024,"5/27/2024",2024-05-27,45.077431,122.397537,"PC",2212,65.5,75.4,0,4,2,4,17.73,"RMM",0,0,0,0,0,0
"10471 _ 2 _ 2024 _ 4","10471 _ 2 _ 2024","WY","NC",10471,4,"BS",2024,"5/27/2024",2024-05-27,45.077746,122.397735,"PC",2212,65.5,75.4,0,3,4,3,17.63,"RMM",0,0,0,0,0,0
"10471 _ 2 _ 2024 _ 5","10471 _ 2 _ 2024","WY","NC",10471,5,"BS",2024,"5/27/2024",2024-05-27,45.078068,122.397294,"PC",2212,65.5,75.4,0,3,3,4,28.27,"SLG",0,0,0,0,0,0
"10471 _ 2 _ 2024 _ 6","10471 _ 2 _ 2024","WY","NC",10471,6,"BS",2024,"5/27/2024",2024-05-27,45.0779,122.396775,"PC",2212,65.5,75.4,0,3,3,3,20.9,"SLG",0,0,0,0,0,0
"10471 _ 2 _ 2024 _ 7","10471 _ 2 _ 2024","WY","NC",10471,7,"BS",2024,"5/27/2024",2024-05-27,45.07758,122.396625,"PC",2212,65.5,75.4,0,4,2,4,15.4,"SLG",0,0,1,0,0,0
"10488 _ 1 _ 2023 _ 1","10488 _ 1 _ 2023","WY","CL",10488,1,"HB",2023,"3/21/2023",2023-03-21,45.05027,122.40631,"S",2378,45.2,76.6,0,1,1,1,17.4,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023 _ 2","10488 _ 1 _ 2023","WY","CL",10488,2,"HB",2023,"3/21/2023",2023-03-21,45.05058,122.40639,"S",2370,47,60.5,0,1,1,1,14.76666667,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023 _ 3","10488 _ 1 _ 2023","WY","CL",10488,3,"HB",2023,"3/21/2023",2023-03-21,45.05057,122.40608,"S",2361,48.5,52.2,0,1,1,1,21.06666667,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023 _ 4","10488 _ 1 _ 2023","WY","CL",10488,4,"HB",2023,"3/21/2023",2023-03-21,45.05014,122.40591,"S",2346,43,79.5,0,1,1,1,20.9,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023 _ 5","10488 _ 1 _ 2023","WY","CL",10488,5,"HB",2023,"3/21/2023",2023-03-21,45.04998,122.40621,"S",2346,47.3,78.9,0,1,1,0,19.73333333,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023 _ 6","10488 _ 1 _ 2023","WY","CL",10488,6,"HB",2023,"3/21/2023",2023-03-21,45.05005,122.40658,"S",2338,54.2,62.7,0,1,1,1,22.3,NA,0,0,0,0,0,0
"10488 _ 1 _ 2023 _ 7","10488 _ 1 _ 2023","WY","CL",10488,7,"HB",2023,"3/21/2023",2023-03-21,45.05033,122.40676,"S",2375,50.2,63.6,0,1,1,1,14.36666667,NA,0,0,1,0,0,0
"10498 _ 1 _ 2023 _ 1","10498 _ 1 _ 2023","WY","CL",10498,1,"HB",2023,"5/10/2023",2023-05-10,45.043,122.37724,"S",2943,51.4,70.2,0,2,1,1,17.96666667,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023 _ 2","10498 _ 1 _ 2023","WY","CL",10498,2,"HB",2023,"5/10/2023",2023-05-10,45.04311,122.37684,"S",2962,50.9,80,0,3,1,1,24.43333333,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023 _ 3","10498 _ 1 _ 2023","WY","CL",10498,3,"HB",2023,"5/10/2023",2023-05-10,45.042828,122.376854,"S",2950,53.9,80.3,0,2,1,1,21.6,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023 _ 4","10498 _ 1 _ 2023","WY","CL",10498,4,"HB",2023,"5/10/2023",2023-05-10,45.042664,122.377114,"S",2901,50.8,76.3,0,3,1,1,25.06666667,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023 _ 5","10498 _ 1 _ 2023","WY","CL",10498,5,"HB",2023,"5/10/2023",2023-05-10,45.042739,122.377531,"S",2906,53.8,69.4,0,4,1,1,24.7,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023 _ 6","10498 _ 1 _ 2023","WY","CL",10498,6,"HB",2023,"5/10/2023",2023-05-10,45.04303,122.37759,"S",2920,52.2,72.9,0,3,2,1,21.5,NA,0,0,0,0,0,0
"10498 _ 1 _ 2023 _ 7","10498 _ 1 _ 2023","WY","CL",10498,7,"HB",2023,"5/10/2023",2023-05-10,45.04327,122.37729,"S",2935,50.7,73.1,0,3,2,1,27.2,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023 _ 1","10506 _ 1 _ 2023","WY","CL",10506,1,"BS",2023,"3/13/2023",2023-03-13,45.083879,122.422965,"R",1185.37,43,89.9,0,1,1,1,39.9,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023 _ 2","10506 _ 1 _ 2023","WY","CL",10506,2,"BS",2023,"3/13/2023",2023-03-13,45.083989,122.422676,"SN",1185.37,33.7,100,0,1,1,2,34.1,NA,0,0,1,0,0,0
"10506 _ 1 _ 2023 _ 3","10506 _ 1 _ 2023","WY","CL",10506,3,"BS",2023,"3/13/2023",2023-03-13,45.083636,122.422833,"R",1185.37,39.8,97.5,0,1,1,1,39.16666667,NA,0,0,1,0,0,0
"10506 _ 1 _ 2023 _ 4","10506 _ 1 _ 2023","WY","CL",10506,4,"BS",2023,"3/13/2023",2023-03-13,45.083653,122.422996,"R",1185.37,40.3,100,0,1,1,1,36.63333333,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023 _ 5","10506 _ 1 _ 2023","WY","CL",10506,5,"BS",2023,"3/13/2023",2023-03-13,45.083696,122.423232,"R",1185.37,45.9,96.8,0,1,1,2,37.96666667,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023 _ 6","10506 _ 1 _ 2023","WY","CL",10506,6,"BS",2023,"3/13/2023",2023-03-13,45.083997,122.423215,"SN",1185.37,37,100,0,1,1,1,34.7,NA,0,0,0,0,0,0
"10506 _ 1 _ 2023 _ 7","10506 _ 1 _ 2023","WY","CL",10506,7,"BS",2023,"3/13/2023",2023-03-13,45.084065,122.4228998,"R",1185.37,36.1,100,0,1,1,2,34.46666667,NA,0,0,0,0,0,0
"10506 _ 1 _ 2024 _ 1","10506 _ 1 _ 2024","WY","CL",10506,1,"BS",2024,"3/26/2024",2024-03-26,45.082381,122.41991,"SU",1292,56.4,75.6,0,2,2,4,29.83,"JW",0,0,0,0,0,0
"10506 _ 1 _ 2024 _ 2","10506 _ 1 _ 2024","WY","CL",10506,2,"BS",2024,"3/26/2024",2024-03-26,45.082128,122.4198,"PC",1292,56.4,75.6,0,3,2,2,31.4,"JW",0,0,1,0,0,0
"10506 _ 1 _ 2024 _ 3","10506 _ 1 _ 2024","WY","CL",10506,3,"BS",2024,"3/26/2024",2024-03-26,45.082202,122.420202,"PC",1292,56.4,75.6,0,4,2,4,24.6,"SLG",0,0,3,0,0,0
"10506 _ 1 _ 2024 _ 4","10506 _ 1 _ 2024","WY","CL",10506,4,"BS",2024,"3/26/2024",2024-03-26,45.082545,122.420129,"C",1292,56.4,75.6,0,4,1,4,29.4,"SLG",0,0,0,0,0,0
"10506 _ 1 _ 2024 _ 5","10506 _ 1 _ 2024","WY","CL",10506,5,"BS",2024,"3/26/2024",2024-03-26,45.082805,122.419899,"PC",1292,56.4,75.6,0,4,1,1,29.73,"SLG",0,0,0,0,0,0
"10506 _ 1 _ 2024 _ 6","10506 _ 1 _ 2024","WY","CL",10506,6,"BS",2024,"3/26/2024",2024-03-26,45.082615,122.419424,"C",1292,56.4,75.6,0,2,1,1,30.1,"RMM",0,0,0,0,0,0
"10506 _ 1 _ 2024 _ 7","10506 _ 1 _ 2024","WY","CL",10506,7,"BS",2024,"3/26/2024",2024-03-26,45.082193,122.41944,"C",1292,56.4,75.6,0,4,1,2,34.77,"RMM",0,0,0,0,0,0
"10550 _ 1 _ 2023 _ 1","10550 _ 1 _ 2023","WY","CL",10550,1,"BS",2023,"3/30/2023",2023-03-30,45.08009,122.39731,"C",2145,39.8,77.3,0,1,1,3,32.46666667,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023 _ 2","10550 _ 1 _ 2023","WY","CL",10550,2,"BS",2023,"3/30/2023",2023-03-30,45.07988,122.39745,"C",2146,43.6,74.7,0,1,1,1,27,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023 _ 3","10550 _ 1 _ 2023","WY","CL",10550,3,"BS",2023,"3/30/2023",2023-03-30,45.0802,122.39772,"C",2136,40,74.4,0,2,1,2,25.03333333,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023 _ 4","10550 _ 1 _ 2023","WY","CL",10550,4,"BS",2023,"3/30/2023",2023-03-30,45.08036,122.39754,"C",2118,40.3,75,0,1,1,1,21.66666667,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023 _ 5","10550 _ 1 _ 2023","WY","CL",10550,5,"BS",2023,"3/30/2023",2023-03-30,45.08038,122.39717,"C",2081,42.5,72.6,0,1,1,3,21.4,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023 _ 6","10550 _ 1 _ 2023","WY","CL",10550,6,"BS",2023,"3/30/2023",2023-03-30,45.08018,122.3969,"C",2074,44.8,70.8,0,1,2,4,22,NA,0,0,0,0,0,0
"10550 _ 1 _ 2023 _ 7","10550 _ 1 _ 2023","WY","CL",10550,7,"BS",2023,"3/30/2023",2023-03-30,45.08,122.2969,"C",2080,42.2,76.9,0,1,3,4,24.06666667,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023 _ 1","10553 _ 1 _ 2023","WY","CL",10553,1,"HB",2023,"5/10/2023",2023-05-10,45.049503,122.366246,"S",2489,60.3,65.6,0,2,1,1,15.43333333,NA,0,0,2,0,0,0
"10553 _ 1 _ 2023 _ 2","10553 _ 1 _ 2023","WY","CL",10553,2,"HB",2023,"5/10/2023",2023-05-10,45.049429,122.366635,"S",2529,64.4,64,0,2,2,2,16.23333333,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023 _ 3","10553 _ 1 _ 2023","WY","CL",10553,3,"HB",2023,"5/10/2023",2023-05-10,45.0497,122.36659,"S",2510,60.2,65,0,2,1,1,21.36666667,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023 _ 4","10553 _ 1 _ 2023","WY","CL",10553,4,"HB",2023,"5/10/2023",2023-05-10,45.04979,122.36616,"PC",2480,62.8,63,0,2,2,2,17.83333333,NA,0,0,1,0,0,0
"10553 _ 1 _ 2023 _ 5","10553 _ 1 _ 2023","WY","CL",10553,5,"HB",2023,"5/10/2023",2023-05-10,45.0496,122.36576,"S",2465,63.4,52.7,0,2,1,1,12.6,NA,0,0,0,0,0,0
"10553 _ 1 _ 2023 _ 6","10553 _ 1 _ 2023","WY","CL",10553,6,"HB",2023,"5/10/2023",2023-05-10,45.0494,122.36583,"S",2472,63,52,0,1,1,2,13.46666667,NA,0,0,0,0,0,0
