"site_id","landowner","stand","site_rep","trt","year","subplot","date","date_mdy","dwd_type","size_cl","decay_cl","char_cl","length_cl"
"29889 _ 1 _ 2023","BLM","29889",1,"UU",2023,"6","5/18/2023",2023-05-18,"L","2","3","2","2"
"29889 _ 1 _ 2023","BLM","29889",1,"UU",2023,"6","5/18/2023",2023-05-18,"S","2","3","2","0"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"1","5/22/2023",2023-05-22,"L","1","1","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"1","5/22/2023",2023-05-22,"L","1","1","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"1","5/22/2023",2023-05-22,"L","1","1","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"3","5/22/2023",2023-05-22,"L","1","1","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"3","5/22/2023",2023-05-22,"L","1","1","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","1","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","1","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","1","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"1","5/22/2023",2023-05-22,"S","2","1","2","0"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"2","5/22/2023",2023-05-22,"S","1","1","2","0"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"S","2","1","2","0"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"3","5/22/2023",2023-05-22,"L","2","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"3","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"4","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"4","5/22/2023",2023-05-22,"L","1","2","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","2","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"6","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"6","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"6","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"6","5/22/2023",2023-05-22,"L","1","2","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"6","5/22/2023",2023-05-22,"L","1","2","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"6","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","1","2","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","1","2","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","2","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","2","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","2","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","2","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","2","2","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"S","2","2","2","0"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","2","3","2","3"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","3","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","3","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","3","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","2","3","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","3","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","3","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"L","1","3","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","1","3","2","1"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"7","5/22/2023",2023-05-22,"L","1","3","2","2"
"10024 _ 1 _ 2023","WY","10024",1,"BS",2023,"5","5/22/2023",2023-05-22,"S","1","3","2","0"
"12351 _ 1 _ 2023","ODF","12351",1,"BU",2023,"3","5/23/2023",2023-05-23,"L","1","1","2","3"
"12351 _ 1 _ 2023","ODF","12351",1,"BU",2023,"4","5/23/2023",2023-05-23,"L","1","2","2","3"
"12351 _ 1 _ 2023","ODF","12351",1,"BU",2023,"4","5/23/2023",2023-05-23,"L","1","3","2","2"
"12351 _ 1 _ 2023","ODF","12351",1,"BU",2023,"4","5/23/2023",2023-05-23,"L","1","3","2","3"
"12351 _ 1 _ 2023","ODF","12351",1,"BU",2023,"5","5/23/2023",2023-05-23,"L","1","3","2","1"
"12351 _ 1 _ 2023","ODF","12351",1,"BU",2023,"7","5/24/2023",2023-05-24,"L","1","2","2","3"
"12351 _ 1 _ 2023","ODF","12351",1,"BU",2023,"7","5/25/2023",2023-05-25,"L","1","2","2","2"
"20053 _ 1 _ 2023","WY","20053",1,"HU",2023,"3","6/1/2023",2023-06-01,"S","2","3","2","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"2","3/13/2023",2023-03-13,"S","1","1","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"3","3/13/2023",2023-03-13,"S","2","1","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"4","3/13/2023",2023-03-13,"L","2","2","3","3"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"5","3/13/2023",2023-03-13,"L","1","2","3","2"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"5","3/13/2023",2023-03-13,"L","1","2","3","2"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"5","3/13/2023",2023-03-13,"L","2","2","3","1"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"6","3/13/2023",2023-03-13,"L","2","2","3","2"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"2","3/13/2023",2023-03-13,"S","2","2","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"2","3/13/2023",2023-03-13,"S","2","2","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"5","3/13/2023",2023-03-13,"S","2","2","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"6","3/13/2023",2023-03-13,"S","2","2","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"7","3/13/2023",2023-03-13,"S","2","2","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"7","3/13/2023",2023-03-13,"S","2","2","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"2","3/13/2023",2023-03-13,"L","1","3","3","2"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"6","3/13/2023",2023-03-13,"L","1","3","3","2"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"4","3/13/2023",2023-03-13,"S","2","3","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"BS",2023,"5","3/13/2023",2023-03-13,"S","2","3","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"4","3/14/2023",2023-03-14,"S","2","1","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"4","3/14/2023",2023-03-14,"S","2","1","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"1","3/14/2023",2023-03-14,"L","1","2","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"1","3/14/2023",2023-03-14,"L","1","2","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"2","3/14/2023",2023-03-14,"L","1","2","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"2","3/14/2023",2023-03-14,"L","1","2","3","3"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"2","3/14/2023",2023-03-14,"L","1","2","3","3"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"2","3/14/2023",2023-03-14,"L","1","2","3","3"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"2","3/14/2023",2023-03-14,"L","1","2","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"3","3/14/2023",2023-03-14,"L","1","2","3","1"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"3","3/14/2023",2023-03-14,"L","1","2","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"3","3/14/2023",2023-03-14,"L","1","2","3","1"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"3","3/14/2023",2023-03-14,"L","2","2","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"6","3/14/2023",2023-03-14,"L","1","2","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"1","3/14/2023",2023-03-14,"S","2","2","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"2","3/14/2023",2023-03-14,"S","2","2","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"2","3/14/2023",2023-03-14,"S","2","2","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"3","3/14/2023",2023-03-14,"S","1","2","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"5","3/14/2023",2023-03-14,"S","2","2","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"5","3/14/2023",2023-03-14,"S","2","2","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"HB",2023,"7","3/14/2023",2023-03-14,"S","1","2","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"5","3/14/2023",2023-03-14,"L","1","3","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"5","3/14/2023",2023-03-14,"L","1","3","3","2"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"5","3/14/2023",2023-03-14,"S","2","3","3","0"
"10467 _ 1 _ 2023","WY","10467",1,"HB",2023,"5","3/14/2023",2023-03-14,"S","1","3","3","0"
"10506 _ 1 _ 2023","WY","10506",1,"HB",2023,"7","3/14/2023",2023-03-14,"S","2","3","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"L","1","1","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"L","1","1","3","3"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"1","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"1","3/15/2023",2023-03-15,"S","1","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","1","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"S","1","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"S","2","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"S","1","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"S","1","1","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"L","1","2","3","3"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"L","1","2","3","1"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"L","1","2","3","3"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"L","1","2","3","3"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"L","1","2","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"L","1","2","3","3"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"1","3/15/2023",2023-03-15,"S","1","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"1","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","1","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"3","3/15/2023",2023-03-15,"S","1","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"S","1","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"4","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"6","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"S","2","2","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"1","3/15/2023",2023-03-15,"L","1","3","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"L","1","3","3","3"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"L","1","3","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"5","3/15/2023",2023-03-15,"L","1","3","3","3"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"L","1","3","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"L","1","3","3","2"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"2","3/15/2023",2023-03-15,"S","1","3","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"6","3/15/2023",2023-03-15,"S","2","3","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"S","2","3","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"S","2","3","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"S","2","3","3","0"
"10078 _ 1 _ 2023","WY","10078",1,"HB",2023,"7","3/15/2023",2023-03-15,"S","1","3","3","0"
"10258 _ 1 _ 2023","WY","10258",1,"BS",2023,"3","3/20/2023",2023-03-20,"S","1","1","3","0"
"10258 _ 1 _ 2023","WY","10258",1,"BS",2023,"3","3/20/2023",2023-03-20,"S","1","1","3","0"
"10258 _ 1 _ 2023","WY","10258",1,"BS",2023,"7","3/20/2023",2023-03-20,"S","2","1","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"3","3/20/2023",2023-03-20,"S","1","1","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"3","3/20/2023",2023-03-20,"S","1","1","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"1","3/20/2023",2023-03-20,"L","1","2","3","3"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"L","1","2","3","1"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"5","3/20/2023",2023-03-20,"L","1","2","3","3"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"6","3/20/2023",2023-03-20,"L","1","2","3","2"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"6","3/20/2023",2023-03-20,"L","1","2","3","2"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"6","3/20/2023",2023-03-20,"L","1","2","3","2"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"7","3/20/2023",2023-03-20,"L","1","2","3","2"
"10258 _ 1 _ 2023","WY","10258",1,"BS",2023,"7","3/20/2023",2023-03-20,"S","2","2","3","0"
"10258 _ 1 _ 2023","WY","10258",1,"BS",2023,"7","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"1","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"S","2","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"3","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"3","3/20/2023",2023-03-20,"S","2","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"5","3/20/2023",2023-03-20,"S","2","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"6","3/20/2023",2023-03-20,"S","1","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"6","3/20/2023",2023-03-20,"S","2","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"6","3/20/2023",2023-03-20,"S","2","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"7","3/20/2023",2023-03-20,"S","2","2","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"1","3/20/2023",2023-03-20,"L","1","3","3","1"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"2","3/20/2023",2023-03-20,"L","1","3","3","2"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"5","3/20/2023",2023-03-20,"L","1","3","3","2"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"5","3/20/2023",2023-03-20,"L","1","3","3","2"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"5","3/20/2023",2023-03-20,"L","1","3","3","1"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"5","3/20/2023",2023-03-20,"L","1","3","3","2"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"7","3/20/2023",2023-03-20,"L","1","3","3","3"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"1","3/20/2023",2023-03-20,"S","2","3","3","0"
"11079 _ 1 _ 2023","WY","11079",1,"HB",2023,"1","3/20/2023",2023-03-20,"S","2","3","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"4","3/21/2023",2023-03-21,"L","1","2","3","2"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"4","3/21/2023",2023-03-21,"L","1","2","3","2"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"4","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"4","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"5","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"5","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"5","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"5","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"6","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"6","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"6","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"7","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"6","3/21/2023",2023-03-21,"L","1","3","3","2"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"1","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"2","3/21/2023",2023-03-21,"S","2","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"2","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"3","3/21/2023",2023-03-21,"S","1","2","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"2","3/21/2023",2023-03-21,"S","1","3","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"3","3/21/2023",2023-03-21,"S","2","3","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"3","3/21/2023",2023-03-21,"S","2","3","3","0"
"10488 _ 1 _ 2023","WY","10488",1,"HB",2023,"3","3/21/2023",2023-03-21,"S","1","3","3","0"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"5","3/22/2023",2023-03-22,"L","2","2","3","1"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"1","3/22/2023",2023-03-22,"S","2","2","3","0"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"1","3/22/2023",2023-03-22,"S","2","2","3","0"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"5","3/22/2023",2023-03-22,"S","2","2","3","0"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"5","3/22/2023",2023-03-22,"S","1","2","3","0"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"5","3/22/2023",2023-03-22,"S","2","2","3","0"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"5","3/22/2023",2023-03-22,"S","1","2","3","0"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"1","3/22/2023",2023-03-22,"L","1","3","3","3"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"2","3/22/2023",2023-03-22,"L","1","3","3","2"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"2","3/22/2023",2023-03-22,"L","1","3","3","2"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"2","3/22/2023",2023-03-22,"L","1","3","3","3"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"2","3/22/2023",2023-03-22,"L","1","3","3","2"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"2","3/22/2023",2023-03-22,"L","1","3","3","3"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"3","3/22/2023",2023-03-22,"L","1","3","3","3"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"3","3/22/2023",2023-03-22,"L","1","3","3","2"
"10403 _ 1 _ 2023","WY","10403",1,"BS",2023,"3","3/22/2023",2023-03-22,"L","1","3","3","2"
