X,Y,UTMX,UTMY,Owner,Tree_Farm,Stand__,Pass,OSS,ENES
-122.660075637711,44.6734133807455,526943.000000,4946728.000000,WY,SP,20818.000000,1.000000,,
-122.659622877122,44.6731689663343,526979.000000,4946701.000000,WY,SP,20818.000000,2.000000,,
-122.65914573243,44.6727804382605,527017.000000,4946658.000000,WY,SP,20818.000000,3.000000,,
-122.6588054684,44.6727164051366,527044.000000,4946651.000000,WY,SP,20818.000000,4.000000,,Y
-122.658010657202,44.6727140278943,527107.000000,4946651.000000,WY,SP,20818.000000,5.000000,,
-122.656867218164,44.6719273856189,527198.000000,4946564.000000,WY,SP,20818.000000,6.000000,,
-122.631194187992,44.6718113570689,529233.000000,4946560.000000,WY,SP,20818.000000,7.000000,,
-122.637004325872,44.6525377010812,528782.000000,4944417.000000,WY,SP,21019.000000,1.000000,,Y
-122.637534575782,44.6524493604218,528740.000000,4944407.000000,WY,SP,21019.000000,2.000000,Y,
-73.8953016972328,32.8351065399082,5287110.000000,4944403.000000,WY,SP,21019.000000,3.000000,Y,
-122.638583353796,44.6521285950168,528657.000000,4944371.000000,WY,SP,21019.000000,4.000000,,
-122.639063039786,44.6520580921831,528619.000000,4944363.000000,WY,SP,21019.000000,5.000000,,Y
-122.639681339987,44.6520060296837,528570.000000,4944357.000000,WY,SP,21019.000000,6.000000,,Y
-122.639958793764,44.6520069046875,528548.000000,4944357.000000,WY,SP,21019.000000,7.000000,Y,
-122.607056091501,44.6461908678901,531160.000000,4943723.000000,WY,SP,21026.000000,1.000000,Y,
-122.607054329017,44.6464519338617,531160.000000,4943752.000000,WY,SP,21026.000000,2.000000,,
-122.606836001552,44.6470363438938,531177.000000,4943817.000000,WY,SP,21026.000000,3.000000,,
-122.606731529465,44.6475671306647,531185.000000,4943876.000000,WY,SP,21026.000000,4.000000,,Y
-122.606503201017,44.6477643988076,531203.000000,4943898.000000,WY,SP,21026.000000,5.000000,Y,
-122.606324217406,44.6481238812513,531217.000000,4943938.000000,WY,SP,21026.000000,6.000000,,Y
-122.606106119939,44.6486722805876,531234.000000,4943999.000000,WY,SP,21026.000000,7.000000,,
-122.605236971683,44.6392256700853,531308.000000,4942950.000000,WY,SP,21029.000000,1.000000,,
-122.606512216645,44.6389689984754,531207.000000,4942921.000000,WY,SP,21029.000000,2.000000,,
-122.606889503968,44.6391143376574,531177.000000,4942937.000000,WY,SP,21029.000000,3.000000,,
-122.607369059363,44.6390529698236,531139.000000,4942930.000000,WY,SP,21029.000000,4.000000,Y,
-122.607937056319,44.6389648961295,531094.000000,4942920.000000,WY,SP,21029.000000,5.000000,,
-122.608441523985,44.6389486217861,531054.000000,4942918.000000,WY,SP,21029.000000,6.000000,,
-122.608858093662,44.6388780292422,531021.000000,4942910.000000,WY,SP,21029.000000,7.000000,,
-122.616808875264,44.6492848504549,530385.000000,4944063.000000,WY,SP,21159.000000,1.000000,,
-122.617114498444,44.6488357514753,530361.000000,4944013.000000,WY,SP,21159.000000,2.000000,Y,
-122.617949057971,44.6484964520314,530295.000000,4943975.000000,WY,SP,21159.000000,3.000000,,
-122.618378885775,44.6483358444246,530261.000000,4943957.000000,WY,SP,21159.000000,4.000000,Y,
-122.618720731364,44.6481299290998,530234.000000,4943934.000000,WY,SP,21159.000000,5.000000,,
-122.619226748197,44.6478885502834,530194.000000,4943907.000000,WY,SP,21159.000000,6.000000,Y,
-122.618671350386,44.647967719568,530238.000000,4943916.000000,WY,SP,21159.000000,7.000000,,
-122.669420665849,44.598567010579,526236.000000,4938411.000000,WY,SP,21213.000000,1.000000,,
-122.669811011235,44.5986131525497,526205.000000,4938416.000000,WY,SP,21213.000000,2.000000,,Y
-122.670869768749,44.5985531906276,526121.000000,4938409.000000,WY,SP,21213.000000,3.000000,,
-122.670578747782,44.5987684130439,526144.000000,4938433.000000,WY,SP,21213.000000,4.000000,,
-122.67101908933,44.5988867155561,526109.000000,4938446.000000,WY,SP,21213.000000,5.000000,,Y
-122.671511608383,44.5986900768579,526070.000000,4938424.000000,WY,SP,21213.000000,6.000000,,
-122.378882984291,45.2572060330666,548734.000000,5011711.000000,PBTF,CL,33554.000000,1.000000,,
-122.37966509062,45.2567782106069,548673.000000,5011663.000000,PBTF,CL,33554.000000,2.000000,,Y
-122.380229262532,45.2564662201561,548629.000000,5011628.000000,PBTF,CL,33554.000000,3.000000,,
-122.381866664051,45.2559079978029,548501.000000,5011565.000000,PBTF,CL,33554.000000,4.000000,,
-122.382363095001,45.2559646926826,548462.000000,5011571.000000,PBTF,CL,33554.000000,5.000000,Y,
-122.382888329854,45.2557154891625,548421.000000,5011543.000000,PBTF,CL,33554.000000,6.000000,,Y
-122.383653552324,45.2556656121646,548361.000000,5011537.000000,PBTF,CL,33554.000000,7.000000,,
-122.282024129456,45.1992531900687,556391.000000,5005336.000000,PBTF,CL,33628.000000,1.000000,,
-122.28215930461,45.1996411092422,556380.000000,5005379.000000,PBTF,CL,33628.000000,2.000000,,
-122.282634266979,45.2003462195382,556342.000000,5005457.000000,PBTF,CL,33628.000000,3.000000,,
-122.283184047595,45.2011778199693,556298.000000,5005549.000000,PBTF,CL,33628.000000,4.000000,Y,
-122.283636847717,45.2016217400671,556262.000000,5005598.000000,PBTF,CL,33628.000000,5.000000,,
-122.28467405911,45.2031855199273,556179.000000,5005771.000000,PBTF,CL,33628.000000,6.000000,,
-122.285012297892,45.2036287168082,556152.000000,5005820.000000,PBTF,CL,33628.000000,7.000000,Y,
-122.261694268877,45.191121131287,557996.000000,5004447.000000,PBTF,CL,33651.000000,1.000000,,
-122.262387344316,45.1906845299134,557942.000000,5004398.000000,PBTF,CL,33651.000000,2.000000,,
-122.263167654154,45.1903925132279,557881.000000,5004365.000000,PBTF,CL,33651.000000,3.000000,,
-122.266188724557,45.1900789043517,557644.000000,5004328.000000,PBTF,CL,33651.000000,4.000000,,
-122.264637524718,45.1899339023494,557766.000000,5004313.000000,PBTF,CL,33651.000000,5.000000,Y,
-122.265248515364,45.1899378348488,557718.000000,5004313.000000,PBTF,CL,33651.000000,6.000000,Y,
-122.265589303685,45.190165067583,557691.000000,5004338.000000,PBTF,CL,33651.000000,7.000000,,
-122.335585270602,45.1721403640624,552209.000000,5002288.000000,PBTF,CL,33689.000000,1.000000,,
-122.335391042469,45.1724272869638,552224.000000,5002320.000000,PBTF,CL,33689.000000,2.000000,,
-122.335394868813,45.1731924500101,552223.000000,5002405.000000,PBTF,CL,33689.000000,3.000000,,
-122.335148163076,45.1736140918746,552242.000000,5002452.000000,PBTF,CL,33689.000000,4.000000,,Y
-122.334949841698,45.1742520546395,552257.000000,5002523.000000,PBTF,CL,33689.000000,5.000000,,Y
-122.334843844908,45.1746115034925,552265.000000,5002563.000000,PBTF,CL,33689.000000,6.000000,,
-122.335340672642,45.1745693877577,552226.000000,5002558.000000,PBTF,CL,33689.000000,7.000000,,
-122.416920458287,45.1269370032898,545854.000000,4997217.000000,PBTF,CL,33754.000000,1.000000,,
-122.417417731041,45.1268045151326,545815.000000,4997202.000000,PBTF,CL,33754.000000,2.000000,,
-122.417599592527,45.1264273701196,545801.000000,4997160.000000,PBTF,CL,33754.000000,3.000000,Y,
-122.418099238752,45.1260608461418,545762.000000,4997119.000000,PBTF,CL,33754.000000,4.000000,,
-122.418052313684,45.125673532686,545766.000000,4997076.000000,PBTF,CL,33754.000000,5.000000,,
-122.417853267266,45.1252404352183,545782.000000,4997028.000000,PBTF,CL,33754.000000,6.000000,,
-122.418016850022,45.1204073378295,545773.000000,4996491.000000,PBTF,CL,33754.000000,7.000000,,
-122.337838186317,45.1446443184452,552057.000000,4999232.000000,PBTF,CL,33810.000000,1.000000,Y,
-122.336916777226,45.1451250641788,552129.000000,4999286.000000,PBTF,CL,33810.000000,2.000000,,
-122.336276848483,45.1454634114785,552179.000000,4999324.000000,PBTF,CL,33810.000000,3.000000,,
-122.335076005619,45.1459065111773,552273.000000,4999374.000000,PBTF,CL,33810.000000,4.000000,,
-122.334371936352,45.1462894827888,552328.000000,4999417.000000,PBTF,CL,33810.000000,5.000000,Y,
-122.333821121074,45.1466193339133,552371.000000,4999454.000000,PBTF,CL,33810.000000,6.000000,Y,
-122.333259153898,45.1468140918059,552415.000000,4999476.000000,PBTF,CL,33810.000000,7.000000,,
-122.29582273878,45.1705878731231,555335.000000,5002142.000000,PBTF,CL,34007.000000,1.000000,,
-122.295427938683,45.1706124431256,555366.000000,5002145.000000,PBTF,CL,34007.000000,2.000000,,
-122.295056144901,45.1708351902899,555395.000000,5002170.000000,PBTF,CL,34007.000000,3.000000,,
-122.294060052287,45.171117090561,555473.000000,5002202.000000,PBTF,CL,34007.000000,4.000000,Y,
-122.293420804236,45.171356182164,555523.000000,5002229.000000,PBTF,CL,34007.000000,5.000000,,
-122.293024884271,45.1714707535144,555554.000000,5002242.000000,PBTF,CL,34007.000000,6.000000,Y,
-122.292313960021,45.1713313255199,555610.000000,5002227.000000,PBTF,CL,34007.000000,7.000000,Y,
-122.526632479166,45.2131672374266,537170.000000,5006740.000000,PBTF,CL,34017.000000,1.000000,,
-122.525866149318,45.2134341063803,537230.000000,5006770.000000,PBTF,CL,34017.000000,2.000000,,
-122.525749665527,45.2136586625199,537239.000000,5006795.000000,PBTF,CL,34017.000000,3.000000,Y,
-122.524819794822,45.2136818022771,537312.000000,5006798.000000,PBTF,CL,34017.000000,4.000000,,Y
-122.524307397982,45.2140397328758,537352.000000,5006838.000000,PBTF,CL,34017.000000,5.000000,Y,
-122.52367027441,45.2140820853879,537402.000000,5006843.000000,PBTF,CL,34017.000000,6.000000,,
-122.523147463787,45.2141609180443,537443.000000,5006852.000000,PBTF,CL,34017.000000,7.000000,Y,
-122.370340869094,45.1616793010351,549487.000000,5001104.000000,PBTF,CL,408143.000000,1.000000,Y,
-122.369691899073,45.1616847228595,549538.000000,5001105.000000,PBTF,CL,408143.000000,2.000000,,
-122.369059327957,45.1613571696704,549588.000000,5001069.000000,PBTF,CL,408143.000000,3.000000,,Y
-122.370424477212,45.1621748539796,549480.000000,5001159.000000,PBTF,CL,408143.000000,4.000000,,Y
-122.370280556981,45.1625341274027,549491.000000,5001199.000000,PBTF,CL,408143.000000,5.000000,Y,
-122.370300450293,45.1630383307016,549489.000000,5001255.000000,PBTF,CL,408143.000000,6.000000,Y,
-122.370794180358,45.1632660936955,549450.000000,5001280.000000,PBTF,CL,408143.000000,7.000000,,
-122.356503081711,45.1611790912676,550575.000000,5001057.000000,PBTF,CL,408161.000000,1.000000,Y,
-122.356137770047,45.1608529720398,550604.000000,5001021.000000,PBTF,CL,408161.000000,2.000000,,
-122.355899993456,45.1605005659446,550623.000000,5000982.000000,PBTF,CL,408161.000000,3.000000,Y,
-122.355750770628,45.160193667289,550635.000000,5000948.000000,PBTF,CL,408161.000000,4.000000,Y,
-122.355193921059,45.1599294760693,550679.000000,5000919.000000,PBTF,CL,408161.000000,5.000000,,
-122.354598197885,45.1597280741812,550726.000000,5000897.000000,PBTF,CL,408161.000000,6.000000,,
-122.354424352395,45.1593490211835,550740.000000,5000855.000000,PBTF,CL,408161.000000,7.000000,,
-122.318350017682,45.1660886953366,553569.000000,5001627.000000,PBTF,CL,408162.000000,1.000000,,
-122.317934858512,45.1656901432949,553602.000000,5001583.000000,PBTF,CL,408162.000000,2.000000,,
-122.317823675541,45.1654104275277,553611.000000,5001552.000000,PBTF,CL,408162.000000,3.000000,,
-122.317510098488,45.1650304839609,553636.000000,5001510.000000,PBTF,CL,408162.000000,4.000000,Y,
-122.317681952149,45.1644914106908,553623.000000,5001450.000000,PBTF,CL,408162.000000,5.000000,Y,
-122.317419811931,45.1640667657622,553644.000000,5001403.000000,PBTF,CL,408162.000000,6.000000,,
-122.317244695537,45.1638136722297,553658.000000,5001375.000000,PBTF,CL,408162.000000,7.000000,Y,
-122.259978979618,45.2095273319018,558112.000000,5006493.000000,PBTF,CL,408178.000000,1.000000,,Y
-122.259409951584,45.2092175889582,558157.000000,5006459.000000,PBTF,CL,408178.000000,2.000000,Y,
-122.259043959506,45.2089631702199,558186.000000,5006431.000000,PBTF,CL,408178.000000,3.000000,Y,
-122.258271914092,45.2085980946341,558247.000000,5006391.000000,PBTF,CL,408178.000000,4.000000,Y,
-122.257432934106,45.2084846234603,558313.000000,5006379.000000,PBTF,CL,408178.000000,5.000000,,
-122.257691196705,45.2091884272534,558292.000000,5006457.000000,PBTF,CL,408178.000000,6.000000,,
-122.258128786351,45.2098123810135,558257.000000,5006526.000000,PBTF,CL,408178.000000,7.000000,,
-122.255280924553,45.1899362838188,558501.000000,5004320.000000,PBTF,CL,408180.000000,1.000000,Y,
-122.255208592566,45.1906019327289,558506.000000,5004394.000000,PBTF,CL,408180.000000,2.000000,,
-122.254997763786,45.191149656969,558522.000000,5004455.000000,PBTF,CL,408180.000000,3.000000,Y,
-122.254751914685,45.1914541082998,558541.000000,5004489.000000,PBTF,CL,408180.000000,4.000000,,
-122.25914737257,45.1892232972834,558198.000000,5004238.000000,PBTF,CL,408180.000000,5.000000,,
-122.255485940721,45.1888574247887,558486.000000,5004200.000000,PBTF,CL,408180.000000,6.000000,Y,
-122.255455617116,45.1882541177309,558489.000000,5004133.000000,PBTF,CL,408180.000000,7.000000,Y,
